times,population,R0,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20
3914.0,0.7777091874154634,0.9761904761904763,0.8895063373044573,0.6551844354235671,0.498286435786436,0.8534808687746963,0.931034482758621,0.9139987445072193,0.8662250188590671,0.952325581395349,1.0,0.858368298132109,0.8954170125711574,0.9642857142857144,0.8251879777075585,0.9473684210526316,0.9714285714285718,0.9714285714285718,1.0,1.0,0.9599673202614375,0.37499999999999994
3964.0,0.7777091874154634,0.9761904761904763,0.8895063373044573,0.6551844354235671,0.498286435786436,0.8534808687746963,0.931034482758621,0.9139987445072193,0.8662250188590671,0.952325581395349,1.0,0.858368298132109,0.8954170125711574,0.9642857142857144,0.8251879777075585,0.9473684210526316,0.9714285714285718,0.9714285714285718,1.0,1.0,0.9599673202614375,0.37499999999999994
3976.0,0.7707027983396488,0.9498069498069499,0.8895063373044573,0.6551844354235671,0.498286435786436,0.8401452302000919,0.931034482758621,0.9139987445072193,0.853296287234305,0.952325581395349,0.962962962962963,0.858368298132109,0.8954170125711574,0.9642857142857144,0.8148731279862144,0.9473684210526316,0.9714285714285718,0.9714285714285718,1.0,0.9666666666666667,0.9340222575516689,0.37499999999999994
4050.0,0.7636964092638333,0.9498069498069499,0.8895063373044573,0.6551844354235671,0.498286435786436,0.8401452302000919,0.931034482758621,0.9139987445072193,0.853296287234305,0.952325581395349,0.962962962962963,0.858368298132109,0.8954170125711574,0.9285714285714287,0.8045582782648698,0.9473684210526316,0.9714285714285718,0.9714285714285718,1.0,0.9666666666666667,0.9340222575516689,0.37499999999999994
4052.0,0.7636964092638333,0.9498069498069499,0.8895063373044573,0.6551844354235671,0.498286435786436,0.8401452302000919,0.931034482758621,0.9139987445072193,0.853296287234305,0.952325581395349,0.962962962962963,0.858368298132109,0.8954170125711574,0.9285714285714287,0.8045582782648698,0.9473684210526316,0.9714285714285718,0.9714285714285718,1.0,0.9666666666666667,0.9340222575516689,0.37499999999999994
4066.0,0.7566251462150937,0.9498069498069499,0.8895063373044573,0.6333449542427816,0.498286435786436,0.8401452302000919,0.931034482758621,0.9139987445072193,0.853296287234305,0.952325581395349,0.962962962962963,0.858368298132109,0.8954170125711574,0.9285714285714287,0.8045582782648698,0.9473684210526316,0.9714285714285718,0.9714285714285718,1.0,0.9666666666666667,0.9340222575516689,0.37499999999999994
4085.0,0.7566251462150937,0.9498069498069499,0.8895063373044573,0.6333449542427816,0.498286435786436,0.8401452302000919,0.931034482758621,0.9139987445072193,0.853296287234305,0.952325581395349,0.962962962962963,0.858368298132109,0.8954170125711574,0.9285714285714287,0.8045582782648698,0.9473684210526316,0.9714285714285718,0.9714285714285718,1.0,0.9666666666666667,0.9340222575516689,0.37499999999999994
4178.0,0.7566251462150937,0.9498069498069499,0.8895063373044573,0.6333449542427816,0.498286435786436,0.8401452302000919,0.931034482758621,0.9139987445072193,0.853296287234305,0.952325581395349,0.962962962962963,0.858368298132109,0.8954170125711574,0.9285714285714287,0.8045582782648698,0.9473684210526316,0.9714285714285718,0.9714285714285718,1.0,0.9666666666666667,0.9340222575516689,0.37499999999999994
4181.0,0.7566251462150937,0.9498069498069499,0.8895063373044573,0.6333449542427816,0.498286435786436,0.8401452302000919,0.931034482758621,0.9139987445072193,0.853296287234305,0.952325581395349,0.962962962962963,0.858368298132109,0.8954170125711574,0.9285714285714287,0.8045582782648698,0.9473684210526316,0.9714285714285718,0.9714285714285718,1.0,0.9666666666666667,0.9340222575516689,0.37499999999999994
4212.0,0.7493499044245642,0.9234234234234234,0.8895063373044573,0.6333449542427816,0.498286435786436,0.8401452302000919,0.931034482758621,0.8911487758945387,0.8397519017226495,0.952325581395349,0.962962962962963,0.858368298132109,0.8954170125711574,0.8914285714285719,0.7936858690991279,0.9473684210526316,0.9714285714285718,0.9714285714285718,1.0,0.9666666666666667,0.906551014682502,0.37499999999999994
4227.0,0.7493499044245642,0.9234234234234234,0.8895063373044573,0.6333449542427816,0.498286435786436,0.8401452302000919,0.931034482758621,0.8911487758945387,0.8397519017226495,0.952325581395349,0.962962962962963,0.858368298132109,0.8954170125711574,0.8914285714285719,0.7936858690991279,0.9473684210526316,0.9714285714285718,0.9714285714285718,1.0,0.9666666666666667,0.906551014682502,0.37499999999999994
4279.0,0.7493499044245642,0.9234234234234234,0.8895063373044573,0.6333449542427816,0.498286435786436,0.8401452302000919,0.931034482758621,0.8911487758945387,0.8397519017226495,0.952325581395349,0.962962962962963,0.858368298132109,0.8954170125711574,0.8914285714285719,0.7936858690991279,0.9473684210526316,0.9714285714285718,0.9714285714285718,1.0,0.9666666666666667,0.906551014682502,0.37499999999999994
4297.0,0.7493499044245642,0.9234234234234234,0.8895063373044573,0.6333449542427816,0.498286435786436,0.8401452302000919,0.931034482758621,0.8911487758945387,0.8397519017226495,0.952325581395349,0.962962962962963,0.858368298132109,0.8954170125711574,0.8914285714285719,0.7936858690991279,0.9473684210526316,0.9714285714285718,0.9714285714285718,1.0,0.9666666666666667,0.906551014682502,0.37499999999999994
4327.0,0.7493499044245642,0.9234234234234234,0.8895063373044573,0.6333449542427816,0.498286435786436,0.8401452302000919,0.931034482758621,0.8911487758945387,0.8397519017226495,0.952325581395349,0.962962962962963,0.858368298132109,0.8954170125711574,0.8914285714285719,0.7936858690991279,0.9473684210526316,0.9714285714285718,0.9714285714285718,1.0,0.9666666666666667,0.906551014682502,0.37499999999999994
4352.0,0.7493499044245642,0.9234234234234234,0.8895063373044573,0.6333449542427816,0.498286435786436,0.8401452302000919,0.931034482758621,0.8911487758945387,0.8397519017226495,0.952325581395349,0.962962962962963,0.858368298132109,0.8954170125711574,0.8914285714285719,0.7936858690991279,0.9473684210526316,0.9714285714285718,0.9714285714285718,1.0,0.9666666666666667,0.906551014682502,0.37499999999999994
4353.0,0.7417034768283948,0.8945664414414415,0.861709264263693,0.6333449542427816,0.498286435786436,0.8251426368036616,0.931034482758621,0.8911487758945387,0.8255188186426041,0.9234672304439747,0.9228395061728394,0.8418612154757221,0.875066625921813,0.8542857142857146,0.7825071948864644,0.9473684210526316,0.9340659340659341,0.9354497354497358,1.0,0.9666666666666667,0.8773074335637117,0.37499999999999994
4415.0,0.7340570492322257,0.8657094594594595,0.861709264263693,0.6089855329257513,0.498286435786436,0.8101400434072312,0.931034482758621,0.8670636738433349,0.8112857355625596,0.9234672304439747,0.9228395061728394,0.8418612154757221,0.8547162392724685,0.8542857142857146,0.7825071948864644,0.9473684210526316,0.9340659340659341,0.8994708994708995,1.0,0.9321428571428574,0.8773074335637117,0.37499999999999994
4472.0,0.7340570492322257,0.8657094594594595,0.861709264263693,0.6089855329257513,0.498286435786436,0.8101400434072312,0.931034482758621,0.8670636738433349,0.8112857355625596,0.9234672304439747,0.9228395061728394,0.8418612154757221,0.8547162392724685,0.8542857142857146,0.7825071948864644,0.9473684210526316,0.9340659340659341,0.8994708994708995,1.0,0.9321428571428574,0.8773074335637117,0.37499999999999994
4487.0,0.7340570492322257,0.8657094594594595,0.861709264263693,0.6089855329257513,0.498286435786436,0.8101400434072312,0.931034482758621,0.8670636738433349,0.8112857355625596,0.9234672304439747,0.9228395061728394,0.8418612154757221,0.8547162392724685,0.8542857142857146,0.7825071948864644,0.9473684210526316,0.9340659340659341,0.8994708994708995,1.0,0.9321428571428574,0.8773074335637117,0.37499999999999994
4537.0,0.7340570492322257,0.8657094594594595,0.861709264263693,0.6089855329257513,0.498286435786436,0.8101400434072312,0.931034482758621,0.8670636738433349,0.8112857355625596,0.9234672304439747,0.9228395061728394,0.8418612154757221,0.8547162392724685,0.8542857142857146,0.7825071948864644,0.9473684210526316,0.9340659340659341,0.8994708994708995,1.0,0.9321428571428574,0.8773074335637117,0.37499999999999994
4555.0,0.7340570492322257,0.8657094594594595,0.861709264263693,0.6089855329257513,0.498286435786436,0.8101400434072312,0.931034482758621,0.8670636738433349,0.8112857355625596,0.9234672304439747,0.9228395061728394,0.8418612154757221,0.8547162392724685,0.8542857142857146,0.7825071948864644,0.9473684210526316,0.9340659340659341,0.8994708994708995,1.0,0.9321428571428574,0.8773074335637117,0.37499999999999994
4568.0,0.7340570492322257,0.8657094594594595,0.861709264263693,0.6089855329257513,0.498286435786436,0.8101400434072312,0.931034482758621,0.8670636738433349,0.8112857355625596,0.9234672304439747,0.9228395061728394,0.8418612154757221,0.8547162392724685,0.8542857142857146,0.7825071948864644,0.9473684210526316,0.9340659340659341,0.8994708994708995,1.0,0.9321428571428574,0.8773074335637117,0.37499999999999994
4596.0,0.7340570492322257,0.8657094594594595,0.861709264263693,0.6089855329257513,0.498286435786436,0.8101400434072312,0.931034482758621,0.8670636738433349,0.8112857355625596,0.9234672304439747,0.9228395061728394,0.8418612154757221,0.8547162392724685,0.8542857142857146,0.7825071948864644,0.9473684210526316,0.9340659340659341,0.8994708994708995,1.0,0.9321428571428574,0.8773074335637117,0.37499999999999994
4603.0,0.7340570492322257,0.8657094594594595,0.861709264263693,0.6089855329257513,0.498286435786436,0.8101400434072312,0.931034482758621,0.8670636738433349,0.8112857355625596,0.9234672304439747,0.9228395061728394,0.8418612154757221,0.8547162392724685,0.8542857142857146,0.7825071948864644,0.9473684210526316,0.9340659340659341,0.8994708994708995,1.0,0.9321428571428574,0.8773074335637117,0.37499999999999994
4618.0,0.7258092172183809,0.8657094594594595,0.861709264263693,0.5813043723382171,0.498286435786436,0.8101400434072312,0.9028213166144204,0.8670636738433349,0.7953781721201564,0.9234672304439747,0.9228395061728394,0.8418612154757221,0.8547162392724685,0.8542857142857146,0.7825071948864644,0.9473684210526316,0.9340659340659341,0.8994708994708995,1.0,0.9321428571428574,0.8773074335637117,0.37499999999999994
4642.0,0.7258092172183809,0.8657094594594595,0.861709264263693,0.5813043723382171,0.498286435786436,0.8101400434072312,0.9028213166144204,0.8670636738433349,0.7953781721201564,0.9234672304439747,0.9228395061728394,0.8418612154757221,0.8547162392724685,0.8542857142857146,0.7825071948864644,0.9473684210526316,0.9340659340659341,0.8994708994708995,1.0,0.9321428571428574,0.8773074335637117,0.37499999999999994
4652.0,0.7258092172183809,0.8657094594594595,0.861709264263693,0.5813043723382171,0.498286435786436,0.8101400434072312,0.9028213166144204,0.8670636738433349,0.7953781721201564,0.9234672304439747,0.9228395061728394,0.8418612154757221,0.8547162392724685,0.8542857142857146,0.7825071948864644,0.9473684210526316,0.9340659340659341,0.8994708994708995,1.0,0.9321428571428574,0.8773074335637117,0.37499999999999994
4672.0,0.7258092172183809,0.8657094594594595,0.861709264263693,0.5813043723382171,0.498286435786436,0.8101400434072312,0.9028213166144204,0.8670636738433349,0.7953781721201564,0.9234672304439747,0.9228395061728394,0.8418612154757221,0.8547162392724685,0.8542857142857146,0.7825071948864644,0.9473684210526316,0.9340659340659341,0.8994708994708995,1.0,0.9321428571428574,0.8773074335637117,0.37499999999999994
4675.0,0.7258092172183809,0.8657094594594595,0.861709264263693,0.5813043723382171,0.498286435786436,0.8101400434072312,0.9028213166144204,0.8670636738433349,0.7953781721201564,0.9234672304439747,0.9228395061728394,0.8418612154757221,0.8547162392724685,0.8542857142857146,0.7825071948864644,0.9473684210526316,0.9340659340659341,0.8994708994708995,1.0,0.9321428571428574,0.8773074335637117,0.37499999999999994
4681.0,0.7258092172183809,0.8657094594594595,0.861709264263693,0.5813043723382171,0.498286435786436,0.8101400434072312,0.9028213166144204,0.8670636738433349,0.7953781721201564,0.9234672304439747,0.9228395061728394,0.8418612154757221,0.8547162392724685,0.8542857142857146,0.7825071948864644,0.9473684210526316,0.9340659340659341,0.8994708994708995,1.0,0.9321428571428574,0.8773074335637117,0.37499999999999994
4691.0,0.7258092172183809,0.8657094594594595,0.861709264263693,0.5813043723382171,0.498286435786436,0.8101400434072312,0.9028213166144204,0.8670636738433349,0.7953781721201564,0.9234672304439747,0.9228395061728394,0.8418612154757221,0.8547162392724685,0.8542857142857146,0.7825071948864644,0.9473684210526316,0.9340659340659341,0.8994708994708995,1.0,0.9321428571428574,0.8773074335637117,0.37499999999999994
4720.0,0.7258092172183809,0.8657094594594595,0.861709264263693,0.5813043723382171,0.498286435786436,0.8101400434072312,0.9028213166144204,0.8670636738433349,0.7953781721201564,0.9234672304439747,0.9228395061728394,0.8418612154757221,0.8547162392724685,0.8542857142857146,0.7825071948864644,0.9473684210526316,0.9340659340659341,0.8994708994708995,1.0,0.9321428571428574,0.8773074335637117,0.37499999999999994
4744.0,0.7258092172183809,0.8657094594594595,0.861709264263693,0.5813043723382171,0.498286435786436,0.8101400434072312,0.9028213166144204,0.8670636738433349,0.7953781721201564,0.9234672304439747,0.9228395061728394,0.8418612154757221,0.8547162392724685,0.8542857142857146,0.7825071948864644,0.9473684210526316,0.9340659340659341,0.8994708994708995,1.0,0.9321428571428574,0.8773074335637117,0.37499999999999994
4791.0,0.7258092172183809,0.8657094594594595,0.861709264263693,0.5813043723382171,0.498286435786436,0.8101400434072312,0.9028213166144204,0.8670636738433349,0.7953781721201564,0.9234672304439747,0.9228395061728394,0.8418612154757221,0.8547162392724685,0.8542857142857146,0.7825071948864644,0.9473684210526316,0.9340659340659341,0.8994708994708995,1.0,0.9321428571428574,0.8773074335637117,0.37499999999999994
4830.0,0.7258092172183809,0.8657094594594595,0.861709264263693,0.5813043723382171,0.498286435786436,0.8101400434072312,0.9028213166144204,0.8670636738433349,0.7953781721201564,0.9234672304439747,0.9228395061728394,0.8418612154757221,0.8547162392724685,0.8542857142857146,0.7825071948864644,0.9473684210526316,0.9340659340659341,0.8994708994708995,1.0,0.9321428571428574,0.8773074335637117,0.37499999999999994
4857.0,0.7258092172183809,0.8657094594594595,0.861709264263693,0.5813043723382171,0.498286435786436,0.8101400434072312,0.9028213166144204,0.8670636738433349,0.7953781721201564,0.9234672304439747,0.9228395061728394,0.8418612154757221,0.8547162392724685,0.8542857142857146,0.7825071948864644,0.9473684210526316,0.9340659340659341,0.8994708994708995,1.0,0.9321428571428574,0.8773074335637117,0.37499999999999994
4863.0,0.7258092172183809,0.8657094594594595,0.861709264263693,0.5813043723382171,0.498286435786436,0.8101400434072312,0.9028213166144204,0.8670636738433349,0.7953781721201564,0.9234672304439747,0.9228395061728394,0.8418612154757221,0.8547162392724685,0.8542857142857146,0.7825071948864644,0.9473684210526316,0.9340659340659341,0.8994708994708995,1.0,0.9321428571428574,0.8773074335637117,0.37499999999999994
4866.0,0.7258092172183809,0.8657094594594595,0.861709264263693,0.5813043723382171,0.498286435786436,0.8101400434072312,0.9028213166144204,0.8670636738433349,0.7953781721201564,0.9234672304439747,0.9228395061728394,0.8418612154757221,0.8547162392724685,0.8542857142857146,0.7825071948864644,0.9473684210526316,0.9340659340659341,0.8994708994708995,1.0,0.9321428571428574,0.8773074335637117,0.37499999999999994
4874.0,0.7258092172183809,0.8657094594594595,0.861709264263693,0.5813043723382171,0.498286435786436,0.8101400434072312,0.9028213166144204,0.8670636738433349,0.7953781721201564,0.9234672304439747,0.9228395061728394,0.8418612154757221,0.8547162392724685,0.8542857142857146,0.7825071948864644,0.9473684210526316,0.9340659340659341,0.8994708994708995,1.0,0.9321428571428574,0.8773074335637117,0.37499999999999994
4925.0,0.7258092172183809,0.8657094594594595,0.861709264263693,0.5813043723382171,0.498286435786436,0.8101400434072312,0.9028213166144204,0.8670636738433349,0.7953781721201564,0.9234672304439747,0.9228395061728394,0.8418612154757221,0.8547162392724685,0.8542857142857146,0.7825071948864644,0.9473684210526316,0.9340659340659341,0.8994708994708995,1.0,0.9321428571428574,0.8773074335637117,0.37499999999999994
4952.0,0.7258092172183809,0.8657094594594595,0.861709264263693,0.5813043723382171,0.498286435786436,0.8101400434072312,0.9028213166144204,0.8670636738433349,0.7953781721201564,0.9234672304439747,0.9228395061728394,0.8418612154757221,0.8547162392724685,0.8542857142857146,0.7825071948864644,0.9473684210526316,0.9340659340659341,0.8994708994708995,1.0,0.9321428571428574,0.8773074335637117,0.37499999999999994
4980.0,0.7258092172183809,0.8657094594594595,0.861709264263693,0.5813043723382171,0.498286435786436,0.8101400434072312,0.9028213166144204,0.8670636738433349,0.7953781721201564,0.9234672304439747,0.9228395061728394,0.8418612154757221,0.8547162392724685,0.8542857142857146,0.7825071948864644,0.9473684210526316,0.9340659340659341,0.8994708994708995,1.0,0.9321428571428574,0.8773074335637117,0.37499999999999994
5012.0,0.7258092172183809,0.8657094594594595,0.861709264263693,0.5813043723382171,0.498286435786436,0.8101400434072312,0.9028213166144204,0.8670636738433349,0.7953781721201564,0.9234672304439747,0.9228395061728394,0.8418612154757221,0.8547162392724685,0.8542857142857146,0.7825071948864644,0.9473684210526316,0.9340659340659341,0.8994708994708995,1.0,0.9321428571428574,0.8773074335637117,0.37499999999999994
5014.0,0.7258092172183809,0.8657094594594595,0.861709264263693,0.5813043723382171,0.498286435786436,0.8101400434072312,0.9028213166144204,0.8670636738433349,0.7953781721201564,0.9234672304439747,0.9228395061728394,0.8418612154757221,0.8547162392724685,0.8542857142857146,0.7825071948864644,0.9473684210526316,0.9340659340659341,0.8994708994708995,1.0,0.9321428571428574,0.8773074335637117,0.37499999999999994
5035.0,0.7258092172183809,0.8657094594594595,0.861709264263693,0.5813043723382171,0.498286435786436,0.8101400434072312,0.9028213166144204,0.8670636738433349,0.7953781721201564,0.9234672304439747,0.9228395061728394,0.8418612154757221,0.8547162392724685,0.8542857142857146,0.7825071948864644,0.9473684210526316,0.9340659340659341,0.8994708994708995,1.0,0.9321428571428574,0.8773074335637117,0.37499999999999994
5038.0,0.7258092172183809,0.8657094594594595,0.861709264263693,0.5813043723382171,0.498286435786436,0.8101400434072312,0.9028213166144204,0.8670636738433349,0.7953781721201564,0.9234672304439747,0.9228395061728394,0.8418612154757221,0.8547162392724685,0.8542857142857146,0.7825071948864644,0.9473684210526316,0.9340659340659341,0.8994708994708995,1.0,0.9321428571428574,0.8773074335637117,0.37499999999999994
5101.0,0.7258092172183809,0.8657094594594595,0.861709264263693,0.5813043723382171,0.498286435786436,0.8101400434072312,0.9028213166144204,0.8670636738433349,0.7953781721201564,0.9234672304439747,0.9228395061728394,0.8418612154757221,0.8547162392724685,0.8542857142857146,0.7825071948864644,0.9473684210526316,0.9340659340659341,0.8994708994708995,1.0,0.9321428571428574,0.8773074335637117,0.37499999999999994
5110.0,0.7258092172183809,0.8657094594594595,0.861709264263693,0.5813043723382171,0.498286435786436,0.8101400434072312,0.9028213166144204,0.8670636738433349,0.7953781721201564,0.9234672304439747,0.9228395061728394,0.8418612154757221,0.8547162392724685,0.8542857142857146,0.7825071948864644,0.9473684210526316,0.9340659340659341,0.8994708994708995,1.0,0.9321428571428574,0.8773074335637117,0.37499999999999994
5137.0,0.7258092172183809,0.8657094594594595,0.861709264263693,0.5813043723382171,0.498286435786436,0.8101400434072312,0.9028213166144204,0.8670636738433349,0.7953781721201564,0.9234672304439747,0.9228395061728394,0.8418612154757221,0.8547162392724685,0.8542857142857146,0.7825071948864644,0.9473684210526316,0.9340659340659341,0.8994708994708995,1.0,0.9321428571428574,0.8773074335637117,0.37499999999999994
5156.0,0.7258092172183809,0.8657094594594595,0.861709264263693,0.5813043723382171,0.498286435786436,0.8101400434072312,0.9028213166144204,0.8670636738433349,0.7953781721201564,0.9234672304439747,0.9228395061728394,0.8418612154757221,0.8547162392724685,0.8542857142857146,0.7825071948864644,0.9473684210526316,0.9340659340659341,0.8994708994708995,1.0,0.9321428571428574,0.8773074335637117,0.37499999999999994
5181.0,0.7258092172183809,0.8657094594594595,0.861709264263693,0.5813043723382171,0.498286435786436,0.8101400434072312,0.9028213166144204,0.8670636738433349,0.7953781721201564,0.9234672304439747,0.9228395061728394,0.8418612154757221,0.8547162392724685,0.8542857142857146,0.7825071948864644,0.9473684210526316,0.9340659340659341,0.8994708994708995,1.0,0.9321428571428574,0.8773074335637117,0.37499999999999994
5228.0,0.7258092172183809,0.8657094594594595,0.861709264263693,0.5813043723382171,0.498286435786436,0.8101400434072312,0.9028213166144204,0.8670636738433349,0.7953781721201564,0.9234672304439747,0.9228395061728394,0.8418612154757221,0.8547162392724685,0.8542857142857146,0.7825071948864644,0.9473684210526316,0.9340659340659341,0.8994708994708995,1.0,0.9321428571428574,0.8773074335637117,0.37499999999999994
5238.0,0.7258092172183809,0.8657094594594595,0.861709264263693,0.5813043723382171,0.498286435786436,0.8101400434072312,0.9028213166144204,0.8670636738433349,0.7953781721201564,0.9234672304439747,0.9228395061728394,0.8418612154757221,0.8547162392724685,0.8542857142857146,0.7825071948864644,0.9473684210526316,0.9340659340659341,0.8994708994708995,1.0,0.9321428571428574,0.8773074335637117,0.37499999999999994
5306.0,0.7258092172183809,0.8657094594594595,0.861709264263693,0.5813043723382171,0.498286435786436,0.8101400434072312,0.9028213166144204,0.8670636738433349,0.7953781721201564,0.9234672304439747,0.9228395061728394,0.8418612154757221,0.8547162392724685,0.8542857142857146,0.7825071948864644,0.9473684210526316,0.9340659340659341,0.8994708994708995,1.0,0.9321428571428574,0.8773074335637117,0.37499999999999994
5316.0,0.7258092172183809,0.8657094594594595,0.861709264263693,0.5813043723382171,0.498286435786436,0.8101400434072312,0.9028213166144204,0.8670636738433349,0.7953781721201564,0.9234672304439747,0.9228395061728394,0.8418612154757221,0.8547162392724685,0.8542857142857146,0.7825071948864644,0.9473684210526316,0.9340659340659341,0.8994708994708995,1.0,0.9321428571428574,0.8773074335637117,0.37499999999999994
5359.0,0.7258092172183809,0.8657094594594595,0.861709264263693,0.5813043723382171,0.498286435786436,0.8101400434072312,0.9028213166144204,0.8670636738433349,0.7953781721201564,0.9234672304439747,0.9228395061728394,0.8418612154757221,0.8547162392724685,0.8542857142857146,0.7825071948864644,0.9473684210526316,0.9340659340659341,0.8994708994708995,1.0,0.9321428571428574,0.8773074335637117,0.37499999999999994
5379.0,0.7258092172183809,0.8657094594594595,0.861709264263693,0.5813043723382171,0.498286435786436,0.8101400434072312,0.9028213166144204,0.8670636738433349,0.7953781721201564,0.9234672304439747,0.9228395061728394,0.8418612154757221,0.8547162392724685,0.8542857142857146,0.7825071948864644,0.9473684210526316,0.9340659340659341,0.8994708994708995,1.0,0.9321428571428574,0.8773074335637117,0.37499999999999994
5406.0,0.7258092172183809,0.8657094594594595,0.861709264263693,0.5813043723382171,0.498286435786436,0.8101400434072312,0.9028213166144204,0.8670636738433349,0.7953781721201564,0.9234672304439747,0.9228395061728394,0.8418612154757221,0.8547162392724685,0.8542857142857146,0.7825071948864644,0.9473684210526316,0.9340659340659341,0.8994708994708995,1.0,0.9321428571428574,0.8773074335637117,0.37499999999999994
5433.0,0.7258092172183809,0.8657094594594595,0.861709264263693,0.5813043723382171,0.498286435786436,0.8101400434072312,0.9028213166144204,0.8670636738433349,0.7953781721201564,0.9234672304439747,0.9228395061728394,0.8418612154757221,0.8547162392724685,0.8542857142857146,0.7825071948864644,0.9473684210526316,0.9340659340659341,0.8994708994708995,1.0,0.9321428571428574,0.8773074335637117,0.37499999999999994
5519.0,0.7258092172183809,0.8657094594594595,0.861709264263693,0.5813043723382171,0.498286435786436,0.8101400434072312,0.9028213166144204,0.8670636738433349,0.7953781721201564,0.9234672304439747,0.9228395061728394,0.8418612154757221,0.8547162392724685,0.8542857142857146,0.7825071948864644,0.9473684210526316,0.9340659340659341,0.8994708994708995,1.0,0.9321428571428574,0.8773074335637117,0.37499999999999994
5530.0,0.7258092172183809,0.8657094594594595,0.861709264263693,0.5813043723382171,0.498286435786436,0.8101400434072312,0.9028213166144204,0.8670636738433349,0.7953781721201564,0.9234672304439747,0.9228395061728394,0.8418612154757221,0.8547162392724685,0.8542857142857146,0.7825071948864644,0.9473684210526316,0.9340659340659341,0.8994708994708995,1.0,0.9321428571428574,0.8773074335637117,0.37499999999999994
5533.0,0.7258092172183809,0.8657094594594595,0.861709264263693,0.5813043723382171,0.498286435786436,0.8101400434072312,0.9028213166144204,0.8670636738433349,0.7953781721201564,0.9234672304439747,0.9228395061728394,0.8418612154757221,0.8547162392724685,0.8542857142857146,0.7825071948864644,0.9473684210526316,0.9340659340659341,0.8994708994708995,1.0,0.9321428571428574,0.8773074335637117,0.37499999999999994
5551.0,0.7258092172183809,0.8657094594594595,0.861709264263693,0.5813043723382171,0.498286435786436,0.8101400434072312,0.9028213166144204,0.8670636738433349,0.7953781721201564,0.9234672304439747,0.9228395061728394,0.8418612154757221,0.8547162392724685,0.8542857142857146,0.7825071948864644,0.9473684210526316,0.9340659340659341,0.8994708994708995,1.0,0.9321428571428574,0.8773074335637117,0.37499999999999994
5571.0,0.7258092172183809,0.8657094594594595,0.861709264263693,0.5813043723382171,0.498286435786436,0.8101400434072312,0.9028213166144204,0.8670636738433349,0.7953781721201564,0.9234672304439747,0.9228395061728394,0.8418612154757221,0.8547162392724685,0.8542857142857146,0.7825071948864644,0.9473684210526316,0.9340659340659341,0.8994708994708995,1.0,0.9321428571428574,0.8773074335637117,0.37499999999999994
5602.0,0.7258092172183809,0.8657094594594595,0.861709264263693,0.5813043723382171,0.498286435786436,0.8101400434072312,0.9028213166144204,0.8670636738433349,0.7953781721201564,0.9234672304439747,0.9228395061728394,0.8418612154757221,0.8547162392724685,0.8542857142857146,0.7825071948864644,0.9473684210526316,0.9340659340659341,0.8994708994708995,1.0,0.9321428571428574,0.8773074335637117,0.37499999999999994
5612.0,0.7258092172183809,0.8657094594594595,0.861709264263693,0.5813043723382171,0.498286435786436,0.8101400434072312,0.9028213166144204,0.8670636738433349,0.7953781721201564,0.9234672304439747,0.9228395061728394,0.8418612154757221,0.8547162392724685,0.8542857142857146,0.7825071948864644,0.9473684210526316,0.9340659340659341,0.8994708994708995,1.0,0.9321428571428574,0.8773074335637117,0.37499999999999994
5651.0,0.7258092172183809,0.8657094594594595,0.861709264263693,0.5813043723382171,0.498286435786436,0.8101400434072312,0.9028213166144204,0.8670636738433349,0.7953781721201564,0.9234672304439747,0.9228395061728394,0.8418612154757221,0.8547162392724685,0.8542857142857146,0.7825071948864644,0.9473684210526316,0.9340659340659341,0.8994708994708995,1.0,0.9321428571428574,0.8773074335637117,0.37499999999999994
5653.0,0.7258092172183809,0.8657094594594595,0.861709264263693,0.5813043723382171,0.498286435786436,0.8101400434072312,0.9028213166144204,0.8670636738433349,0.7953781721201564,0.9234672304439747,0.9228395061728394,0.8418612154757221,0.8547162392724685,0.8542857142857146,0.7825071948864644,0.9473684210526316,0.9340659340659341,0.8994708994708995,1.0,0.9321428571428574,0.8773074335637117,0.37499999999999994
5661.0,0.7258092172183809,0.8657094594594595,0.861709264263693,0.5813043723382171,0.498286435786436,0.8101400434072312,0.9028213166144204,0.8670636738433349,0.7953781721201564,0.9234672304439747,0.9228395061728394,0.8418612154757221,0.8547162392724685,0.8542857142857146,0.7825071948864644,0.9473684210526316,0.9340659340659341,0.8994708994708995,1.0,0.9321428571428574,0.8773074335637117,0.37499999999999994
5673.0,0.7258092172183809,0.8657094594594595,0.861709264263693,0.5813043723382171,0.498286435786436,0.8101400434072312,0.9028213166144204,0.8670636738433349,0.7953781721201564,0.9234672304439747,0.9228395061728394,0.8418612154757221,0.8547162392724685,0.8542857142857146,0.7825071948864644,0.9473684210526316,0.9340659340659341,0.8994708994708995,1.0,0.9321428571428574,0.8773074335637117,0.37499999999999994
5678.0,0.7258092172183809,0.8657094594594595,0.861709264263693,0.5813043723382171,0.498286435786436,0.8101400434072312,0.9028213166144204,0.8670636738433349,0.7953781721201564,0.9234672304439747,0.9228395061728394,0.8418612154757221,0.8547162392724685,0.8542857142857146,0.7825071948864644,0.9473684210526316,0.9340659340659341,0.8994708994708995,1.0,0.9321428571428574,0.8773074335637117,0.37499999999999994
