times,population,R0,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21
4279.0,0.7493499044245642,0.9234234234234234,0.498286435786436,0.9146730462519936,0.9545454545454548,0.931034482758621,0.95,0.4468750000000001,0.9019396551724138,0.96875,1.0,1.0,0.9666666666666667,0.9047619047619045,1.0,1.0,0.9655172413793102,0.9714285714285718,0.9223946784922392,1.0,0.9666666666666667,0.9545454545454544,0.9761904761904763
4297.0,0.7493499044245642,0.9234234234234234,0.498286435786436,0.9146730462519936,0.9545454545454548,0.931034482758621,0.95,0.4468750000000001,0.9019396551724138,0.96875,1.0,1.0,0.9666666666666667,0.9047619047619045,1.0,1.0,0.9655172413793102,0.9714285714285718,0.9223946784922392,1.0,0.9666666666666667,0.9545454545454544,0.9761904761904763
4327.0,0.7493499044245642,0.9234234234234234,0.498286435786436,0.9146730462519936,0.9545454545454548,0.931034482758621,0.95,0.4468750000000001,0.9019396551724138,0.96875,1.0,1.0,0.9666666666666667,0.9047619047619045,1.0,1.0,0.9655172413793102,0.9714285714285718,0.9223946784922392,1.0,0.9666666666666667,0.9545454545454544,0.9761904761904763
4352.0,0.7493499044245642,0.9234234234234234,0.498286435786436,0.9146730462519936,0.9545454545454548,0.931034482758621,0.95,0.4468750000000001,0.9019396551724138,0.96875,1.0,1.0,0.9666666666666667,0.9047619047619045,1.0,1.0,0.9655172413793102,0.9714285714285718,0.9223946784922392,1.0,0.9666666666666667,0.9545454545454544,0.9761904761904763
4353.0,0.7417034768283948,0.8945664414414415,0.498286435786436,0.8831325963812351,0.9545454545454548,0.931034482758621,0.95,0.4468750000000001,0.9019396551724138,0.96875,1.0,0.9444444444444446,0.9666666666666667,0.9047619047619045,0.9230769230769231,1.0,0.9297573435504468,0.9354497354497358,0.8905879654407824,1.0,0.9308641975308642,0.9545454545454544,0.9761904761904763
4415.0,0.7340570492322257,0.8657094594594595,0.498286435786436,0.8831325963812351,0.9545454545454548,0.931034482758621,0.95,0.4468750000000001,0.9019396551724138,0.96875,1.0,0.9444444444444446,0.9321428571428574,0.9047619047619045,0.9230769230769231,1.0,0.9297573435504468,0.8994708994708995,0.8905879654407824,1.0,0.9308641975308642,0.9545454545454544,0.9761904761904763
4472.0,0.7340570492322257,0.8657094594594595,0.498286435786436,0.8831325963812351,0.9545454545454548,0.931034482758621,0.95,0.4468750000000001,0.9019396551724138,0.96875,1.0,0.9444444444444446,0.9321428571428574,0.9047619047619045,0.9230769230769231,1.0,0.9297573435504468,0.8994708994708995,0.8905879654407824,1.0,0.9308641975308642,0.9545454545454544,0.9761904761904763
4487.0,0.7340570492322257,0.8657094594594595,0.498286435786436,0.8831325963812351,0.9545454545454548,0.931034482758621,0.95,0.4468750000000001,0.9019396551724138,0.96875,1.0,0.9444444444444446,0.9321428571428574,0.9047619047619045,0.9230769230769231,1.0,0.9297573435504468,0.8994708994708995,0.8905879654407824,1.0,0.9308641975308642,0.9545454545454544,0.9761904761904763
4537.0,0.7340570492322257,0.8657094594594595,0.498286435786436,0.8831325963812351,0.9545454545454548,0.931034482758621,0.95,0.4468750000000001,0.9019396551724138,0.96875,1.0,0.9444444444444446,0.9321428571428574,0.9047619047619045,0.9230769230769231,1.0,0.9297573435504468,0.8994708994708995,0.8905879654407824,1.0,0.9308641975308642,0.9545454545454544,0.9761904761904763
4555.0,0.7340570492322257,0.8657094594594595,0.498286435786436,0.8831325963812351,0.9545454545454548,0.931034482758621,0.95,0.4468750000000001,0.9019396551724138,0.96875,1.0,0.9444444444444446,0.9321428571428574,0.9047619047619045,0.9230769230769231,1.0,0.9297573435504468,0.8994708994708995,0.8905879654407824,1.0,0.9308641975308642,0.9545454545454544,0.9761904761904763
4568.0,0.7340570492322257,0.8657094594594595,0.498286435786436,0.8831325963812351,0.9545454545454548,0.931034482758621,0.95,0.4468750000000001,0.9019396551724138,0.96875,1.0,0.9444444444444446,0.9321428571428574,0.9047619047619045,0.9230769230769231,1.0,0.9297573435504468,0.8994708994708995,0.8905879654407824,1.0,0.9308641975308642,0.9545454545454544,0.9761904761904763
4596.0,0.7340570492322257,0.8657094594594595,0.498286435786436,0.8831325963812351,0.9545454545454548,0.931034482758621,0.95,0.4468750000000001,0.9019396551724138,0.96875,1.0,0.9444444444444446,0.9321428571428574,0.9047619047619045,0.9230769230769231,1.0,0.9297573435504468,0.8994708994708995,0.8905879654407824,1.0,0.9308641975308642,0.9545454545454544,0.9761904761904763
4603.0,0.7340570492322257,0.8657094594594595,0.498286435786436,0.8831325963812351,0.9545454545454548,0.931034482758621,0.95,0.4468750000000001,0.9019396551724138,0.96875,1.0,0.9444444444444446,0.9321428571428574,0.9047619047619045,0.9230769230769231,1.0,0.9297573435504468,0.8994708994708995,0.8905879654407824,1.0,0.9308641975308642,0.9545454545454544,0.9761904761904763
4618.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.8831325963812351,0.9545454545454548,0.9028213166144204,0.95,0.4468750000000001,0.9019396551724138,0.96875,1.0,0.9444444444444446,0.9321428571428574,0.9047619047619045,0.9230769230769231,1.0,0.9297573435504468,0.8994708994708995,0.8905879654407824,1.0,0.9308641975308642,0.9545454545454544,0.9761904761904763
4642.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.8831325963812351,0.9545454545454548,0.9028213166144204,0.95,0.4468750000000001,0.9019396551724138,0.96875,1.0,0.9444444444444446,0.9321428571428574,0.9047619047619045,0.9230769230769231,1.0,0.9297573435504468,0.8994708994708995,0.8905879654407824,1.0,0.9308641975308642,0.9545454545454544,0.9761904761904763
4652.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.8831325963812351,0.9545454545454548,0.9028213166144204,0.95,0.4468750000000001,0.9019396551724138,0.96875,1.0,0.9444444444444446,0.9321428571428574,0.9047619047619045,0.9230769230769231,1.0,0.9297573435504468,0.8994708994708995,0.8905879654407824,1.0,0.9308641975308642,0.9545454545454544,0.9761904761904763
4672.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.8831325963812351,0.9545454545454548,0.9028213166144204,0.95,0.4468750000000001,0.9019396551724138,0.96875,1.0,0.9444444444444446,0.9321428571428574,0.9047619047619045,0.9230769230769231,1.0,0.9297573435504468,0.8994708994708995,0.8905879654407824,1.0,0.9308641975308642,0.9545454545454544,0.9761904761904763
4675.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.8831325963812351,0.9545454545454548,0.9028213166144204,0.95,0.4468750000000001,0.9019396551724138,0.96875,1.0,0.9444444444444446,0.9321428571428574,0.9047619047619045,0.9230769230769231,1.0,0.9297573435504468,0.8994708994708995,0.8905879654407824,1.0,0.9308641975308642,0.9545454545454544,0.9761904761904763
4681.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.8831325963812351,0.9545454545454548,0.9028213166144204,0.95,0.4468750000000001,0.9019396551724138,0.96875,1.0,0.9444444444444446,0.9321428571428574,0.9047619047619045,0.9230769230769231,1.0,0.9297573435504468,0.8994708994708995,0.8905879654407824,1.0,0.9308641975308642,0.9545454545454544,0.9761904761904763
4691.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.8831325963812351,0.9545454545454548,0.9028213166144204,0.95,0.4468750000000001,0.9019396551724138,0.96875,1.0,0.9444444444444446,0.9321428571428574,0.9047619047619045,0.9230769230769231,1.0,0.9297573435504468,0.8994708994708995,0.8905879654407824,1.0,0.9308641975308642,0.9545454545454544,0.9761904761904763
4720.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.8831325963812351,0.9545454545454548,0.9028213166144204,0.95,0.4468750000000001,0.9019396551724138,0.96875,1.0,0.9444444444444446,0.9321428571428574,0.9047619047619045,0.9230769230769231,1.0,0.9297573435504468,0.8994708994708995,0.8905879654407824,1.0,0.9308641975308642,0.9545454545454544,0.9761904761904763
4744.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.8831325963812351,0.9545454545454548,0.9028213166144204,0.95,0.4468750000000001,0.9019396551724138,0.96875,1.0,0.9444444444444446,0.9321428571428574,0.9047619047619045,0.9230769230769231,1.0,0.9297573435504468,0.8994708994708995,0.8905879654407824,1.0,0.9308641975308642,0.9545454545454544,0.9761904761904763
4791.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.8831325963812351,0.9545454545454548,0.9028213166144204,0.95,0.4468750000000001,0.9019396551724138,0.96875,1.0,0.9444444444444446,0.9321428571428574,0.9047619047619045,0.9230769230769231,1.0,0.9297573435504468,0.8994708994708995,0.8905879654407824,1.0,0.9308641975308642,0.9545454545454544,0.9761904761904763
4830.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.8831325963812351,0.9545454545454548,0.9028213166144204,0.95,0.4468750000000001,0.9019396551724138,0.96875,1.0,0.9444444444444446,0.9321428571428574,0.9047619047619045,0.9230769230769231,1.0,0.9297573435504468,0.8994708994708995,0.8905879654407824,1.0,0.9308641975308642,0.9545454545454544,0.9761904761904763
4857.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.8831325963812351,0.9545454545454548,0.9028213166144204,0.95,0.4468750000000001,0.9019396551724138,0.96875,1.0,0.9444444444444446,0.9321428571428574,0.9047619047619045,0.9230769230769231,1.0,0.9297573435504468,0.8994708994708995,0.8905879654407824,1.0,0.9308641975308642,0.9545454545454544,0.9761904761904763
4863.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.8831325963812351,0.9545454545454548,0.9028213166144204,0.95,0.4468750000000001,0.9019396551724138,0.96875,1.0,0.9444444444444446,0.9321428571428574,0.9047619047619045,0.9230769230769231,1.0,0.9297573435504468,0.8994708994708995,0.8905879654407824,1.0,0.9308641975308642,0.9545454545454544,0.9761904761904763
4866.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.8831325963812351,0.9545454545454548,0.9028213166144204,0.95,0.4468750000000001,0.9019396551724138,0.96875,1.0,0.9444444444444446,0.9321428571428574,0.9047619047619045,0.9230769230769231,1.0,0.9297573435504468,0.8994708994708995,0.8905879654407824,1.0,0.9308641975308642,0.9545454545454544,0.9761904761904763
4874.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.8831325963812351,0.9545454545454548,0.9028213166144204,0.95,0.4468750000000001,0.9019396551724138,0.96875,1.0,0.9444444444444446,0.9321428571428574,0.9047619047619045,0.9230769230769231,1.0,0.9297573435504468,0.8994708994708995,0.8905879654407824,1.0,0.9308641975308642,0.9545454545454544,0.9761904761904763
4925.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.8831325963812351,0.9545454545454548,0.9028213166144204,0.95,0.4468750000000001,0.9019396551724138,0.96875,1.0,0.9444444444444446,0.9321428571428574,0.9047619047619045,0.9230769230769231,1.0,0.9297573435504468,0.8994708994708995,0.8905879654407824,1.0,0.9308641975308642,0.9545454545454544,0.9761904761904763
4952.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.8831325963812351,0.9545454545454548,0.9028213166144204,0.95,0.4468750000000001,0.9019396551724138,0.96875,1.0,0.9444444444444446,0.9321428571428574,0.9047619047619045,0.9230769230769231,1.0,0.9297573435504468,0.8994708994708995,0.8905879654407824,1.0,0.9308641975308642,0.9545454545454544,0.9761904761904763
4980.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.8831325963812351,0.9545454545454548,0.9028213166144204,0.95,0.4468750000000001,0.9019396551724138,0.96875,1.0,0.9444444444444446,0.9321428571428574,0.9047619047619045,0.9230769230769231,1.0,0.9297573435504468,0.8994708994708995,0.8905879654407824,1.0,0.9308641975308642,0.9545454545454544,0.9761904761904763
5012.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.8831325963812351,0.9545454545454548,0.9028213166144204,0.95,0.4468750000000001,0.9019396551724138,0.96875,1.0,0.9444444444444446,0.9321428571428574,0.9047619047619045,0.9230769230769231,1.0,0.9297573435504468,0.8994708994708995,0.8905879654407824,1.0,0.9308641975308642,0.9545454545454544,0.9761904761904763
5014.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.8831325963812351,0.9545454545454548,0.9028213166144204,0.95,0.4468750000000001,0.9019396551724138,0.96875,1.0,0.9444444444444446,0.9321428571428574,0.9047619047619045,0.9230769230769231,1.0,0.9297573435504468,0.8994708994708995,0.8905879654407824,1.0,0.9308641975308642,0.9545454545454544,0.9761904761904763
5035.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.8831325963812351,0.9545454545454548,0.9028213166144204,0.95,0.4468750000000001,0.9019396551724138,0.96875,1.0,0.9444444444444446,0.9321428571428574,0.9047619047619045,0.9230769230769231,1.0,0.9297573435504468,0.8994708994708995,0.8905879654407824,1.0,0.9308641975308642,0.9545454545454544,0.9761904761904763
5038.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.8831325963812351,0.9545454545454548,0.9028213166144204,0.95,0.4468750000000001,0.9019396551724138,0.96875,1.0,0.9444444444444446,0.9321428571428574,0.9047619047619045,0.9230769230769231,1.0,0.9297573435504468,0.8994708994708995,0.8905879654407824,1.0,0.9308641975308642,0.9545454545454544,0.9761904761904763
5101.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.8831325963812351,0.9545454545454548,0.9028213166144204,0.95,0.4468750000000001,0.9019396551724138,0.96875,1.0,0.9444444444444446,0.9321428571428574,0.9047619047619045,0.9230769230769231,1.0,0.9297573435504468,0.8994708994708995,0.8905879654407824,1.0,0.9308641975308642,0.9545454545454544,0.9761904761904763
5110.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.8831325963812351,0.9545454545454548,0.9028213166144204,0.95,0.4468750000000001,0.9019396551724138,0.96875,1.0,0.9444444444444446,0.9321428571428574,0.9047619047619045,0.9230769230769231,1.0,0.9297573435504468,0.8994708994708995,0.8905879654407824,1.0,0.9308641975308642,0.9545454545454544,0.9761904761904763
5137.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.8831325963812351,0.9545454545454548,0.9028213166144204,0.95,0.4468750000000001,0.9019396551724138,0.96875,1.0,0.9444444444444446,0.9321428571428574,0.9047619047619045,0.9230769230769231,1.0,0.9297573435504468,0.8994708994708995,0.8905879654407824,1.0,0.9308641975308642,0.9545454545454544,0.9761904761904763
5156.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.8831325963812351,0.9545454545454548,0.9028213166144204,0.95,0.4468750000000001,0.9019396551724138,0.96875,1.0,0.9444444444444446,0.9321428571428574,0.9047619047619045,0.9230769230769231,1.0,0.9297573435504468,0.8994708994708995,0.8905879654407824,1.0,0.9308641975308642,0.9545454545454544,0.9761904761904763
5181.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.8831325963812351,0.9545454545454548,0.9028213166144204,0.95,0.4468750000000001,0.9019396551724138,0.96875,1.0,0.9444444444444446,0.9321428571428574,0.9047619047619045,0.9230769230769231,1.0,0.9297573435504468,0.8994708994708995,0.8905879654407824,1.0,0.9308641975308642,0.9545454545454544,0.9761904761904763
5228.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.8831325963812351,0.9545454545454548,0.9028213166144204,0.95,0.4468750000000001,0.9019396551724138,0.96875,1.0,0.9444444444444446,0.9321428571428574,0.9047619047619045,0.9230769230769231,1.0,0.9297573435504468,0.8994708994708995,0.8905879654407824,1.0,0.9308641975308642,0.9545454545454544,0.9761904761904763
5238.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.8831325963812351,0.9545454545454548,0.9028213166144204,0.95,0.4468750000000001,0.9019396551724138,0.96875,1.0,0.9444444444444446,0.9321428571428574,0.9047619047619045,0.9230769230769231,1.0,0.9297573435504468,0.8994708994708995,0.8905879654407824,1.0,0.9308641975308642,0.9545454545454544,0.9761904761904763
5306.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.8831325963812351,0.9545454545454548,0.9028213166144204,0.95,0.4468750000000001,0.9019396551724138,0.96875,1.0,0.9444444444444446,0.9321428571428574,0.9047619047619045,0.9230769230769231,1.0,0.9297573435504468,0.8994708994708995,0.8905879654407824,1.0,0.9308641975308642,0.9545454545454544,0.9761904761904763
5316.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.8831325963812351,0.9545454545454548,0.9028213166144204,0.95,0.4468750000000001,0.9019396551724138,0.96875,1.0,0.9444444444444446,0.9321428571428574,0.9047619047619045,0.9230769230769231,1.0,0.9297573435504468,0.8994708994708995,0.8905879654407824,1.0,0.9308641975308642,0.9545454545454544,0.9761904761904763
5359.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.8831325963812351,0.9545454545454548,0.9028213166144204,0.95,0.4468750000000001,0.9019396551724138,0.96875,1.0,0.9444444444444446,0.9321428571428574,0.9047619047619045,0.9230769230769231,1.0,0.9297573435504468,0.8994708994708995,0.8905879654407824,1.0,0.9308641975308642,0.9545454545454544,0.9761904761904763
5379.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.8831325963812351,0.9545454545454548,0.9028213166144204,0.95,0.4468750000000001,0.9019396551724138,0.96875,1.0,0.9444444444444446,0.9321428571428574,0.9047619047619045,0.9230769230769231,1.0,0.9297573435504468,0.8994708994708995,0.8905879654407824,1.0,0.9308641975308642,0.9545454545454544,0.9761904761904763
5406.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.8831325963812351,0.9545454545454548,0.9028213166144204,0.95,0.4468750000000001,0.9019396551724138,0.96875,1.0,0.9444444444444446,0.9321428571428574,0.9047619047619045,0.9230769230769231,1.0,0.9297573435504468,0.8994708994708995,0.8905879654407824,1.0,0.9308641975308642,0.9545454545454544,0.9761904761904763
5433.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.8831325963812351,0.9545454545454548,0.9028213166144204,0.95,0.4468750000000001,0.9019396551724138,0.96875,1.0,0.9444444444444446,0.9321428571428574,0.9047619047619045,0.9230769230769231,1.0,0.9297573435504468,0.8994708994708995,0.8905879654407824,1.0,0.9308641975308642,0.9545454545454544,0.9761904761904763
5519.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.8831325963812351,0.9545454545454548,0.9028213166144204,0.95,0.4468750000000001,0.9019396551724138,0.96875,1.0,0.9444444444444446,0.9321428571428574,0.9047619047619045,0.9230769230769231,1.0,0.9297573435504468,0.8994708994708995,0.8905879654407824,1.0,0.9308641975308642,0.9545454545454544,0.9761904761904763
5530.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.8831325963812351,0.9545454545454548,0.9028213166144204,0.95,0.4468750000000001,0.9019396551724138,0.96875,1.0,0.9444444444444446,0.9321428571428574,0.9047619047619045,0.9230769230769231,1.0,0.9297573435504468,0.8994708994708995,0.8905879654407824,1.0,0.9308641975308642,0.9545454545454544,0.9761904761904763
5533.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.8831325963812351,0.9545454545454548,0.9028213166144204,0.95,0.4468750000000001,0.9019396551724138,0.96875,1.0,0.9444444444444446,0.9321428571428574,0.9047619047619045,0.9230769230769231,1.0,0.9297573435504468,0.8994708994708995,0.8905879654407824,1.0,0.9308641975308642,0.9545454545454544,0.9761904761904763
5551.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.8831325963812351,0.9545454545454548,0.9028213166144204,0.95,0.4468750000000001,0.9019396551724138,0.96875,1.0,0.9444444444444446,0.9321428571428574,0.9047619047619045,0.9230769230769231,1.0,0.9297573435504468,0.8994708994708995,0.8905879654407824,1.0,0.9308641975308642,0.9545454545454544,0.9761904761904763
5571.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.8831325963812351,0.9545454545454548,0.9028213166144204,0.95,0.4468750000000001,0.9019396551724138,0.96875,1.0,0.9444444444444446,0.9321428571428574,0.9047619047619045,0.9230769230769231,1.0,0.9297573435504468,0.8994708994708995,0.8905879654407824,1.0,0.9308641975308642,0.9545454545454544,0.9761904761904763
5602.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.8831325963812351,0.9545454545454548,0.9028213166144204,0.95,0.4468750000000001,0.9019396551724138,0.96875,1.0,0.9444444444444446,0.9321428571428574,0.9047619047619045,0.9230769230769231,1.0,0.9297573435504468,0.8994708994708995,0.8905879654407824,1.0,0.9308641975308642,0.9545454545454544,0.9761904761904763
5612.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.8831325963812351,0.9545454545454548,0.9028213166144204,0.95,0.4468750000000001,0.9019396551724138,0.96875,1.0,0.9444444444444446,0.9321428571428574,0.9047619047619045,0.9230769230769231,1.0,0.9297573435504468,0.8994708994708995,0.8905879654407824,1.0,0.9308641975308642,0.9545454545454544,0.9761904761904763
5651.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.8831325963812351,0.9545454545454548,0.9028213166144204,0.95,0.4468750000000001,0.9019396551724138,0.96875,1.0,0.9444444444444446,0.9321428571428574,0.9047619047619045,0.9230769230769231,1.0,0.9297573435504468,0.8994708994708995,0.8905879654407824,1.0,0.9308641975308642,0.9545454545454544,0.9761904761904763
5653.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.8831325963812351,0.9545454545454548,0.9028213166144204,0.95,0.4468750000000001,0.9019396551724138,0.96875,1.0,0.9444444444444446,0.9321428571428574,0.9047619047619045,0.9230769230769231,1.0,0.9297573435504468,0.8994708994708995,0.8905879654407824,1.0,0.9308641975308642,0.9545454545454544,0.9761904761904763
5661.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.8831325963812351,0.9545454545454548,0.9028213166144204,0.95,0.4468750000000001,0.9019396551724138,0.96875,1.0,0.9444444444444446,0.9321428571428574,0.9047619047619045,0.9230769230769231,1.0,0.9297573435504468,0.8994708994708995,0.8905879654407824,1.0,0.9308641975308642,0.9545454545454544,0.9761904761904763
5673.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.8831325963812351,0.9545454545454548,0.9028213166144204,0.95,0.4468750000000001,0.9019396551724138,0.96875,1.0,0.9444444444444446,0.9321428571428574,0.9047619047619045,0.9230769230769231,1.0,0.9297573435504468,0.8994708994708995,0.8905879654407824,1.0,0.9308641975308642,0.9545454545454544,0.9761904761904763
5678.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.8831325963812351,0.9545454545454548,0.9028213166144204,0.95,0.4468750000000001,0.9019396551724138,0.96875,1.0,0.9444444444444446,0.9321428571428574,0.9047619047619045,0.9230769230769231,1.0,0.9297573435504468,0.8994708994708995,0.8905879654407824,1.0,0.9308641975308642,0.9545454545454544,0.9761904761904763
5683.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.8831325963812351,0.9545454545454548,0.9028213166144204,0.95,0.4468750000000001,0.9019396551724138,0.96875,1.0,0.9444444444444446,0.9321428571428574,0.9047619047619045,0.9230769230769231,1.0,0.9297573435504468,0.8994708994708995,0.8905879654407824,1.0,0.9308641975308642,0.9545454545454544,0.9761904761904763
5684.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.8831325963812351,0.9545454545454548,0.9028213166144204,0.95,0.4468750000000001,0.9019396551724138,0.96875,1.0,0.9444444444444446,0.9321428571428574,0.9047619047619045,0.9230769230769231,1.0,0.9297573435504468,0.8994708994708995,0.8905879654407824,1.0,0.9308641975308642,0.9545454545454544,0.9761904761904763
5685.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.8831325963812351,0.9545454545454548,0.9028213166144204,0.95,0.4468750000000001,0.9019396551724138,0.96875,1.0,0.9444444444444446,0.9321428571428574,0.9047619047619045,0.9230769230769231,1.0,0.9297573435504468,0.8994708994708995,0.8905879654407824,1.0,0.9308641975308642,0.9545454545454544,0.9761904761904763
5693.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.8831325963812351,0.9545454545454548,0.9028213166144204,0.95,0.4468750000000001,0.9019396551724138,0.96875,1.0,0.9444444444444446,0.9321428571428574,0.9047619047619045,0.9230769230769231,1.0,0.9297573435504468,0.8994708994708995,0.8905879654407824,1.0,0.9308641975308642,0.9545454545454544,0.9761904761904763
5714.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.8831325963812351,0.9545454545454548,0.9028213166144204,0.95,0.4468750000000001,0.9019396551724138,0.96875,1.0,0.9444444444444446,0.9321428571428574,0.9047619047619045,0.9230769230769231,1.0,0.9297573435504468,0.8994708994708995,0.8905879654407824,1.0,0.9308641975308642,0.9545454545454544,0.9761904761904763
5723.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.8831325963812351,0.9545454545454548,0.9028213166144204,0.95,0.4468750000000001,0.9019396551724138,0.96875,1.0,0.9444444444444446,0.9321428571428574,0.9047619047619045,0.9230769230769231,1.0,0.9297573435504468,0.8994708994708995,0.8905879654407824,1.0,0.9308641975308642,0.9545454545454544,0.9761904761904763
5768.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.8831325963812351,0.9545454545454548,0.9028213166144204,0.95,0.4468750000000001,0.9019396551724138,0.96875,1.0,0.9444444444444446,0.9321428571428574,0.9047619047619045,0.9230769230769231,1.0,0.9297573435504468,0.8994708994708995,0.8905879654407824,1.0,0.9308641975308642,0.9545454545454544,0.9761904761904763
5779.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.8831325963812351,0.9545454545454548,0.9028213166144204,0.95,0.4468750000000001,0.9019396551724138,0.96875,1.0,0.9444444444444446,0.9321428571428574,0.9047619047619045,0.9230769230769231,1.0,0.9297573435504468,0.8994708994708995,0.8905879654407824,1.0,0.9308641975308642,0.9545454545454544,0.9761904761904763
5785.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.8831325963812351,0.9545454545454548,0.9028213166144204,0.95,0.4468750000000001,0.9019396551724138,0.96875,1.0,0.9444444444444446,0.9321428571428574,0.9047619047619045,0.9230769230769231,1.0,0.9297573435504468,0.8994708994708995,0.8905879654407824,1.0,0.9308641975308642,0.9545454545454544,0.9761904761904763
5816.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.8831325963812351,0.9545454545454548,0.9028213166144204,0.95,0.4468750000000001,0.9019396551724138,0.96875,1.0,0.9444444444444446,0.9321428571428574,0.9047619047619045,0.9230769230769231,1.0,0.9297573435504468,0.8994708994708995,0.8905879654407824,1.0,0.9308641975308642,0.9545454545454544,0.9761904761904763
5823.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.8831325963812351,0.9545454545454548,0.9028213166144204,0.95,0.4468750000000001,0.9019396551724138,0.96875,1.0,0.9444444444444446,0.9321428571428574,0.9047619047619045,0.9230769230769231,1.0,0.9297573435504468,0.8994708994708995,0.8905879654407824,1.0,0.9308641975308642,0.9545454545454544,0.9761904761904763
5860.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.8831325963812351,0.9545454545454548,0.9028213166144204,0.95,0.4468750000000001,0.9019396551724138,0.96875,1.0,0.9444444444444446,0.9321428571428574,0.9047619047619045,0.9230769230769231,1.0,0.9297573435504468,0.8994708994708995,0.8905879654407824,1.0,0.9308641975308642,0.9545454545454544,0.9761904761904763
5909.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.8831325963812351,0.9545454545454548,0.9028213166144204,0.95,0.4468750000000001,0.9019396551724138,0.96875,1.0,0.9444444444444446,0.9321428571428574,0.9047619047619045,0.9230769230769231,1.0,0.9297573435504468,0.8994708994708995,0.8905879654407824,1.0,0.9308641975308642,0.9545454545454544,0.9761904761904763
5917.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.8831325963812351,0.9545454545454548,0.9028213166144204,0.95,0.4468750000000001,0.9019396551724138,0.96875,1.0,0.9444444444444446,0.9321428571428574,0.9047619047619045,0.9230769230769231,1.0,0.9297573435504468,0.8994708994708995,0.8905879654407824,1.0,0.9308641975308642,0.9545454545454544,0.9761904761904763
