times,population,R0,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22
4212.0,0.7493499044245642,0.9234234234234234,0.9615384615384612,0.498286435786436,0.931034482758621,0.9666666666666667,0.9545454545454544,0.9655172413793102,0.4468750000000001,0.9088653981677235,0.9146730462519936,0.9545454545454548,0.8911487758945387,0.9714285714285718,0.9714285714285718,0.9666666666666667,0.95,1.0,0.9600000000000003,0.9545454545454544,0.9297573435504468,0.9523809523809522,0.95,1.0
4227.0,0.7493499044245642,0.9234234234234234,0.9615384615384612,0.498286435786436,0.931034482758621,0.9666666666666667,0.9545454545454544,0.9655172413793102,0.4468750000000001,0.9088653981677235,0.9146730462519936,0.9545454545454548,0.8911487758945387,0.9714285714285718,0.9714285714285718,0.9666666666666667,0.95,1.0,0.9600000000000003,0.9545454545454544,0.9297573435504468,0.9523809523809522,0.95,1.0
4279.0,0.7493499044245642,0.9234234234234234,0.9615384615384612,0.498286435786436,0.931034482758621,0.9666666666666667,0.9545454545454544,0.9655172413793102,0.4468750000000001,0.9088653981677235,0.9146730462519936,0.9545454545454548,0.8911487758945387,0.9714285714285718,0.9714285714285718,0.9666666666666667,0.95,1.0,0.9600000000000003,0.9545454545454544,0.9297573435504468,0.9523809523809522,0.95,1.0
4297.0,0.7493499044245642,0.9234234234234234,0.9615384615384612,0.498286435786436,0.931034482758621,0.9666666666666667,0.9545454545454544,0.9655172413793102,0.4468750000000001,0.9088653981677235,0.9146730462519936,0.9545454545454548,0.8911487758945387,0.9714285714285718,0.9714285714285718,0.9666666666666667,0.95,1.0,0.9600000000000003,0.9545454545454544,0.9297573435504468,0.9523809523809522,0.95,1.0
4327.0,0.7493499044245642,0.9234234234234234,0.9615384615384612,0.498286435786436,0.931034482758621,0.9666666666666667,0.9545454545454544,0.9655172413793102,0.4468750000000001,0.9088653981677235,0.9146730462519936,0.9545454545454548,0.8911487758945387,0.9714285714285718,0.9714285714285718,0.9666666666666667,0.95,1.0,0.9600000000000003,0.9545454545454544,0.9297573435504468,0.9523809523809522,0.95,1.0
4352.0,0.7493499044245642,0.9234234234234234,0.9615384615384612,0.498286435786436,0.931034482758621,0.9666666666666667,0.9545454545454544,0.9655172413793102,0.4468750000000001,0.9088653981677235,0.9146730462519936,0.9545454545454548,0.8911487758945387,0.9714285714285718,0.9714285714285718,0.9666666666666667,0.95,1.0,0.9600000000000003,0.9545454545454544,0.9297573435504468,0.9523809523809522,0.95,1.0
4353.0,0.7417034768283948,0.8945664414414415,0.9615384615384612,0.498286435786436,0.931034482758621,0.9666666666666667,0.9545454545454544,0.9297573435504468,0.4468750000000001,0.9088653981677235,0.8831325963812351,0.9545454545454548,0.8911487758945387,0.9340659340659341,0.9354497354497358,0.9308641975308642,0.95,1.0,0.9600000000000003,0.9545454545454544,0.8910174542358448,0.9523809523809522,0.95,0.9444444444444446
4415.0,0.7340570492322257,0.8657094594594595,0.9197324414715718,0.498286435786436,0.931034482758621,0.9321428571428574,0.9545454545454544,0.9297573435504468,0.4468750000000001,0.9088653981677235,0.8831325963812351,0.9545454545454548,0.8670636738433349,0.9340659340659341,0.8994708994708995,0.9308641975308642,0.95,1.0,0.9600000000000003,0.9545454545454544,0.8910174542358448,0.9523809523809522,0.95,0.9444444444444446
4472.0,0.7340570492322257,0.8657094594594595,0.9197324414715718,0.498286435786436,0.931034482758621,0.9321428571428574,0.9545454545454544,0.9297573435504468,0.4468750000000001,0.9088653981677235,0.8831325963812351,0.9545454545454548,0.8670636738433349,0.9340659340659341,0.8994708994708995,0.9308641975308642,0.95,1.0,0.9600000000000003,0.9545454545454544,0.8910174542358448,0.9523809523809522,0.95,0.9444444444444446
4487.0,0.7340570492322257,0.8657094594594595,0.9197324414715718,0.498286435786436,0.931034482758621,0.9321428571428574,0.9545454545454544,0.9297573435504468,0.4468750000000001,0.9088653981677235,0.8831325963812351,0.9545454545454548,0.8670636738433349,0.9340659340659341,0.8994708994708995,0.9308641975308642,0.95,1.0,0.9600000000000003,0.9545454545454544,0.8910174542358448,0.9523809523809522,0.95,0.9444444444444446
4537.0,0.7340570492322257,0.8657094594594595,0.9197324414715718,0.498286435786436,0.931034482758621,0.9321428571428574,0.9545454545454544,0.9297573435504468,0.4468750000000001,0.9088653981677235,0.8831325963812351,0.9545454545454548,0.8670636738433349,0.9340659340659341,0.8994708994708995,0.9308641975308642,0.95,1.0,0.9600000000000003,0.9545454545454544,0.8910174542358448,0.9523809523809522,0.95,0.9444444444444446
4555.0,0.7340570492322257,0.8657094594594595,0.9197324414715718,0.498286435786436,0.931034482758621,0.9321428571428574,0.9545454545454544,0.9297573435504468,0.4468750000000001,0.9088653981677235,0.8831325963812351,0.9545454545454548,0.8670636738433349,0.9340659340659341,0.8994708994708995,0.9308641975308642,0.95,1.0,0.9600000000000003,0.9545454545454544,0.8910174542358448,0.9523809523809522,0.95,0.9444444444444446
4568.0,0.7340570492322257,0.8657094594594595,0.9197324414715718,0.498286435786436,0.931034482758621,0.9321428571428574,0.9545454545454544,0.9297573435504468,0.4468750000000001,0.9088653981677235,0.8831325963812351,0.9545454545454548,0.8670636738433349,0.9340659340659341,0.8994708994708995,0.9308641975308642,0.95,1.0,0.9600000000000003,0.9545454545454544,0.8910174542358448,0.9523809523809522,0.95,0.9444444444444446
4596.0,0.7340570492322257,0.8657094594594595,0.9197324414715718,0.498286435786436,0.931034482758621,0.9321428571428574,0.9545454545454544,0.9297573435504468,0.4468750000000001,0.9088653981677235,0.8831325963812351,0.9545454545454548,0.8670636738433349,0.9340659340659341,0.8994708994708995,0.9308641975308642,0.95,1.0,0.9600000000000003,0.9545454545454544,0.8910174542358448,0.9523809523809522,0.95,0.9444444444444446
4603.0,0.7340570492322257,0.8657094594594595,0.9197324414715718,0.498286435786436,0.931034482758621,0.9321428571428574,0.9545454545454544,0.9297573435504468,0.4468750000000001,0.9088653981677235,0.8831325963812351,0.9545454545454548,0.8670636738433349,0.9340659340659341,0.8994708994708995,0.9308641975308642,0.95,1.0,0.9600000000000003,0.9545454545454544,0.8910174542358448,0.9523809523809522,0.95,0.9444444444444446
4618.0,0.7258092172183809,0.8657094594594595,0.9197324414715718,0.498286435786436,0.9028213166144204,0.9321428571428574,0.9545454545454544,0.9297573435504468,0.4468750000000001,0.9088653981677235,0.8831325963812351,0.9545454545454548,0.8670636738433349,0.9340659340659341,0.8994708994708995,0.9308641975308642,0.95,1.0,0.9600000000000003,0.9545454545454544,0.8910174542358448,0.9523809523809522,0.95,0.9444444444444446
4642.0,0.7258092172183809,0.8657094594594595,0.9197324414715718,0.498286435786436,0.9028213166144204,0.9321428571428574,0.9545454545454544,0.9297573435504468,0.4468750000000001,0.9088653981677235,0.8831325963812351,0.9545454545454548,0.8670636738433349,0.9340659340659341,0.8994708994708995,0.9308641975308642,0.95,1.0,0.9600000000000003,0.9545454545454544,0.8910174542358448,0.9523809523809522,0.95,0.9444444444444446
4652.0,0.7258092172183809,0.8657094594594595,0.9197324414715718,0.498286435786436,0.9028213166144204,0.9321428571428574,0.9545454545454544,0.9297573435504468,0.4468750000000001,0.9088653981677235,0.8831325963812351,0.9545454545454548,0.8670636738433349,0.9340659340659341,0.8994708994708995,0.9308641975308642,0.95,1.0,0.9600000000000003,0.9545454545454544,0.8910174542358448,0.9523809523809522,0.95,0.9444444444444446
4672.0,0.7258092172183809,0.8657094594594595,0.9197324414715718,0.498286435786436,0.9028213166144204,0.9321428571428574,0.9545454545454544,0.9297573435504468,0.4468750000000001,0.9088653981677235,0.8831325963812351,0.9545454545454548,0.8670636738433349,0.9340659340659341,0.8994708994708995,0.9308641975308642,0.95,1.0,0.9600000000000003,0.9545454545454544,0.8910174542358448,0.9523809523809522,0.95,0.9444444444444446
4675.0,0.7258092172183809,0.8657094594594595,0.9197324414715718,0.498286435786436,0.9028213166144204,0.9321428571428574,0.9545454545454544,0.9297573435504468,0.4468750000000001,0.9088653981677235,0.8831325963812351,0.9545454545454548,0.8670636738433349,0.9340659340659341,0.8994708994708995,0.9308641975308642,0.95,1.0,0.9600000000000003,0.9545454545454544,0.8910174542358448,0.9523809523809522,0.95,0.9444444444444446
4681.0,0.7258092172183809,0.8657094594594595,0.9197324414715718,0.498286435786436,0.9028213166144204,0.9321428571428574,0.9545454545454544,0.9297573435504468,0.4468750000000001,0.9088653981677235,0.8831325963812351,0.9545454545454548,0.8670636738433349,0.9340659340659341,0.8994708994708995,0.9308641975308642,0.95,1.0,0.9600000000000003,0.9545454545454544,0.8910174542358448,0.9523809523809522,0.95,0.9444444444444446
4691.0,0.7258092172183809,0.8657094594594595,0.9197324414715718,0.498286435786436,0.9028213166144204,0.9321428571428574,0.9545454545454544,0.9297573435504468,0.4468750000000001,0.9088653981677235,0.8831325963812351,0.9545454545454548,0.8670636738433349,0.9340659340659341,0.8994708994708995,0.9308641975308642,0.95,1.0,0.9600000000000003,0.9545454545454544,0.8910174542358448,0.9523809523809522,0.95,0.9444444444444446
4720.0,0.7258092172183809,0.8657094594594595,0.9197324414715718,0.498286435786436,0.9028213166144204,0.9321428571428574,0.9545454545454544,0.9297573435504468,0.4468750000000001,0.9088653981677235,0.8831325963812351,0.9545454545454548,0.8670636738433349,0.9340659340659341,0.8994708994708995,0.9308641975308642,0.95,1.0,0.9600000000000003,0.9545454545454544,0.8910174542358448,0.9523809523809522,0.95,0.9444444444444446
4744.0,0.7258092172183809,0.8657094594594595,0.9197324414715718,0.498286435786436,0.9028213166144204,0.9321428571428574,0.9545454545454544,0.9297573435504468,0.4468750000000001,0.9088653981677235,0.8831325963812351,0.9545454545454548,0.8670636738433349,0.9340659340659341,0.8994708994708995,0.9308641975308642,0.95,1.0,0.9600000000000003,0.9545454545454544,0.8910174542358448,0.9523809523809522,0.95,0.9444444444444446
4791.0,0.7258092172183809,0.8657094594594595,0.9197324414715718,0.498286435786436,0.9028213166144204,0.9321428571428574,0.9545454545454544,0.9297573435504468,0.4468750000000001,0.9088653981677235,0.8831325963812351,0.9545454545454548,0.8670636738433349,0.9340659340659341,0.8994708994708995,0.9308641975308642,0.95,1.0,0.9600000000000003,0.9545454545454544,0.8910174542358448,0.9523809523809522,0.95,0.9444444444444446
4830.0,0.7258092172183809,0.8657094594594595,0.9197324414715718,0.498286435786436,0.9028213166144204,0.9321428571428574,0.9545454545454544,0.9297573435504468,0.4468750000000001,0.9088653981677235,0.8831325963812351,0.9545454545454548,0.8670636738433349,0.9340659340659341,0.8994708994708995,0.9308641975308642,0.95,1.0,0.9600000000000003,0.9545454545454544,0.8910174542358448,0.9523809523809522,0.95,0.9444444444444446
4857.0,0.7258092172183809,0.8657094594594595,0.9197324414715718,0.498286435786436,0.9028213166144204,0.9321428571428574,0.9545454545454544,0.9297573435504468,0.4468750000000001,0.9088653981677235,0.8831325963812351,0.9545454545454548,0.8670636738433349,0.9340659340659341,0.8994708994708995,0.9308641975308642,0.95,1.0,0.9600000000000003,0.9545454545454544,0.8910174542358448,0.9523809523809522,0.95,0.9444444444444446
4863.0,0.7258092172183809,0.8657094594594595,0.9197324414715718,0.498286435786436,0.9028213166144204,0.9321428571428574,0.9545454545454544,0.9297573435504468,0.4468750000000001,0.9088653981677235,0.8831325963812351,0.9545454545454548,0.8670636738433349,0.9340659340659341,0.8994708994708995,0.9308641975308642,0.95,1.0,0.9600000000000003,0.9545454545454544,0.8910174542358448,0.9523809523809522,0.95,0.9444444444444446
4866.0,0.7258092172183809,0.8657094594594595,0.9197324414715718,0.498286435786436,0.9028213166144204,0.9321428571428574,0.9545454545454544,0.9297573435504468,0.4468750000000001,0.9088653981677235,0.8831325963812351,0.9545454545454548,0.8670636738433349,0.9340659340659341,0.8994708994708995,0.9308641975308642,0.95,1.0,0.9600000000000003,0.9545454545454544,0.8910174542358448,0.9523809523809522,0.95,0.9444444444444446
4874.0,0.7258092172183809,0.8657094594594595,0.9197324414715718,0.498286435786436,0.9028213166144204,0.9321428571428574,0.9545454545454544,0.9297573435504468,0.4468750000000001,0.9088653981677235,0.8831325963812351,0.9545454545454548,0.8670636738433349,0.9340659340659341,0.8994708994708995,0.9308641975308642,0.95,1.0,0.9600000000000003,0.9545454545454544,0.8910174542358448,0.9523809523809522,0.95,0.9444444444444446
4925.0,0.7258092172183809,0.8657094594594595,0.9197324414715718,0.498286435786436,0.9028213166144204,0.9321428571428574,0.9545454545454544,0.9297573435504468,0.4468750000000001,0.9088653981677235,0.8831325963812351,0.9545454545454548,0.8670636738433349,0.9340659340659341,0.8994708994708995,0.9308641975308642,0.95,1.0,0.9600000000000003,0.9545454545454544,0.8910174542358448,0.9523809523809522,0.95,0.9444444444444446
4952.0,0.7258092172183809,0.8657094594594595,0.9197324414715718,0.498286435786436,0.9028213166144204,0.9321428571428574,0.9545454545454544,0.9297573435504468,0.4468750000000001,0.9088653981677235,0.8831325963812351,0.9545454545454548,0.8670636738433349,0.9340659340659341,0.8994708994708995,0.9308641975308642,0.95,1.0,0.9600000000000003,0.9545454545454544,0.8910174542358448,0.9523809523809522,0.95,0.9444444444444446
4980.0,0.7258092172183809,0.8657094594594595,0.9197324414715718,0.498286435786436,0.9028213166144204,0.9321428571428574,0.9545454545454544,0.9297573435504468,0.4468750000000001,0.9088653981677235,0.8831325963812351,0.9545454545454548,0.8670636738433349,0.9340659340659341,0.8994708994708995,0.9308641975308642,0.95,1.0,0.9600000000000003,0.9545454545454544,0.8910174542358448,0.9523809523809522,0.95,0.9444444444444446
5012.0,0.7258092172183809,0.8657094594594595,0.9197324414715718,0.498286435786436,0.9028213166144204,0.9321428571428574,0.9545454545454544,0.9297573435504468,0.4468750000000001,0.9088653981677235,0.8831325963812351,0.9545454545454548,0.8670636738433349,0.9340659340659341,0.8994708994708995,0.9308641975308642,0.95,1.0,0.9600000000000003,0.9545454545454544,0.8910174542358448,0.9523809523809522,0.95,0.9444444444444446
5014.0,0.7258092172183809,0.8657094594594595,0.9197324414715718,0.498286435786436,0.9028213166144204,0.9321428571428574,0.9545454545454544,0.9297573435504468,0.4468750000000001,0.9088653981677235,0.8831325963812351,0.9545454545454548,0.8670636738433349,0.9340659340659341,0.8994708994708995,0.9308641975308642,0.95,1.0,0.9600000000000003,0.9545454545454544,0.8910174542358448,0.9523809523809522,0.95,0.9444444444444446
5035.0,0.7258092172183809,0.8657094594594595,0.9197324414715718,0.498286435786436,0.9028213166144204,0.9321428571428574,0.9545454545454544,0.9297573435504468,0.4468750000000001,0.9088653981677235,0.8831325963812351,0.9545454545454548,0.8670636738433349,0.9340659340659341,0.8994708994708995,0.9308641975308642,0.95,1.0,0.9600000000000003,0.9545454545454544,0.8910174542358448,0.9523809523809522,0.95,0.9444444444444446
5038.0,0.7258092172183809,0.8657094594594595,0.9197324414715718,0.498286435786436,0.9028213166144204,0.9321428571428574,0.9545454545454544,0.9297573435504468,0.4468750000000001,0.9088653981677235,0.8831325963812351,0.9545454545454548,0.8670636738433349,0.9340659340659341,0.8994708994708995,0.9308641975308642,0.95,1.0,0.9600000000000003,0.9545454545454544,0.8910174542358448,0.9523809523809522,0.95,0.9444444444444446
5101.0,0.7258092172183809,0.8657094594594595,0.9197324414715718,0.498286435786436,0.9028213166144204,0.9321428571428574,0.9545454545454544,0.9297573435504468,0.4468750000000001,0.9088653981677235,0.8831325963812351,0.9545454545454548,0.8670636738433349,0.9340659340659341,0.8994708994708995,0.9308641975308642,0.95,1.0,0.9600000000000003,0.9545454545454544,0.8910174542358448,0.9523809523809522,0.95,0.9444444444444446
5110.0,0.7258092172183809,0.8657094594594595,0.9197324414715718,0.498286435786436,0.9028213166144204,0.9321428571428574,0.9545454545454544,0.9297573435504468,0.4468750000000001,0.9088653981677235,0.8831325963812351,0.9545454545454548,0.8670636738433349,0.9340659340659341,0.8994708994708995,0.9308641975308642,0.95,1.0,0.9600000000000003,0.9545454545454544,0.8910174542358448,0.9523809523809522,0.95,0.9444444444444446
5137.0,0.7258092172183809,0.8657094594594595,0.9197324414715718,0.498286435786436,0.9028213166144204,0.9321428571428574,0.9545454545454544,0.9297573435504468,0.4468750000000001,0.9088653981677235,0.8831325963812351,0.9545454545454548,0.8670636738433349,0.9340659340659341,0.8994708994708995,0.9308641975308642,0.95,1.0,0.9600000000000003,0.9545454545454544,0.8910174542358448,0.9523809523809522,0.95,0.9444444444444446
5156.0,0.7258092172183809,0.8657094594594595,0.9197324414715718,0.498286435786436,0.9028213166144204,0.9321428571428574,0.9545454545454544,0.9297573435504468,0.4468750000000001,0.9088653981677235,0.8831325963812351,0.9545454545454548,0.8670636738433349,0.9340659340659341,0.8994708994708995,0.9308641975308642,0.95,1.0,0.9600000000000003,0.9545454545454544,0.8910174542358448,0.9523809523809522,0.95,0.9444444444444446
5181.0,0.7258092172183809,0.8657094594594595,0.9197324414715718,0.498286435786436,0.9028213166144204,0.9321428571428574,0.9545454545454544,0.9297573435504468,0.4468750000000001,0.9088653981677235,0.8831325963812351,0.9545454545454548,0.8670636738433349,0.9340659340659341,0.8994708994708995,0.9308641975308642,0.95,1.0,0.9600000000000003,0.9545454545454544,0.8910174542358448,0.9523809523809522,0.95,0.9444444444444446
5228.0,0.7258092172183809,0.8657094594594595,0.9197324414715718,0.498286435786436,0.9028213166144204,0.9321428571428574,0.9545454545454544,0.9297573435504468,0.4468750000000001,0.9088653981677235,0.8831325963812351,0.9545454545454548,0.8670636738433349,0.9340659340659341,0.8994708994708995,0.9308641975308642,0.95,1.0,0.9600000000000003,0.9545454545454544,0.8910174542358448,0.9523809523809522,0.95,0.9444444444444446
5238.0,0.7258092172183809,0.8657094594594595,0.9197324414715718,0.498286435786436,0.9028213166144204,0.9321428571428574,0.9545454545454544,0.9297573435504468,0.4468750000000001,0.9088653981677235,0.8831325963812351,0.9545454545454548,0.8670636738433349,0.9340659340659341,0.8994708994708995,0.9308641975308642,0.95,1.0,0.9600000000000003,0.9545454545454544,0.8910174542358448,0.9523809523809522,0.95,0.9444444444444446
5306.0,0.7258092172183809,0.8657094594594595,0.9197324414715718,0.498286435786436,0.9028213166144204,0.9321428571428574,0.9545454545454544,0.9297573435504468,0.4468750000000001,0.9088653981677235,0.8831325963812351,0.9545454545454548,0.8670636738433349,0.9340659340659341,0.8994708994708995,0.9308641975308642,0.95,1.0,0.9600000000000003,0.9545454545454544,0.8910174542358448,0.9523809523809522,0.95,0.9444444444444446
5316.0,0.7258092172183809,0.8657094594594595,0.9197324414715718,0.498286435786436,0.9028213166144204,0.9321428571428574,0.9545454545454544,0.9297573435504468,0.4468750000000001,0.9088653981677235,0.8831325963812351,0.9545454545454548,0.8670636738433349,0.9340659340659341,0.8994708994708995,0.9308641975308642,0.95,1.0,0.9600000000000003,0.9545454545454544,0.8910174542358448,0.9523809523809522,0.95,0.9444444444444446
5359.0,0.7258092172183809,0.8657094594594595,0.9197324414715718,0.498286435786436,0.9028213166144204,0.9321428571428574,0.9545454545454544,0.9297573435504468,0.4468750000000001,0.9088653981677235,0.8831325963812351,0.9545454545454548,0.8670636738433349,0.9340659340659341,0.8994708994708995,0.9308641975308642,0.95,1.0,0.9600000000000003,0.9545454545454544,0.8910174542358448,0.9523809523809522,0.95,0.9444444444444446
5379.0,0.7258092172183809,0.8657094594594595,0.9197324414715718,0.498286435786436,0.9028213166144204,0.9321428571428574,0.9545454545454544,0.9297573435504468,0.4468750000000001,0.9088653981677235,0.8831325963812351,0.9545454545454548,0.8670636738433349,0.9340659340659341,0.8994708994708995,0.9308641975308642,0.95,1.0,0.9600000000000003,0.9545454545454544,0.8910174542358448,0.9523809523809522,0.95,0.9444444444444446
5406.0,0.7258092172183809,0.8657094594594595,0.9197324414715718,0.498286435786436,0.9028213166144204,0.9321428571428574,0.9545454545454544,0.9297573435504468,0.4468750000000001,0.9088653981677235,0.8831325963812351,0.9545454545454548,0.8670636738433349,0.9340659340659341,0.8994708994708995,0.9308641975308642,0.95,1.0,0.9600000000000003,0.9545454545454544,0.8910174542358448,0.9523809523809522,0.95,0.9444444444444446
5433.0,0.7258092172183809,0.8657094594594595,0.9197324414715718,0.498286435786436,0.9028213166144204,0.9321428571428574,0.9545454545454544,0.9297573435504468,0.4468750000000001,0.9088653981677235,0.8831325963812351,0.9545454545454548,0.8670636738433349,0.9340659340659341,0.8994708994708995,0.9308641975308642,0.95,1.0,0.9600000000000003,0.9545454545454544,0.8910174542358448,0.9523809523809522,0.95,0.9444444444444446
5519.0,0.7258092172183809,0.8657094594594595,0.9197324414715718,0.498286435786436,0.9028213166144204,0.9321428571428574,0.9545454545454544,0.9297573435504468,0.4468750000000001,0.9088653981677235,0.8831325963812351,0.9545454545454548,0.8670636738433349,0.9340659340659341,0.8994708994708995,0.9308641975308642,0.95,1.0,0.9600000000000003,0.9545454545454544,0.8910174542358448,0.9523809523809522,0.95,0.9444444444444446
5530.0,0.7258092172183809,0.8657094594594595,0.9197324414715718,0.498286435786436,0.9028213166144204,0.9321428571428574,0.9545454545454544,0.9297573435504468,0.4468750000000001,0.9088653981677235,0.8831325963812351,0.9545454545454548,0.8670636738433349,0.9340659340659341,0.8994708994708995,0.9308641975308642,0.95,1.0,0.9600000000000003,0.9545454545454544,0.8910174542358448,0.9523809523809522,0.95,0.9444444444444446
5533.0,0.7258092172183809,0.8657094594594595,0.9197324414715718,0.498286435786436,0.9028213166144204,0.9321428571428574,0.9545454545454544,0.9297573435504468,0.4468750000000001,0.9088653981677235,0.8831325963812351,0.9545454545454548,0.8670636738433349,0.9340659340659341,0.8994708994708995,0.9308641975308642,0.95,1.0,0.9600000000000003,0.9545454545454544,0.8910174542358448,0.9523809523809522,0.95,0.9444444444444446
5551.0,0.7258092172183809,0.8657094594594595,0.9197324414715718,0.498286435786436,0.9028213166144204,0.9321428571428574,0.9545454545454544,0.9297573435504468,0.4468750000000001,0.9088653981677235,0.8831325963812351,0.9545454545454548,0.8670636738433349,0.9340659340659341,0.8994708994708995,0.9308641975308642,0.95,1.0,0.9600000000000003,0.9545454545454544,0.8910174542358448,0.9523809523809522,0.95,0.9444444444444446
5571.0,0.7258092172183809,0.8657094594594595,0.9197324414715718,0.498286435786436,0.9028213166144204,0.9321428571428574,0.9545454545454544,0.9297573435504468,0.4468750000000001,0.9088653981677235,0.8831325963812351,0.9545454545454548,0.8670636738433349,0.9340659340659341,0.8994708994708995,0.9308641975308642,0.95,1.0,0.9600000000000003,0.9545454545454544,0.8910174542358448,0.9523809523809522,0.95,0.9444444444444446
5602.0,0.7258092172183809,0.8657094594594595,0.9197324414715718,0.498286435786436,0.9028213166144204,0.9321428571428574,0.9545454545454544,0.9297573435504468,0.4468750000000001,0.9088653981677235,0.8831325963812351,0.9545454545454548,0.8670636738433349,0.9340659340659341,0.8994708994708995,0.9308641975308642,0.95,1.0,0.9600000000000003,0.9545454545454544,0.8910174542358448,0.9523809523809522,0.95,0.9444444444444446
5612.0,0.7258092172183809,0.8657094594594595,0.9197324414715718,0.498286435786436,0.9028213166144204,0.9321428571428574,0.9545454545454544,0.9297573435504468,0.4468750000000001,0.9088653981677235,0.8831325963812351,0.9545454545454548,0.8670636738433349,0.9340659340659341,0.8994708994708995,0.9308641975308642,0.95,1.0,0.9600000000000003,0.9545454545454544,0.8910174542358448,0.9523809523809522,0.95,0.9444444444444446
5651.0,0.7258092172183809,0.8657094594594595,0.9197324414715718,0.498286435786436,0.9028213166144204,0.9321428571428574,0.9545454545454544,0.9297573435504468,0.4468750000000001,0.9088653981677235,0.8831325963812351,0.9545454545454548,0.8670636738433349,0.9340659340659341,0.8994708994708995,0.9308641975308642,0.95,1.0,0.9600000000000003,0.9545454545454544,0.8910174542358448,0.9523809523809522,0.95,0.9444444444444446
5653.0,0.7258092172183809,0.8657094594594595,0.9197324414715718,0.498286435786436,0.9028213166144204,0.9321428571428574,0.9545454545454544,0.9297573435504468,0.4468750000000001,0.9088653981677235,0.8831325963812351,0.9545454545454548,0.8670636738433349,0.9340659340659341,0.8994708994708995,0.9308641975308642,0.95,1.0,0.9600000000000003,0.9545454545454544,0.8910174542358448,0.9523809523809522,0.95,0.9444444444444446
5661.0,0.7258092172183809,0.8657094594594595,0.9197324414715718,0.498286435786436,0.9028213166144204,0.9321428571428574,0.9545454545454544,0.9297573435504468,0.4468750000000001,0.9088653981677235,0.8831325963812351,0.9545454545454548,0.8670636738433349,0.9340659340659341,0.8994708994708995,0.9308641975308642,0.95,1.0,0.9600000000000003,0.9545454545454544,0.8910174542358448,0.9523809523809522,0.95,0.9444444444444446
5673.0,0.7258092172183809,0.8657094594594595,0.9197324414715718,0.498286435786436,0.9028213166144204,0.9321428571428574,0.9545454545454544,0.9297573435504468,0.4468750000000001,0.9088653981677235,0.8831325963812351,0.9545454545454548,0.8670636738433349,0.9340659340659341,0.8994708994708995,0.9308641975308642,0.95,1.0,0.9600000000000003,0.9545454545454544,0.8910174542358448,0.9523809523809522,0.95,0.9444444444444446
5678.0,0.7258092172183809,0.8657094594594595,0.9197324414715718,0.498286435786436,0.9028213166144204,0.9321428571428574,0.9545454545454544,0.9297573435504468,0.4468750000000001,0.9088653981677235,0.8831325963812351,0.9545454545454548,0.8670636738433349,0.9340659340659341,0.8994708994708995,0.9308641975308642,0.95,1.0,0.9600000000000003,0.9545454545454544,0.8910174542358448,0.9523809523809522,0.95,0.9444444444444446
5683.0,0.7258092172183809,0.8657094594594595,0.9197324414715718,0.498286435786436,0.9028213166144204,0.9321428571428574,0.9545454545454544,0.9297573435504468,0.4468750000000001,0.9088653981677235,0.8831325963812351,0.9545454545454548,0.8670636738433349,0.9340659340659341,0.8994708994708995,0.9308641975308642,0.95,1.0,0.9600000000000003,0.9545454545454544,0.8910174542358448,0.9523809523809522,0.95,0.9444444444444446
5684.0,0.7258092172183809,0.8657094594594595,0.9197324414715718,0.498286435786436,0.9028213166144204,0.9321428571428574,0.9545454545454544,0.9297573435504468,0.4468750000000001,0.9088653981677235,0.8831325963812351,0.9545454545454548,0.8670636738433349,0.9340659340659341,0.8994708994708995,0.9308641975308642,0.95,1.0,0.9600000000000003,0.9545454545454544,0.8910174542358448,0.9523809523809522,0.95,0.9444444444444446
5685.0,0.7258092172183809,0.8657094594594595,0.9197324414715718,0.498286435786436,0.9028213166144204,0.9321428571428574,0.9545454545454544,0.9297573435504468,0.4468750000000001,0.9088653981677235,0.8831325963812351,0.9545454545454548,0.8670636738433349,0.9340659340659341,0.8994708994708995,0.9308641975308642,0.95,1.0,0.9600000000000003,0.9545454545454544,0.8910174542358448,0.9523809523809522,0.95,0.9444444444444446
5693.0,0.7258092172183809,0.8657094594594595,0.9197324414715718,0.498286435786436,0.9028213166144204,0.9321428571428574,0.9545454545454544,0.9297573435504468,0.4468750000000001,0.9088653981677235,0.8831325963812351,0.9545454545454548,0.8670636738433349,0.9340659340659341,0.8994708994708995,0.9308641975308642,0.95,1.0,0.9600000000000003,0.9545454545454544,0.8910174542358448,0.9523809523809522,0.95,0.9444444444444446
5714.0,0.7258092172183809,0.8657094594594595,0.9197324414715718,0.498286435786436,0.9028213166144204,0.9321428571428574,0.9545454545454544,0.9297573435504468,0.4468750000000001,0.9088653981677235,0.8831325963812351,0.9545454545454548,0.8670636738433349,0.9340659340659341,0.8994708994708995,0.9308641975308642,0.95,1.0,0.9600000000000003,0.9545454545454544,0.8910174542358448,0.9523809523809522,0.95,0.9444444444444446
5723.0,0.7258092172183809,0.8657094594594595,0.9197324414715718,0.498286435786436,0.9028213166144204,0.9321428571428574,0.9545454545454544,0.9297573435504468,0.4468750000000001,0.9088653981677235,0.8831325963812351,0.9545454545454548,0.8670636738433349,0.9340659340659341,0.8994708994708995,0.9308641975308642,0.95,1.0,0.9600000000000003,0.9545454545454544,0.8910174542358448,0.9523809523809522,0.95,0.9444444444444446
