times,population,R0,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23
4050.0,0.7636964092638333,0.498286435786436,0.9655172413793102,0.9655172413793102,0.9498069498069499,1.0,0.9615384615384612,0.9666666666666667,1.0,0.931034482758621,0.9545454545454548,0.8805409785460728,0.956521739130435,0.952325581395349,0.9139987445072193,0.9583333333333331,1.0,1.0,1.0,0.962962962962963,0.9441786283891547,0.9666666666666667,0.90037577756876,0.9714285714285718,0.9714285714285718
4052.0,0.7636964092638333,0.498286435786436,0.9655172413793102,0.9655172413793102,0.9498069498069499,1.0,0.9615384615384612,0.9666666666666667,1.0,0.931034482758621,0.9545454545454548,0.8805409785460728,0.956521739130435,0.952325581395349,0.9139987445072193,0.9583333333333331,1.0,1.0,1.0,0.962962962962963,0.9441786283891547,0.9666666666666667,0.90037577756876,0.9714285714285718,0.9714285714285718
4066.0,0.7566251462150937,0.498286435786436,0.9655172413793102,0.9655172413793102,0.9498069498069499,1.0,0.9615384615384612,0.9666666666666667,1.0,0.931034482758621,0.9545454545454548,0.8805409785460728,0.956521739130435,0.952325581395349,0.9139987445072193,0.9583333333333331,1.0,1.0,1.0,0.962962962962963,0.9441786283891547,0.9666666666666667,0.90037577756876,0.9714285714285718,0.9714285714285718
4085.0,0.7566251462150937,0.498286435786436,0.9655172413793102,0.9655172413793102,0.9498069498069499,1.0,0.9615384615384612,0.9666666666666667,1.0,0.931034482758621,0.9545454545454548,0.8805409785460728,0.956521739130435,0.952325581395349,0.9139987445072193,0.9583333333333331,1.0,1.0,1.0,0.962962962962963,0.9441786283891547,0.9666666666666667,0.90037577756876,0.9714285714285718,0.9714285714285718
4178.0,0.7566251462150937,0.498286435786436,0.9655172413793102,0.9655172413793102,0.9498069498069499,1.0,0.9615384615384612,0.9666666666666667,1.0,0.931034482758621,0.9545454545454548,0.8805409785460728,0.956521739130435,0.952325581395349,0.9139987445072193,0.9583333333333331,1.0,1.0,1.0,0.962962962962963,0.9441786283891547,0.9666666666666667,0.90037577756876,0.9714285714285718,0.9714285714285718
4181.0,0.7566251462150937,0.498286435786436,0.9655172413793102,0.9655172413793102,0.9498069498069499,1.0,0.9615384615384612,0.9666666666666667,1.0,0.931034482758621,0.9545454545454548,0.8805409785460728,0.956521739130435,0.952325581395349,0.9139987445072193,0.9583333333333331,1.0,1.0,1.0,0.962962962962963,0.9441786283891547,0.9666666666666667,0.90037577756876,0.9714285714285718,0.9714285714285718
4212.0,0.7493499044245642,0.498286435786436,0.9655172413793102,0.9655172413793102,0.9234234234234234,0.95,0.9615384615384612,0.9666666666666667,1.0,0.931034482758621,0.9545454545454548,0.8805409785460728,0.956521739130435,0.952325581395349,0.8911487758945387,0.9583333333333331,1.0,1.0,1.0,0.962962962962963,0.9146730462519936,0.9666666666666667,0.8803674269561208,0.9714285714285718,0.9714285714285718
4227.0,0.7493499044245642,0.498286435786436,0.9655172413793102,0.9655172413793102,0.9234234234234234,0.95,0.9615384615384612,0.9666666666666667,1.0,0.931034482758621,0.9545454545454548,0.8805409785460728,0.956521739130435,0.952325581395349,0.8911487758945387,0.9583333333333331,1.0,1.0,1.0,0.962962962962963,0.9146730462519936,0.9666666666666667,0.8803674269561208,0.9714285714285718,0.9714285714285718
4279.0,0.7493499044245642,0.498286435786436,0.9655172413793102,0.9655172413793102,0.9234234234234234,0.95,0.9615384615384612,0.9666666666666667,1.0,0.931034482758621,0.9545454545454548,0.8805409785460728,0.956521739130435,0.952325581395349,0.8911487758945387,0.9583333333333331,1.0,1.0,1.0,0.962962962962963,0.9146730462519936,0.9666666666666667,0.8803674269561208,0.9714285714285718,0.9714285714285718
4297.0,0.7493499044245642,0.498286435786436,0.9655172413793102,0.9655172413793102,0.9234234234234234,0.95,0.9615384615384612,0.9666666666666667,1.0,0.931034482758621,0.9545454545454548,0.8805409785460728,0.956521739130435,0.952325581395349,0.8911487758945387,0.9583333333333331,1.0,1.0,1.0,0.962962962962963,0.9146730462519936,0.9666666666666667,0.8803674269561208,0.9714285714285718,0.9714285714285718
4327.0,0.7493499044245642,0.498286435786436,0.9655172413793102,0.9655172413793102,0.9234234234234234,0.95,0.9615384615384612,0.9666666666666667,1.0,0.931034482758621,0.9545454545454548,0.8805409785460728,0.956521739130435,0.952325581395349,0.8911487758945387,0.9583333333333331,1.0,1.0,1.0,0.962962962962963,0.9146730462519936,0.9666666666666667,0.8803674269561208,0.9714285714285718,0.9714285714285718
4352.0,0.7493499044245642,0.498286435786436,0.9655172413793102,0.9655172413793102,0.9234234234234234,0.95,0.9615384615384612,0.9666666666666667,1.0,0.931034482758621,0.9545454545454548,0.8805409785460728,0.956521739130435,0.952325581395349,0.8911487758945387,0.9583333333333331,1.0,1.0,1.0,0.962962962962963,0.9146730462519936,0.9666666666666667,0.8803674269561208,0.9714285714285718,0.9714285714285718
4353.0,0.7417034768283948,0.498286435786436,0.9655172413793102,0.9297573435504468,0.8945664414414415,0.95,0.9615384615384612,0.9666666666666667,0.9523809523809522,0.931034482758621,0.9545454545454548,0.8579630047371992,0.956521739130435,0.9234672304439747,0.8911487758945387,0.9583333333333331,0.9444444444444446,0.9333333333333331,0.95,0.9228395061728394,0.8831325963812351,0.9308641975308642,0.8594062977428799,0.9340659340659341,0.9354497354497358
4415.0,0.7340570492322257,0.498286435786436,0.9235382308845577,0.9297573435504468,0.8657094594594595,0.95,0.9197324414715718,0.9321428571428574,0.9047619047619045,0.931034482758621,0.9545454545454548,0.8579630047371992,0.956521739130435,0.9234672304439747,0.8670636738433349,0.9583333333333331,0.9444444444444446,0.9333333333333331,0.95,0.9228395061728394,0.8831325963812351,0.9308641975308642,0.8594062977428799,0.9340659340659341,0.8994708994708995
4472.0,0.7340570492322257,0.498286435786436,0.9235382308845577,0.9297573435504468,0.8657094594594595,0.95,0.9197324414715718,0.9321428571428574,0.9047619047619045,0.931034482758621,0.9545454545454548,0.8579630047371992,0.956521739130435,0.9234672304439747,0.8670636738433349,0.9583333333333331,0.9444444444444446,0.9333333333333331,0.95,0.9228395061728394,0.8831325963812351,0.9308641975308642,0.8594062977428799,0.9340659340659341,0.8994708994708995
4487.0,0.7340570492322257,0.498286435786436,0.9235382308845577,0.9297573435504468,0.8657094594594595,0.95,0.9197324414715718,0.9321428571428574,0.9047619047619045,0.931034482758621,0.9545454545454548,0.8579630047371992,0.956521739130435,0.9234672304439747,0.8670636738433349,0.9583333333333331,0.9444444444444446,0.9333333333333331,0.95,0.9228395061728394,0.8831325963812351,0.9308641975308642,0.8594062977428799,0.9340659340659341,0.8994708994708995
4537.0,0.7340570492322257,0.498286435786436,0.9235382308845577,0.9297573435504468,0.8657094594594595,0.95,0.9197324414715718,0.9321428571428574,0.9047619047619045,0.931034482758621,0.9545454545454548,0.8579630047371992,0.956521739130435,0.9234672304439747,0.8670636738433349,0.9583333333333331,0.9444444444444446,0.9333333333333331,0.95,0.9228395061728394,0.8831325963812351,0.9308641975308642,0.8594062977428799,0.9340659340659341,0.8994708994708995
4555.0,0.7340570492322257,0.498286435786436,0.9235382308845577,0.9297573435504468,0.8657094594594595,0.95,0.9197324414715718,0.9321428571428574,0.9047619047619045,0.931034482758621,0.9545454545454548,0.8579630047371992,0.956521739130435,0.9234672304439747,0.8670636738433349,0.9583333333333331,0.9444444444444446,0.9333333333333331,0.95,0.9228395061728394,0.8831325963812351,0.9308641975308642,0.8594062977428799,0.9340659340659341,0.8994708994708995
4568.0,0.7340570492322257,0.498286435786436,0.9235382308845577,0.9297573435504468,0.8657094594594595,0.95,0.9197324414715718,0.9321428571428574,0.9047619047619045,0.931034482758621,0.9545454545454548,0.8579630047371992,0.956521739130435,0.9234672304439747,0.8670636738433349,0.9583333333333331,0.9444444444444446,0.9333333333333331,0.95,0.9228395061728394,0.8831325963812351,0.9308641975308642,0.8594062977428799,0.9340659340659341,0.8994708994708995
4596.0,0.7340570492322257,0.498286435786436,0.9235382308845577,0.9297573435504468,0.8657094594594595,0.95,0.9197324414715718,0.9321428571428574,0.9047619047619045,0.931034482758621,0.9545454545454548,0.8579630047371992,0.956521739130435,0.9234672304439747,0.8670636738433349,0.9583333333333331,0.9444444444444446,0.9333333333333331,0.95,0.9228395061728394,0.8831325963812351,0.9308641975308642,0.8594062977428799,0.9340659340659341,0.8994708994708995
4603.0,0.7340570492322257,0.498286435786436,0.9235382308845577,0.9297573435504468,0.8657094594594595,0.95,0.9197324414715718,0.9321428571428574,0.9047619047619045,0.931034482758621,0.9545454545454548,0.8579630047371992,0.956521739130435,0.9234672304439747,0.8670636738433349,0.9583333333333331,0.9444444444444446,0.9333333333333331,0.95,0.9228395061728394,0.8831325963812351,0.9308641975308642,0.8594062977428799,0.9340659340659341,0.8994708994708995
4618.0,0.7258092172183809,0.498286435786436,0.9235382308845577,0.9297573435504468,0.8657094594594595,0.95,0.9197324414715718,0.9321428571428574,0.9047619047619045,0.9028213166144204,0.9545454545454548,0.8579630047371992,0.956521739130435,0.9234672304439747,0.8670636738433349,0.9228395061728394,0.9444444444444446,0.9333333333333331,0.95,0.9228395061728394,0.8831325963812351,0.9308641975308642,0.8594062977428799,0.9340659340659341,0.8994708994708995
4642.0,0.7258092172183809,0.498286435786436,0.9235382308845577,0.9297573435504468,0.8657094594594595,0.95,0.9197324414715718,0.9321428571428574,0.9047619047619045,0.9028213166144204,0.9545454545454548,0.8579630047371992,0.956521739130435,0.9234672304439747,0.8670636738433349,0.9228395061728394,0.9444444444444446,0.9333333333333331,0.95,0.9228395061728394,0.8831325963812351,0.9308641975308642,0.8594062977428799,0.9340659340659341,0.8994708994708995
4652.0,0.7258092172183809,0.498286435786436,0.9235382308845577,0.9297573435504468,0.8657094594594595,0.95,0.9197324414715718,0.9321428571428574,0.9047619047619045,0.9028213166144204,0.9545454545454548,0.8579630047371992,0.956521739130435,0.9234672304439747,0.8670636738433349,0.9228395061728394,0.9444444444444446,0.9333333333333331,0.95,0.9228395061728394,0.8831325963812351,0.9308641975308642,0.8594062977428799,0.9340659340659341,0.8994708994708995
4672.0,0.7258092172183809,0.498286435786436,0.9235382308845577,0.9297573435504468,0.8657094594594595,0.95,0.9197324414715718,0.9321428571428574,0.9047619047619045,0.9028213166144204,0.9545454545454548,0.8579630047371992,0.956521739130435,0.9234672304439747,0.8670636738433349,0.9228395061728394,0.9444444444444446,0.9333333333333331,0.95,0.9228395061728394,0.8831325963812351,0.9308641975308642,0.8594062977428799,0.9340659340659341,0.8994708994708995
4675.0,0.7258092172183809,0.498286435786436,0.9235382308845577,0.9297573435504468,0.8657094594594595,0.95,0.9197324414715718,0.9321428571428574,0.9047619047619045,0.9028213166144204,0.9545454545454548,0.8579630047371992,0.956521739130435,0.9234672304439747,0.8670636738433349,0.9228395061728394,0.9444444444444446,0.9333333333333331,0.95,0.9228395061728394,0.8831325963812351,0.9308641975308642,0.8594062977428799,0.9340659340659341,0.8994708994708995
4681.0,0.7258092172183809,0.498286435786436,0.9235382308845577,0.9297573435504468,0.8657094594594595,0.95,0.9197324414715718,0.9321428571428574,0.9047619047619045,0.9028213166144204,0.9545454545454548,0.8579630047371992,0.956521739130435,0.9234672304439747,0.8670636738433349,0.9228395061728394,0.9444444444444446,0.9333333333333331,0.95,0.9228395061728394,0.8831325963812351,0.9308641975308642,0.8594062977428799,0.9340659340659341,0.8994708994708995
4691.0,0.7258092172183809,0.498286435786436,0.9235382308845577,0.9297573435504468,0.8657094594594595,0.95,0.9197324414715718,0.9321428571428574,0.9047619047619045,0.9028213166144204,0.9545454545454548,0.8579630047371992,0.956521739130435,0.9234672304439747,0.8670636738433349,0.9228395061728394,0.9444444444444446,0.9333333333333331,0.95,0.9228395061728394,0.8831325963812351,0.9308641975308642,0.8594062977428799,0.9340659340659341,0.8994708994708995
4720.0,0.7258092172183809,0.498286435786436,0.9235382308845577,0.9297573435504468,0.8657094594594595,0.95,0.9197324414715718,0.9321428571428574,0.9047619047619045,0.9028213166144204,0.9545454545454548,0.8579630047371992,0.956521739130435,0.9234672304439747,0.8670636738433349,0.9228395061728394,0.9444444444444446,0.9333333333333331,0.95,0.9228395061728394,0.8831325963812351,0.9308641975308642,0.8594062977428799,0.9340659340659341,0.8994708994708995
4744.0,0.7258092172183809,0.498286435786436,0.9235382308845577,0.9297573435504468,0.8657094594594595,0.95,0.9197324414715718,0.9321428571428574,0.9047619047619045,0.9028213166144204,0.9545454545454548,0.8579630047371992,0.956521739130435,0.9234672304439747,0.8670636738433349,0.9228395061728394,0.9444444444444446,0.9333333333333331,0.95,0.9228395061728394,0.8831325963812351,0.9308641975308642,0.8594062977428799,0.9340659340659341,0.8994708994708995
4791.0,0.7258092172183809,0.498286435786436,0.9235382308845577,0.9297573435504468,0.8657094594594595,0.95,0.9197324414715718,0.9321428571428574,0.9047619047619045,0.9028213166144204,0.9545454545454548,0.8579630047371992,0.956521739130435,0.9234672304439747,0.8670636738433349,0.9228395061728394,0.9444444444444446,0.9333333333333331,0.95,0.9228395061728394,0.8831325963812351,0.9308641975308642,0.8594062977428799,0.9340659340659341,0.8994708994708995
4830.0,0.7258092172183809,0.498286435786436,0.9235382308845577,0.9297573435504468,0.8657094594594595,0.95,0.9197324414715718,0.9321428571428574,0.9047619047619045,0.9028213166144204,0.9545454545454548,0.8579630047371992,0.956521739130435,0.9234672304439747,0.8670636738433349,0.9228395061728394,0.9444444444444446,0.9333333333333331,0.95,0.9228395061728394,0.8831325963812351,0.9308641975308642,0.8594062977428799,0.9340659340659341,0.8994708994708995
4857.0,0.7258092172183809,0.498286435786436,0.9235382308845577,0.9297573435504468,0.8657094594594595,0.95,0.9197324414715718,0.9321428571428574,0.9047619047619045,0.9028213166144204,0.9545454545454548,0.8579630047371992,0.956521739130435,0.9234672304439747,0.8670636738433349,0.9228395061728394,0.9444444444444446,0.9333333333333331,0.95,0.9228395061728394,0.8831325963812351,0.9308641975308642,0.8594062977428799,0.9340659340659341,0.8994708994708995
4863.0,0.7258092172183809,0.498286435786436,0.9235382308845577,0.9297573435504468,0.8657094594594595,0.95,0.9197324414715718,0.9321428571428574,0.9047619047619045,0.9028213166144204,0.9545454545454548,0.8579630047371992,0.956521739130435,0.9234672304439747,0.8670636738433349,0.9228395061728394,0.9444444444444446,0.9333333333333331,0.95,0.9228395061728394,0.8831325963812351,0.9308641975308642,0.8594062977428799,0.9340659340659341,0.8994708994708995
4866.0,0.7258092172183809,0.498286435786436,0.9235382308845577,0.9297573435504468,0.8657094594594595,0.95,0.9197324414715718,0.9321428571428574,0.9047619047619045,0.9028213166144204,0.9545454545454548,0.8579630047371992,0.956521739130435,0.9234672304439747,0.8670636738433349,0.9228395061728394,0.9444444444444446,0.9333333333333331,0.95,0.9228395061728394,0.8831325963812351,0.9308641975308642,0.8594062977428799,0.9340659340659341,0.8994708994708995
4874.0,0.7258092172183809,0.498286435786436,0.9235382308845577,0.9297573435504468,0.8657094594594595,0.95,0.9197324414715718,0.9321428571428574,0.9047619047619045,0.9028213166144204,0.9545454545454548,0.8579630047371992,0.956521739130435,0.9234672304439747,0.8670636738433349,0.9228395061728394,0.9444444444444446,0.9333333333333331,0.95,0.9228395061728394,0.8831325963812351,0.9308641975308642,0.8594062977428799,0.9340659340659341,0.8994708994708995
4925.0,0.7258092172183809,0.498286435786436,0.9235382308845577,0.9297573435504468,0.8657094594594595,0.95,0.9197324414715718,0.9321428571428574,0.9047619047619045,0.9028213166144204,0.9545454545454548,0.8579630047371992,0.956521739130435,0.9234672304439747,0.8670636738433349,0.9228395061728394,0.9444444444444446,0.9333333333333331,0.95,0.9228395061728394,0.8831325963812351,0.9308641975308642,0.8594062977428799,0.9340659340659341,0.8994708994708995
4952.0,0.7258092172183809,0.498286435786436,0.9235382308845577,0.9297573435504468,0.8657094594594595,0.95,0.9197324414715718,0.9321428571428574,0.9047619047619045,0.9028213166144204,0.9545454545454548,0.8579630047371992,0.956521739130435,0.9234672304439747,0.8670636738433349,0.9228395061728394,0.9444444444444446,0.9333333333333331,0.95,0.9228395061728394,0.8831325963812351,0.9308641975308642,0.8594062977428799,0.9340659340659341,0.8994708994708995
4980.0,0.7258092172183809,0.498286435786436,0.9235382308845577,0.9297573435504468,0.8657094594594595,0.95,0.9197324414715718,0.9321428571428574,0.9047619047619045,0.9028213166144204,0.9545454545454548,0.8579630047371992,0.956521739130435,0.9234672304439747,0.8670636738433349,0.9228395061728394,0.9444444444444446,0.9333333333333331,0.95,0.9228395061728394,0.8831325963812351,0.9308641975308642,0.8594062977428799,0.9340659340659341,0.8994708994708995
5012.0,0.7258092172183809,0.498286435786436,0.9235382308845577,0.9297573435504468,0.8657094594594595,0.95,0.9197324414715718,0.9321428571428574,0.9047619047619045,0.9028213166144204,0.9545454545454548,0.8579630047371992,0.956521739130435,0.9234672304439747,0.8670636738433349,0.9228395061728394,0.9444444444444446,0.9333333333333331,0.95,0.9228395061728394,0.8831325963812351,0.9308641975308642,0.8594062977428799,0.9340659340659341,0.8994708994708995
5014.0,0.7258092172183809,0.498286435786436,0.9235382308845577,0.9297573435504468,0.8657094594594595,0.95,0.9197324414715718,0.9321428571428574,0.9047619047619045,0.9028213166144204,0.9545454545454548,0.8579630047371992,0.956521739130435,0.9234672304439747,0.8670636738433349,0.9228395061728394,0.9444444444444446,0.9333333333333331,0.95,0.9228395061728394,0.8831325963812351,0.9308641975308642,0.8594062977428799,0.9340659340659341,0.8994708994708995
5035.0,0.7258092172183809,0.498286435786436,0.9235382308845577,0.9297573435504468,0.8657094594594595,0.95,0.9197324414715718,0.9321428571428574,0.9047619047619045,0.9028213166144204,0.9545454545454548,0.8579630047371992,0.956521739130435,0.9234672304439747,0.8670636738433349,0.9228395061728394,0.9444444444444446,0.9333333333333331,0.95,0.9228395061728394,0.8831325963812351,0.9308641975308642,0.8594062977428799,0.9340659340659341,0.8994708994708995
5038.0,0.7258092172183809,0.498286435786436,0.9235382308845577,0.9297573435504468,0.8657094594594595,0.95,0.9197324414715718,0.9321428571428574,0.9047619047619045,0.9028213166144204,0.9545454545454548,0.8579630047371992,0.956521739130435,0.9234672304439747,0.8670636738433349,0.9228395061728394,0.9444444444444446,0.9333333333333331,0.95,0.9228395061728394,0.8831325963812351,0.9308641975308642,0.8594062977428799,0.9340659340659341,0.8994708994708995
5101.0,0.7258092172183809,0.498286435786436,0.9235382308845577,0.9297573435504468,0.8657094594594595,0.95,0.9197324414715718,0.9321428571428574,0.9047619047619045,0.9028213166144204,0.9545454545454548,0.8579630047371992,0.956521739130435,0.9234672304439747,0.8670636738433349,0.9228395061728394,0.9444444444444446,0.9333333333333331,0.95,0.9228395061728394,0.8831325963812351,0.9308641975308642,0.8594062977428799,0.9340659340659341,0.8994708994708995
5110.0,0.7258092172183809,0.498286435786436,0.9235382308845577,0.9297573435504468,0.8657094594594595,0.95,0.9197324414715718,0.9321428571428574,0.9047619047619045,0.9028213166144204,0.9545454545454548,0.8579630047371992,0.956521739130435,0.9234672304439747,0.8670636738433349,0.9228395061728394,0.9444444444444446,0.9333333333333331,0.95,0.9228395061728394,0.8831325963812351,0.9308641975308642,0.8594062977428799,0.9340659340659341,0.8994708994708995
5137.0,0.7258092172183809,0.498286435786436,0.9235382308845577,0.9297573435504468,0.8657094594594595,0.95,0.9197324414715718,0.9321428571428574,0.9047619047619045,0.9028213166144204,0.9545454545454548,0.8579630047371992,0.956521739130435,0.9234672304439747,0.8670636738433349,0.9228395061728394,0.9444444444444446,0.9333333333333331,0.95,0.9228395061728394,0.8831325963812351,0.9308641975308642,0.8594062977428799,0.9340659340659341,0.8994708994708995
5156.0,0.7258092172183809,0.498286435786436,0.9235382308845577,0.9297573435504468,0.8657094594594595,0.95,0.9197324414715718,0.9321428571428574,0.9047619047619045,0.9028213166144204,0.9545454545454548,0.8579630047371992,0.956521739130435,0.9234672304439747,0.8670636738433349,0.9228395061728394,0.9444444444444446,0.9333333333333331,0.95,0.9228395061728394,0.8831325963812351,0.9308641975308642,0.8594062977428799,0.9340659340659341,0.8994708994708995
5181.0,0.7258092172183809,0.498286435786436,0.9235382308845577,0.9297573435504468,0.8657094594594595,0.95,0.9197324414715718,0.9321428571428574,0.9047619047619045,0.9028213166144204,0.9545454545454548,0.8579630047371992,0.956521739130435,0.9234672304439747,0.8670636738433349,0.9228395061728394,0.9444444444444446,0.9333333333333331,0.95,0.9228395061728394,0.8831325963812351,0.9308641975308642,0.8594062977428799,0.9340659340659341,0.8994708994708995
5228.0,0.7258092172183809,0.498286435786436,0.9235382308845577,0.9297573435504468,0.8657094594594595,0.95,0.9197324414715718,0.9321428571428574,0.9047619047619045,0.9028213166144204,0.9545454545454548,0.8579630047371992,0.956521739130435,0.9234672304439747,0.8670636738433349,0.9228395061728394,0.9444444444444446,0.9333333333333331,0.95,0.9228395061728394,0.8831325963812351,0.9308641975308642,0.8594062977428799,0.9340659340659341,0.8994708994708995
5238.0,0.7258092172183809,0.498286435786436,0.9235382308845577,0.9297573435504468,0.8657094594594595,0.95,0.9197324414715718,0.9321428571428574,0.9047619047619045,0.9028213166144204,0.9545454545454548,0.8579630047371992,0.956521739130435,0.9234672304439747,0.8670636738433349,0.9228395061728394,0.9444444444444446,0.9333333333333331,0.95,0.9228395061728394,0.8831325963812351,0.9308641975308642,0.8594062977428799,0.9340659340659341,0.8994708994708995
5306.0,0.7258092172183809,0.498286435786436,0.9235382308845577,0.9297573435504468,0.8657094594594595,0.95,0.9197324414715718,0.9321428571428574,0.9047619047619045,0.9028213166144204,0.9545454545454548,0.8579630047371992,0.956521739130435,0.9234672304439747,0.8670636738433349,0.9228395061728394,0.9444444444444446,0.9333333333333331,0.95,0.9228395061728394,0.8831325963812351,0.9308641975308642,0.8594062977428799,0.9340659340659341,0.8994708994708995
5316.0,0.7258092172183809,0.498286435786436,0.9235382308845577,0.9297573435504468,0.8657094594594595,0.95,0.9197324414715718,0.9321428571428574,0.9047619047619045,0.9028213166144204,0.9545454545454548,0.8579630047371992,0.956521739130435,0.9234672304439747,0.8670636738433349,0.9228395061728394,0.9444444444444446,0.9333333333333331,0.95,0.9228395061728394,0.8831325963812351,0.9308641975308642,0.8594062977428799,0.9340659340659341,0.8994708994708995
5359.0,0.7258092172183809,0.498286435786436,0.9235382308845577,0.9297573435504468,0.8657094594594595,0.95,0.9197324414715718,0.9321428571428574,0.9047619047619045,0.9028213166144204,0.9545454545454548,0.8579630047371992,0.956521739130435,0.9234672304439747,0.8670636738433349,0.9228395061728394,0.9444444444444446,0.9333333333333331,0.95,0.9228395061728394,0.8831325963812351,0.9308641975308642,0.8594062977428799,0.9340659340659341,0.8994708994708995
5379.0,0.7258092172183809,0.498286435786436,0.9235382308845577,0.9297573435504468,0.8657094594594595,0.95,0.9197324414715718,0.9321428571428574,0.9047619047619045,0.9028213166144204,0.9545454545454548,0.8579630047371992,0.956521739130435,0.9234672304439747,0.8670636738433349,0.9228395061728394,0.9444444444444446,0.9333333333333331,0.95,0.9228395061728394,0.8831325963812351,0.9308641975308642,0.8594062977428799,0.9340659340659341,0.8994708994708995
5406.0,0.7258092172183809,0.498286435786436,0.9235382308845577,0.9297573435504468,0.8657094594594595,0.95,0.9197324414715718,0.9321428571428574,0.9047619047619045,0.9028213166144204,0.9545454545454548,0.8579630047371992,0.956521739130435,0.9234672304439747,0.8670636738433349,0.9228395061728394,0.9444444444444446,0.9333333333333331,0.95,0.9228395061728394,0.8831325963812351,0.9308641975308642,0.8594062977428799,0.9340659340659341,0.8994708994708995
5433.0,0.7258092172183809,0.498286435786436,0.9235382308845577,0.9297573435504468,0.8657094594594595,0.95,0.9197324414715718,0.9321428571428574,0.9047619047619045,0.9028213166144204,0.9545454545454548,0.8579630047371992,0.956521739130435,0.9234672304439747,0.8670636738433349,0.9228395061728394,0.9444444444444446,0.9333333333333331,0.95,0.9228395061728394,0.8831325963812351,0.9308641975308642,0.8594062977428799,0.9340659340659341,0.8994708994708995
5519.0,0.7258092172183809,0.498286435786436,0.9235382308845577,0.9297573435504468,0.8657094594594595,0.95,0.9197324414715718,0.9321428571428574,0.9047619047619045,0.9028213166144204,0.9545454545454548,0.8579630047371992,0.956521739130435,0.9234672304439747,0.8670636738433349,0.9228395061728394,0.9444444444444446,0.9333333333333331,0.95,0.9228395061728394,0.8831325963812351,0.9308641975308642,0.8594062977428799,0.9340659340659341,0.8994708994708995
5530.0,0.7258092172183809,0.498286435786436,0.9235382308845577,0.9297573435504468,0.8657094594594595,0.95,0.9197324414715718,0.9321428571428574,0.9047619047619045,0.9028213166144204,0.9545454545454548,0.8579630047371992,0.956521739130435,0.9234672304439747,0.8670636738433349,0.9228395061728394,0.9444444444444446,0.9333333333333331,0.95,0.9228395061728394,0.8831325963812351,0.9308641975308642,0.8594062977428799,0.9340659340659341,0.8994708994708995
5533.0,0.7258092172183809,0.498286435786436,0.9235382308845577,0.9297573435504468,0.8657094594594595,0.95,0.9197324414715718,0.9321428571428574,0.9047619047619045,0.9028213166144204,0.9545454545454548,0.8579630047371992,0.956521739130435,0.9234672304439747,0.8670636738433349,0.9228395061728394,0.9444444444444446,0.9333333333333331,0.95,0.9228395061728394,0.8831325963812351,0.9308641975308642,0.8594062977428799,0.9340659340659341,0.8994708994708995
5551.0,0.7258092172183809,0.498286435786436,0.9235382308845577,0.9297573435504468,0.8657094594594595,0.95,0.9197324414715718,0.9321428571428574,0.9047619047619045,0.9028213166144204,0.9545454545454548,0.8579630047371992,0.956521739130435,0.9234672304439747,0.8670636738433349,0.9228395061728394,0.9444444444444446,0.9333333333333331,0.95,0.9228395061728394,0.8831325963812351,0.9308641975308642,0.8594062977428799,0.9340659340659341,0.8994708994708995
5571.0,0.7258092172183809,0.498286435786436,0.9235382308845577,0.9297573435504468,0.8657094594594595,0.95,0.9197324414715718,0.9321428571428574,0.9047619047619045,0.9028213166144204,0.9545454545454548,0.8579630047371992,0.956521739130435,0.9234672304439747,0.8670636738433349,0.9228395061728394,0.9444444444444446,0.9333333333333331,0.95,0.9228395061728394,0.8831325963812351,0.9308641975308642,0.8594062977428799,0.9340659340659341,0.8994708994708995
5602.0,0.7258092172183809,0.498286435786436,0.9235382308845577,0.9297573435504468,0.8657094594594595,0.95,0.9197324414715718,0.9321428571428574,0.9047619047619045,0.9028213166144204,0.9545454545454548,0.8579630047371992,0.956521739130435,0.9234672304439747,0.8670636738433349,0.9228395061728394,0.9444444444444446,0.9333333333333331,0.95,0.9228395061728394,0.8831325963812351,0.9308641975308642,0.8594062977428799,0.9340659340659341,0.8994708994708995
5612.0,0.7258092172183809,0.498286435786436,0.9235382308845577,0.9297573435504468,0.8657094594594595,0.95,0.9197324414715718,0.9321428571428574,0.9047619047619045,0.9028213166144204,0.9545454545454548,0.8579630047371992,0.956521739130435,0.9234672304439747,0.8670636738433349,0.9228395061728394,0.9444444444444446,0.9333333333333331,0.95,0.9228395061728394,0.8831325963812351,0.9308641975308642,0.8594062977428799,0.9340659340659341,0.8994708994708995
5651.0,0.7258092172183809,0.498286435786436,0.9235382308845577,0.9297573435504468,0.8657094594594595,0.95,0.9197324414715718,0.9321428571428574,0.9047619047619045,0.9028213166144204,0.9545454545454548,0.8579630047371992,0.956521739130435,0.9234672304439747,0.8670636738433349,0.9228395061728394,0.9444444444444446,0.9333333333333331,0.95,0.9228395061728394,0.8831325963812351,0.9308641975308642,0.8594062977428799,0.9340659340659341,0.8994708994708995
