times,population,R0,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25,R26,R27,R28
3544.0,0.7844718760016846,0.5481150793650795,0.9761904761904763,1.0,0.931034482758621,0.9761904761904763,1.0,0.9714285714285718,0.95,0.5107142857142857,0.9714285714285718,1.0,0.44999999999999996,0.9714285714285718,0.9736842105263158,0.9583333333333331,1.0,0.96875,0.9736842105263158,1.0,1.0,0.952325581395349,0.48347107438016523,1.0,0.9655172413793102,0.9545454545454548,1.0,1.0,0.972972972972973,0.9655172413793102
3555.0,0.7844718760016846,0.5481150793650795,0.9761904761904763,1.0,0.931034482758621,0.9761904761904763,1.0,0.9714285714285718,0.95,0.5107142857142857,0.9714285714285718,1.0,0.44999999999999996,0.9714285714285718,0.9736842105263158,0.9583333333333331,1.0,0.96875,0.9736842105263158,1.0,1.0,0.952325581395349,0.48347107438016523,1.0,0.9655172413793102,0.9545454545454548,1.0,1.0,0.972972972972973,0.9655172413793102
3608.0,0.7844718760016846,0.5481150793650795,0.9761904761904763,1.0,0.931034482758621,0.9761904761904763,1.0,0.9714285714285718,0.95,0.5107142857142857,0.9714285714285718,1.0,0.44999999999999996,0.9714285714285718,0.9736842105263158,0.9583333333333331,1.0,0.96875,0.9736842105263158,1.0,1.0,0.952325581395349,0.48347107438016523,1.0,0.9655172413793102,0.9545454545454548,1.0,1.0,0.972972972972973,0.9655172413793102
3614.0,0.7844718760016846,0.5481150793650795,0.9761904761904763,1.0,0.931034482758621,0.9761904761904763,1.0,0.9714285714285718,0.95,0.5107142857142857,0.9714285714285718,1.0,0.44999999999999996,0.9714285714285718,0.9736842105263158,0.9583333333333331,1.0,0.96875,0.9736842105263158,1.0,1.0,0.952325581395349,0.48347107438016523,1.0,0.9655172413793102,0.9545454545454548,1.0,1.0,0.972972972972973,0.9655172413793102
3721.0,0.7844718760016846,0.5481150793650795,0.9761904761904763,1.0,0.931034482758621,0.9761904761904763,1.0,0.9714285714285718,0.95,0.5107142857142857,0.9714285714285718,1.0,0.44999999999999996,0.9714285714285718,0.9736842105263158,0.9583333333333331,1.0,0.96875,0.9736842105263158,1.0,1.0,0.952325581395349,0.48347107438016523,1.0,0.9655172413793102,0.9545454545454548,1.0,1.0,0.972972972972973,0.9655172413793102
3771.0,0.7844718760016846,0.5481150793650795,0.9761904761904763,1.0,0.931034482758621,0.9761904761904763,1.0,0.9714285714285718,0.95,0.5107142857142857,0.9714285714285718,1.0,0.44999999999999996,0.9714285714285718,0.9736842105263158,0.9583333333333331,1.0,0.96875,0.9736842105263158,1.0,1.0,0.952325581395349,0.48347107438016523,1.0,0.9655172413793102,0.9545454545454548,1.0,1.0,0.972972972972973,0.9655172413793102
3779.0,0.7844718760016846,0.5481150793650795,0.9761904761904763,1.0,0.931034482758621,0.9761904761904763,1.0,0.9714285714285718,0.95,0.5107142857142857,0.9714285714285718,1.0,0.44999999999999996,0.9714285714285718,0.9736842105263158,0.9583333333333331,1.0,0.96875,0.9736842105263158,1.0,1.0,0.952325581395349,0.48347107438016523,1.0,0.9655172413793102,0.9545454545454548,1.0,1.0,0.972972972972973,0.9655172413793102
3782.0,0.7844718760016846,0.5481150793650795,0.9761904761904763,1.0,0.931034482758621,0.9761904761904763,1.0,0.9714285714285718,0.95,0.5107142857142857,0.9714285714285718,1.0,0.44999999999999996,0.9714285714285718,0.9736842105263158,0.9583333333333331,1.0,0.96875,0.9736842105263158,1.0,1.0,0.952325581395349,0.48347107438016523,1.0,0.9655172413793102,0.9545454545454548,1.0,1.0,0.972972972972973,0.9655172413793102
3800.0,0.7844718760016846,0.5481150793650795,0.9761904761904763,1.0,0.931034482758621,0.9761904761904763,1.0,0.9714285714285718,0.95,0.5107142857142857,0.9714285714285718,1.0,0.44999999999999996,0.9714285714285718,0.9736842105263158,0.9583333333333331,1.0,0.96875,0.9736842105263158,1.0,1.0,0.952325581395349,0.48347107438016523,1.0,0.9655172413793102,0.9545454545454548,1.0,1.0,0.972972972972973,0.9655172413793102
3822.0,0.7777091874154634,0.498286435786436,0.9761904761904763,1.0,0.931034482758621,0.9761904761904763,1.0,0.9390476190476194,0.9193548387096774,0.4468750000000001,0.9714285714285718,1.0,0.39375,0.9714285714285718,0.9736842105263158,0.9583333333333331,1.0,0.96875,0.9347368421052634,1.0,1.0,0.952325581395349,0.48347107438016523,1.0,0.9655172413793102,0.9545454545454548,1.0,1.0,0.972972972972973,0.9655172413793102
3855.0,0.7777091874154634,0.498286435786436,0.9761904761904763,1.0,0.931034482758621,0.9761904761904763,1.0,0.9390476190476194,0.9193548387096774,0.4468750000000001,0.9714285714285718,1.0,0.39375,0.9714285714285718,0.9736842105263158,0.9583333333333331,1.0,0.96875,0.9347368421052634,1.0,1.0,0.952325581395349,0.48347107438016523,1.0,0.9655172413793102,0.9545454545454548,1.0,1.0,0.972972972972973,0.9655172413793102
3900.0,0.7777091874154634,0.498286435786436,0.9761904761904763,1.0,0.931034482758621,0.9761904761904763,1.0,0.9390476190476194,0.9193548387096774,0.4468750000000001,0.9714285714285718,1.0,0.39375,0.9714285714285718,0.9736842105263158,0.9583333333333331,1.0,0.96875,0.9347368421052634,1.0,1.0,0.952325581395349,0.48347107438016523,1.0,0.9655172413793102,0.9545454545454548,1.0,1.0,0.972972972972973,0.9655172413793102
3914.0,0.7777091874154634,0.498286435786436,0.9761904761904763,1.0,0.931034482758621,0.9761904761904763,1.0,0.9390476190476194,0.9193548387096774,0.4468750000000001,0.9714285714285718,1.0,0.39375,0.9714285714285718,0.9736842105263158,0.9583333333333331,1.0,0.96875,0.9347368421052634,1.0,1.0,0.952325581395349,0.48347107438016523,1.0,0.9655172413793102,0.9545454545454548,1.0,1.0,0.972972972972973,0.9655172413793102
3964.0,0.7777091874154634,0.498286435786436,0.9761904761904763,1.0,0.931034482758621,0.9761904761904763,1.0,0.9390476190476194,0.9193548387096774,0.4468750000000001,0.9714285714285718,1.0,0.39375,0.9714285714285718,0.9736842105263158,0.9583333333333331,1.0,0.96875,0.9347368421052634,1.0,1.0,0.952325581395349,0.48347107438016523,1.0,0.9655172413793102,0.9545454545454548,1.0,1.0,0.972972972972973,0.9655172413793102
3976.0,0.7707027983396488,0.498286435786436,0.9761904761904763,0.962962962962963,0.931034482758621,0.9498069498069499,1.0,0.9390476190476194,0.9193548387096774,0.4468750000000001,0.9714285714285718,1.0,0.39375,0.9714285714285718,0.9441786283891547,0.9583333333333331,0.9655172413793102,0.96875,0.9347368421052634,0.9600000000000003,1.0,0.952325581395349,0.48347107438016523,1.0,0.9216300940438867,0.9545454545454548,0.9666666666666667,1.0,0.972972972972973,0.9655172413793102
4050.0,0.7636964092638333,0.498286435786436,0.9761904761904763,0.962962962962963,0.931034482758621,0.9498069498069499,1.0,0.9390476190476194,0.9193548387096774,0.4468750000000001,0.9714285714285718,1.0,0.39375,0.9714285714285718,0.9441786283891547,0.9583333333333331,0.9655172413793102,0.96875,0.9347368421052634,0.9600000000000003,1.0,0.952325581395349,0.48347107438016523,1.0,0.9216300940438867,0.9545454545454548,0.9666666666666667,1.0,0.972972972972973,0.9655172413793102
4052.0,0.7636964092638333,0.498286435786436,0.9761904761904763,0.962962962962963,0.931034482758621,0.9498069498069499,1.0,0.9390476190476194,0.9193548387096774,0.4468750000000001,0.9714285714285718,1.0,0.39375,0.9714285714285718,0.9441786283891547,0.9583333333333331,0.9655172413793102,0.96875,0.9347368421052634,0.9600000000000003,1.0,0.952325581395349,0.48347107438016523,1.0,0.9216300940438867,0.9545454545454548,0.9666666666666667,1.0,0.972972972972973,0.9655172413793102
4066.0,0.7566251462150937,0.498286435786436,0.9761904761904763,0.962962962962963,0.931034482758621,0.9498069498069499,1.0,0.9390476190476194,0.9193548387096774,0.4468750000000001,0.9714285714285718,1.0,0.39375,0.9714285714285718,0.9441786283891547,0.9583333333333331,0.9655172413793102,0.96875,0.9347368421052634,0.9600000000000003,1.0,0.952325581395349,0.48347107438016523,1.0,0.9216300940438867,0.9545454545454548,0.9666666666666667,1.0,0.972972972972973,0.9655172413793102
4085.0,0.7566251462150937,0.498286435786436,0.9761904761904763,0.962962962962963,0.931034482758621,0.9498069498069499,1.0,0.9390476190476194,0.9193548387096774,0.4468750000000001,0.9714285714285718,1.0,0.39375,0.9714285714285718,0.9441786283891547,0.9583333333333331,0.9655172413793102,0.96875,0.9347368421052634,0.9600000000000003,1.0,0.952325581395349,0.48347107438016523,1.0,0.9216300940438867,0.9545454545454548,0.9666666666666667,1.0,0.972972972972973,0.9655172413793102
4178.0,0.7566251462150937,0.498286435786436,0.9761904761904763,0.962962962962963,0.931034482758621,0.9498069498069499,1.0,0.9390476190476194,0.9193548387096774,0.4468750000000001,0.9714285714285718,1.0,0.39375,0.9714285714285718,0.9441786283891547,0.9583333333333331,0.9655172413793102,0.96875,0.9347368421052634,0.9600000000000003,1.0,0.952325581395349,0.48347107438016523,1.0,0.9216300940438867,0.9545454545454548,0.9666666666666667,1.0,0.972972972972973,0.9655172413793102
4181.0,0.7566251462150937,0.498286435786436,0.9761904761904763,0.962962962962963,0.931034482758621,0.9498069498069499,1.0,0.9390476190476194,0.9193548387096774,0.4468750000000001,0.9714285714285718,1.0,0.39375,0.9714285714285718,0.9441786283891547,0.9583333333333331,0.9655172413793102,0.96875,0.9347368421052634,0.9600000000000003,1.0,0.952325581395349,0.48347107438016523,1.0,0.9216300940438867,0.9545454545454548,0.9666666666666667,1.0,0.972972972972973,0.9655172413793102
4212.0,0.7493499044245642,0.498286435786436,0.9761904761904763,0.962962962962963,0.931034482758621,0.9234234234234234,1.0,0.9055102040816332,0.9193548387096774,0.4468750000000001,0.9714285714285718,1.0,0.39375,0.9714285714285718,0.9146730462519936,0.9583333333333331,0.9655172413793102,0.96875,0.9347368421052634,0.9600000000000003,0.9545454545454544,0.952325581395349,0.4230371900826446,1.0,0.9216300940438867,0.9545454545454548,0.9666666666666667,0.95,0.972972972972973,0.9655172413793102
4227.0,0.7493499044245642,0.498286435786436,0.9761904761904763,0.962962962962963,0.931034482758621,0.9234234234234234,1.0,0.9055102040816332,0.9193548387096774,0.4468750000000001,0.9714285714285718,1.0,0.39375,0.9714285714285718,0.9146730462519936,0.9583333333333331,0.9655172413793102,0.96875,0.9347368421052634,0.9600000000000003,0.9545454545454544,0.952325581395349,0.4230371900826446,1.0,0.9216300940438867,0.9545454545454548,0.9666666666666667,0.95,0.972972972972973,0.9655172413793102
4279.0,0.7493499044245642,0.498286435786436,0.9761904761904763,0.962962962962963,0.931034482758621,0.9234234234234234,1.0,0.9055102040816332,0.9193548387096774,0.4468750000000001,0.9714285714285718,1.0,0.39375,0.9714285714285718,0.9146730462519936,0.9583333333333331,0.9655172413793102,0.96875,0.9347368421052634,0.9600000000000003,0.9545454545454544,0.952325581395349,0.4230371900826446,1.0,0.9216300940438867,0.9545454545454548,0.9666666666666667,0.95,0.972972972972973,0.9655172413793102
4297.0,0.7493499044245642,0.498286435786436,0.9761904761904763,0.962962962962963,0.931034482758621,0.9234234234234234,1.0,0.9055102040816332,0.9193548387096774,0.4468750000000001,0.9714285714285718,1.0,0.39375,0.9714285714285718,0.9146730462519936,0.9583333333333331,0.9655172413793102,0.96875,0.9347368421052634,0.9600000000000003,0.9545454545454544,0.952325581395349,0.4230371900826446,1.0,0.9216300940438867,0.9545454545454548,0.9666666666666667,0.95,0.972972972972973,0.9655172413793102
4327.0,0.7493499044245642,0.498286435786436,0.9761904761904763,0.962962962962963,0.931034482758621,0.9234234234234234,1.0,0.9055102040816332,0.9193548387096774,0.4468750000000001,0.9714285714285718,1.0,0.39375,0.9714285714285718,0.9146730462519936,0.9583333333333331,0.9655172413793102,0.96875,0.9347368421052634,0.9600000000000003,0.9545454545454544,0.952325581395349,0.4230371900826446,1.0,0.9216300940438867,0.9545454545454548,0.9666666666666667,0.95,0.972972972972973,0.9655172413793102
4352.0,0.7493499044245642,0.498286435786436,0.9761904761904763,0.962962962962963,0.931034482758621,0.9234234234234234,1.0,0.9055102040816332,0.9193548387096774,0.4468750000000001,0.9714285714285718,1.0,0.39375,0.9714285714285718,0.9146730462519936,0.9583333333333331,0.9655172413793102,0.96875,0.9347368421052634,0.9600000000000003,0.9545454545454544,0.952325581395349,0.4230371900826446,1.0,0.9216300940438867,0.9545454545454548,0.9666666666666667,0.95,0.972972972972973,0.9655172413793102
4353.0,0.7417034768283948,0.498286435786436,0.9761904761904763,0.9228395061728394,0.931034482758621,0.8945664414414415,0.9523809523809522,0.9055102040816332,0.9193548387096774,0.4468750000000001,0.9354497354497358,0.9444444444444446,0.39375,0.9340659340659341,0.8831325963812351,0.9583333333333331,0.9297573435504468,0.96875,0.8922488038277513,0.9600000000000003,0.9545454545454544,0.9234672304439747,0.4230371900826446,1.0,0.9216300940438867,0.9545454545454548,0.9666666666666667,0.95,0.9405405405405406,0.9655172413793102
4415.0,0.7340570492322257,0.498286435786436,0.9761904761904763,0.9228395061728394,0.931034482758621,0.8657094594594595,0.9047619047619045,0.9055102040816332,0.9193548387096774,0.4468750000000001,0.8994708994708995,0.9444444444444446,0.39375,0.9340659340659341,0.8831325963812351,0.9583333333333331,0.9297573435504468,0.96875,0.8922488038277513,0.9600000000000003,0.9545454545454544,0.9234672304439747,0.4230371900826446,1.0,0.9216300940438867,0.9545454545454548,0.9321428571428574,0.95,0.9405405405405406,0.9235382308845577
4472.0,0.7340570492322257,0.498286435786436,0.9761904761904763,0.9228395061728394,0.931034482758621,0.8657094594594595,0.9047619047619045,0.9055102040816332,0.9193548387096774,0.4468750000000001,0.8994708994708995,0.9444444444444446,0.39375,0.9340659340659341,0.8831325963812351,0.9583333333333331,0.9297573435504468,0.96875,0.8922488038277513,0.9600000000000003,0.9545454545454544,0.9234672304439747,0.4230371900826446,1.0,0.9216300940438867,0.9545454545454548,0.9321428571428574,0.95,0.9405405405405406,0.9235382308845577
4487.0,0.7340570492322257,0.498286435786436,0.9761904761904763,0.9228395061728394,0.931034482758621,0.8657094594594595,0.9047619047619045,0.9055102040816332,0.9193548387096774,0.4468750000000001,0.8994708994708995,0.9444444444444446,0.39375,0.9340659340659341,0.8831325963812351,0.9583333333333331,0.9297573435504468,0.96875,0.8922488038277513,0.9600000000000003,0.9545454545454544,0.9234672304439747,0.4230371900826446,1.0,0.9216300940438867,0.9545454545454548,0.9321428571428574,0.95,0.9405405405405406,0.9235382308845577
4537.0,0.7340570492322257,0.498286435786436,0.9761904761904763,0.9228395061728394,0.931034482758621,0.8657094594594595,0.9047619047619045,0.9055102040816332,0.9193548387096774,0.4468750000000001,0.8994708994708995,0.9444444444444446,0.39375,0.9340659340659341,0.8831325963812351,0.9583333333333331,0.9297573435504468,0.96875,0.8922488038277513,0.9600000000000003,0.9545454545454544,0.9234672304439747,0.4230371900826446,1.0,0.9216300940438867,0.9545454545454548,0.9321428571428574,0.95,0.9405405405405406,0.9235382308845577
4555.0,0.7340570492322257,0.498286435786436,0.9761904761904763,0.9228395061728394,0.931034482758621,0.8657094594594595,0.9047619047619045,0.9055102040816332,0.9193548387096774,0.4468750000000001,0.8994708994708995,0.9444444444444446,0.39375,0.9340659340659341,0.8831325963812351,0.9583333333333331,0.9297573435504468,0.96875,0.8922488038277513,0.9600000000000003,0.9545454545454544,0.9234672304439747,0.4230371900826446,1.0,0.9216300940438867,0.9545454545454548,0.9321428571428574,0.95,0.9405405405405406,0.9235382308845577
4568.0,0.7340570492322257,0.498286435786436,0.9761904761904763,0.9228395061728394,0.931034482758621,0.8657094594594595,0.9047619047619045,0.9055102040816332,0.9193548387096774,0.4468750000000001,0.8994708994708995,0.9444444444444446,0.39375,0.9340659340659341,0.8831325963812351,0.9583333333333331,0.9297573435504468,0.96875,0.8922488038277513,0.9600000000000003,0.9545454545454544,0.9234672304439747,0.4230371900826446,1.0,0.9216300940438867,0.9545454545454548,0.9321428571428574,0.95,0.9405405405405406,0.9235382308845577
4596.0,0.7340570492322257,0.498286435786436,0.9761904761904763,0.9228395061728394,0.931034482758621,0.8657094594594595,0.9047619047619045,0.9055102040816332,0.9193548387096774,0.4468750000000001,0.8994708994708995,0.9444444444444446,0.39375,0.9340659340659341,0.8831325963812351,0.9583333333333331,0.9297573435504468,0.96875,0.8922488038277513,0.9600000000000003,0.9545454545454544,0.9234672304439747,0.4230371900826446,1.0,0.9216300940438867,0.9545454545454548,0.9321428571428574,0.95,0.9405405405405406,0.9235382308845577
4603.0,0.7340570492322257,0.498286435786436,0.9761904761904763,0.9228395061728394,0.931034482758621,0.8657094594594595,0.9047619047619045,0.9055102040816332,0.9193548387096774,0.4468750000000001,0.8994708994708995,0.9444444444444446,0.39375,0.9340659340659341,0.8831325963812351,0.9583333333333331,0.9297573435504468,0.96875,0.8922488038277513,0.9600000000000003,0.9545454545454544,0.9234672304439747,0.4230371900826446,1.0,0.9216300940438867,0.9545454545454548,0.9321428571428574,0.95,0.9405405405405406,0.9235382308845577
4618.0,0.7258092172183809,0.498286435786436,0.9761904761904763,0.9228395061728394,0.9028213166144204,0.8657094594594595,0.9047619047619045,0.9055102040816332,0.9193548387096774,0.4468750000000001,0.8994708994708995,0.9444444444444446,0.39375,0.9340659340659341,0.8831325963812351,0.9228395061728394,0.9297573435504468,0.96875,0.8922488038277513,0.9600000000000003,0.9545454545454544,0.9234672304439747,0.4230371900826446,1.0,0.9216300940438867,0.9545454545454548,0.9321428571428574,0.95,0.9405405405405406,0.9235382308845577
4642.0,0.7258092172183809,0.498286435786436,0.9761904761904763,0.9228395061728394,0.9028213166144204,0.8657094594594595,0.9047619047619045,0.9055102040816332,0.9193548387096774,0.4468750000000001,0.8994708994708995,0.9444444444444446,0.39375,0.9340659340659341,0.8831325963812351,0.9228395061728394,0.9297573435504468,0.96875,0.8922488038277513,0.9600000000000003,0.9545454545454544,0.9234672304439747,0.4230371900826446,1.0,0.9216300940438867,0.9545454545454548,0.9321428571428574,0.95,0.9405405405405406,0.9235382308845577
4652.0,0.7258092172183809,0.498286435786436,0.9761904761904763,0.9228395061728394,0.9028213166144204,0.8657094594594595,0.9047619047619045,0.9055102040816332,0.9193548387096774,0.4468750000000001,0.8994708994708995,0.9444444444444446,0.39375,0.9340659340659341,0.8831325963812351,0.9228395061728394,0.9297573435504468,0.96875,0.8922488038277513,0.9600000000000003,0.9545454545454544,0.9234672304439747,0.4230371900826446,1.0,0.9216300940438867,0.9545454545454548,0.9321428571428574,0.95,0.9405405405405406,0.9235382308845577
4672.0,0.7258092172183809,0.498286435786436,0.9761904761904763,0.9228395061728394,0.9028213166144204,0.8657094594594595,0.9047619047619045,0.9055102040816332,0.9193548387096774,0.4468750000000001,0.8994708994708995,0.9444444444444446,0.39375,0.9340659340659341,0.8831325963812351,0.9228395061728394,0.9297573435504468,0.96875,0.8922488038277513,0.9600000000000003,0.9545454545454544,0.9234672304439747,0.4230371900826446,1.0,0.9216300940438867,0.9545454545454548,0.9321428571428574,0.95,0.9405405405405406,0.9235382308845577
4675.0,0.7258092172183809,0.498286435786436,0.9761904761904763,0.9228395061728394,0.9028213166144204,0.8657094594594595,0.9047619047619045,0.9055102040816332,0.9193548387096774,0.4468750000000001,0.8994708994708995,0.9444444444444446,0.39375,0.9340659340659341,0.8831325963812351,0.9228395061728394,0.9297573435504468,0.96875,0.8922488038277513,0.9600000000000003,0.9545454545454544,0.9234672304439747,0.4230371900826446,1.0,0.9216300940438867,0.9545454545454548,0.9321428571428574,0.95,0.9405405405405406,0.9235382308845577
4681.0,0.7258092172183809,0.498286435786436,0.9761904761904763,0.9228395061728394,0.9028213166144204,0.8657094594594595,0.9047619047619045,0.9055102040816332,0.9193548387096774,0.4468750000000001,0.8994708994708995,0.9444444444444446,0.39375,0.9340659340659341,0.8831325963812351,0.9228395061728394,0.9297573435504468,0.96875,0.8922488038277513,0.9600000000000003,0.9545454545454544,0.9234672304439747,0.4230371900826446,1.0,0.9216300940438867,0.9545454545454548,0.9321428571428574,0.95,0.9405405405405406,0.9235382308845577
4691.0,0.7258092172183809,0.498286435786436,0.9761904761904763,0.9228395061728394,0.9028213166144204,0.8657094594594595,0.9047619047619045,0.9055102040816332,0.9193548387096774,0.4468750000000001,0.8994708994708995,0.9444444444444446,0.39375,0.9340659340659341,0.8831325963812351,0.9228395061728394,0.9297573435504468,0.96875,0.8922488038277513,0.9600000000000003,0.9545454545454544,0.9234672304439747,0.4230371900826446,1.0,0.9216300940438867,0.9545454545454548,0.9321428571428574,0.95,0.9405405405405406,0.9235382308845577
4720.0,0.7258092172183809,0.498286435786436,0.9761904761904763,0.9228395061728394,0.9028213166144204,0.8657094594594595,0.9047619047619045,0.9055102040816332,0.9193548387096774,0.4468750000000001,0.8994708994708995,0.9444444444444446,0.39375,0.9340659340659341,0.8831325963812351,0.9228395061728394,0.9297573435504468,0.96875,0.8922488038277513,0.9600000000000003,0.9545454545454544,0.9234672304439747,0.4230371900826446,1.0,0.9216300940438867,0.9545454545454548,0.9321428571428574,0.95,0.9405405405405406,0.9235382308845577
4744.0,0.7258092172183809,0.498286435786436,0.9761904761904763,0.9228395061728394,0.9028213166144204,0.8657094594594595,0.9047619047619045,0.9055102040816332,0.9193548387096774,0.4468750000000001,0.8994708994708995,0.9444444444444446,0.39375,0.9340659340659341,0.8831325963812351,0.9228395061728394,0.9297573435504468,0.96875,0.8922488038277513,0.9600000000000003,0.9545454545454544,0.9234672304439747,0.4230371900826446,1.0,0.9216300940438867,0.9545454545454548,0.9321428571428574,0.95,0.9405405405405406,0.9235382308845577
4791.0,0.7258092172183809,0.498286435786436,0.9761904761904763,0.9228395061728394,0.9028213166144204,0.8657094594594595,0.9047619047619045,0.9055102040816332,0.9193548387096774,0.4468750000000001,0.8994708994708995,0.9444444444444446,0.39375,0.9340659340659341,0.8831325963812351,0.9228395061728394,0.9297573435504468,0.96875,0.8922488038277513,0.9600000000000003,0.9545454545454544,0.9234672304439747,0.4230371900826446,1.0,0.9216300940438867,0.9545454545454548,0.9321428571428574,0.95,0.9405405405405406,0.9235382308845577
4830.0,0.7258092172183809,0.498286435786436,0.9761904761904763,0.9228395061728394,0.9028213166144204,0.8657094594594595,0.9047619047619045,0.9055102040816332,0.9193548387096774,0.4468750000000001,0.8994708994708995,0.9444444444444446,0.39375,0.9340659340659341,0.8831325963812351,0.9228395061728394,0.9297573435504468,0.96875,0.8922488038277513,0.9600000000000003,0.9545454545454544,0.9234672304439747,0.4230371900826446,1.0,0.9216300940438867,0.9545454545454548,0.9321428571428574,0.95,0.9405405405405406,0.9235382308845577
4857.0,0.7258092172183809,0.498286435786436,0.9761904761904763,0.9228395061728394,0.9028213166144204,0.8657094594594595,0.9047619047619045,0.9055102040816332,0.9193548387096774,0.4468750000000001,0.8994708994708995,0.9444444444444446,0.39375,0.9340659340659341,0.8831325963812351,0.9228395061728394,0.9297573435504468,0.96875,0.8922488038277513,0.9600000000000003,0.9545454545454544,0.9234672304439747,0.4230371900826446,1.0,0.9216300940438867,0.9545454545454548,0.9321428571428574,0.95,0.9405405405405406,0.9235382308845577
4863.0,0.7258092172183809,0.498286435786436,0.9761904761904763,0.9228395061728394,0.9028213166144204,0.8657094594594595,0.9047619047619045,0.9055102040816332,0.9193548387096774,0.4468750000000001,0.8994708994708995,0.9444444444444446,0.39375,0.9340659340659341,0.8831325963812351,0.9228395061728394,0.9297573435504468,0.96875,0.8922488038277513,0.9600000000000003,0.9545454545454544,0.9234672304439747,0.4230371900826446,1.0,0.9216300940438867,0.9545454545454548,0.9321428571428574,0.95,0.9405405405405406,0.9235382308845577
4866.0,0.7258092172183809,0.498286435786436,0.9761904761904763,0.9228395061728394,0.9028213166144204,0.8657094594594595,0.9047619047619045,0.9055102040816332,0.9193548387096774,0.4468750000000001,0.8994708994708995,0.9444444444444446,0.39375,0.9340659340659341,0.8831325963812351,0.9228395061728394,0.9297573435504468,0.96875,0.8922488038277513,0.9600000000000003,0.9545454545454544,0.9234672304439747,0.4230371900826446,1.0,0.9216300940438867,0.9545454545454548,0.9321428571428574,0.95,0.9405405405405406,0.9235382308845577
4874.0,0.7258092172183809,0.498286435786436,0.9761904761904763,0.9228395061728394,0.9028213166144204,0.8657094594594595,0.9047619047619045,0.9055102040816332,0.9193548387096774,0.4468750000000001,0.8994708994708995,0.9444444444444446,0.39375,0.9340659340659341,0.8831325963812351,0.9228395061728394,0.9297573435504468,0.96875,0.8922488038277513,0.9600000000000003,0.9545454545454544,0.9234672304439747,0.4230371900826446,1.0,0.9216300940438867,0.9545454545454548,0.9321428571428574,0.95,0.9405405405405406,0.9235382308845577
4925.0,0.7258092172183809,0.498286435786436,0.9761904761904763,0.9228395061728394,0.9028213166144204,0.8657094594594595,0.9047619047619045,0.9055102040816332,0.9193548387096774,0.4468750000000001,0.8994708994708995,0.9444444444444446,0.39375,0.9340659340659341,0.8831325963812351,0.9228395061728394,0.9297573435504468,0.96875,0.8922488038277513,0.9600000000000003,0.9545454545454544,0.9234672304439747,0.4230371900826446,1.0,0.9216300940438867,0.9545454545454548,0.9321428571428574,0.95,0.9405405405405406,0.9235382308845577
4952.0,0.7258092172183809,0.498286435786436,0.9761904761904763,0.9228395061728394,0.9028213166144204,0.8657094594594595,0.9047619047619045,0.9055102040816332,0.9193548387096774,0.4468750000000001,0.8994708994708995,0.9444444444444446,0.39375,0.9340659340659341,0.8831325963812351,0.9228395061728394,0.9297573435504468,0.96875,0.8922488038277513,0.9600000000000003,0.9545454545454544,0.9234672304439747,0.4230371900826446,1.0,0.9216300940438867,0.9545454545454548,0.9321428571428574,0.95,0.9405405405405406,0.9235382308845577
4980.0,0.7258092172183809,0.498286435786436,0.9761904761904763,0.9228395061728394,0.9028213166144204,0.8657094594594595,0.9047619047619045,0.9055102040816332,0.9193548387096774,0.4468750000000001,0.8994708994708995,0.9444444444444446,0.39375,0.9340659340659341,0.8831325963812351,0.9228395061728394,0.9297573435504468,0.96875,0.8922488038277513,0.9600000000000003,0.9545454545454544,0.9234672304439747,0.4230371900826446,1.0,0.9216300940438867,0.9545454545454548,0.9321428571428574,0.95,0.9405405405405406,0.9235382308845577
5012.0,0.7258092172183809,0.498286435786436,0.9761904761904763,0.9228395061728394,0.9028213166144204,0.8657094594594595,0.9047619047619045,0.9055102040816332,0.9193548387096774,0.4468750000000001,0.8994708994708995,0.9444444444444446,0.39375,0.9340659340659341,0.8831325963812351,0.9228395061728394,0.9297573435504468,0.96875,0.8922488038277513,0.9600000000000003,0.9545454545454544,0.9234672304439747,0.4230371900826446,1.0,0.9216300940438867,0.9545454545454548,0.9321428571428574,0.95,0.9405405405405406,0.9235382308845577
5014.0,0.7258092172183809,0.498286435786436,0.9761904761904763,0.9228395061728394,0.9028213166144204,0.8657094594594595,0.9047619047619045,0.9055102040816332,0.9193548387096774,0.4468750000000001,0.8994708994708995,0.9444444444444446,0.39375,0.9340659340659341,0.8831325963812351,0.9228395061728394,0.9297573435504468,0.96875,0.8922488038277513,0.9600000000000003,0.9545454545454544,0.9234672304439747,0.4230371900826446,1.0,0.9216300940438867,0.9545454545454548,0.9321428571428574,0.95,0.9405405405405406,0.9235382308845577
5035.0,0.7258092172183809,0.498286435786436,0.9761904761904763,0.9228395061728394,0.9028213166144204,0.8657094594594595,0.9047619047619045,0.9055102040816332,0.9193548387096774,0.4468750000000001,0.8994708994708995,0.9444444444444446,0.39375,0.9340659340659341,0.8831325963812351,0.9228395061728394,0.9297573435504468,0.96875,0.8922488038277513,0.9600000000000003,0.9545454545454544,0.9234672304439747,0.4230371900826446,1.0,0.9216300940438867,0.9545454545454548,0.9321428571428574,0.95,0.9405405405405406,0.9235382308845577
