times,population,R0,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20
4415.0,0.7340570492322257,0.8657094594594595,0.498286435786436,0.9523809523809522,0.931034482758621,0.9234672304439747,0.9444444444444446,0.9333333333333331,1.0,1.0,0.9321428571428574,0.8831325963812351,0.9545454545454548,0.9244314013206161,0.9545454545454544,0.9761904761904763,0.956521739130435,0.95,0.8994708994708995,0.9228395061728394,0.9308641975308642,0.9297573435504468
4472.0,0.7340570492322257,0.8657094594594595,0.498286435786436,0.9523809523809522,0.931034482758621,0.9234672304439747,0.9444444444444446,0.9333333333333331,1.0,1.0,0.9321428571428574,0.8831325963812351,0.9545454545454548,0.9244314013206161,0.9545454545454544,0.9761904761904763,0.956521739130435,0.95,0.8994708994708995,0.9228395061728394,0.9308641975308642,0.9297573435504468
4487.0,0.7340570492322257,0.8657094594594595,0.498286435786436,0.9523809523809522,0.931034482758621,0.9234672304439747,0.9444444444444446,0.9333333333333331,1.0,1.0,0.9321428571428574,0.8831325963812351,0.9545454545454548,0.9244314013206161,0.9545454545454544,0.9761904761904763,0.956521739130435,0.95,0.8994708994708995,0.9228395061728394,0.9308641975308642,0.9297573435504468
4537.0,0.7340570492322257,0.8657094594594595,0.498286435786436,0.9523809523809522,0.931034482758621,0.9234672304439747,0.9444444444444446,0.9333333333333331,1.0,1.0,0.9321428571428574,0.8831325963812351,0.9545454545454548,0.9244314013206161,0.9545454545454544,0.9761904761904763,0.956521739130435,0.95,0.8994708994708995,0.9228395061728394,0.9308641975308642,0.9297573435504468
4555.0,0.7340570492322257,0.8657094594594595,0.498286435786436,0.9523809523809522,0.931034482758621,0.9234672304439747,0.9444444444444446,0.9333333333333331,1.0,1.0,0.9321428571428574,0.8831325963812351,0.9545454545454548,0.9244314013206161,0.9545454545454544,0.9761904761904763,0.956521739130435,0.95,0.8994708994708995,0.9228395061728394,0.9308641975308642,0.9297573435504468
4568.0,0.7340570492322257,0.8657094594594595,0.498286435786436,0.9523809523809522,0.931034482758621,0.9234672304439747,0.9444444444444446,0.9333333333333331,1.0,1.0,0.9321428571428574,0.8831325963812351,0.9545454545454548,0.9244314013206161,0.9545454545454544,0.9761904761904763,0.956521739130435,0.95,0.8994708994708995,0.9228395061728394,0.9308641975308642,0.9297573435504468
4596.0,0.7340570492322257,0.8657094594594595,0.498286435786436,0.9523809523809522,0.931034482758621,0.9234672304439747,0.9444444444444446,0.9333333333333331,1.0,1.0,0.9321428571428574,0.8831325963812351,0.9545454545454548,0.9244314013206161,0.9545454545454544,0.9761904761904763,0.956521739130435,0.95,0.8994708994708995,0.9228395061728394,0.9308641975308642,0.9297573435504468
4603.0,0.7340570492322257,0.8657094594594595,0.498286435786436,0.9523809523809522,0.931034482758621,0.9234672304439747,0.9444444444444446,0.9333333333333331,1.0,1.0,0.9321428571428574,0.8831325963812351,0.9545454545454548,0.9244314013206161,0.9545454545454544,0.9761904761904763,0.956521739130435,0.95,0.8994708994708995,0.9228395061728394,0.9308641975308642,0.9297573435504468
4618.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.9523809523809522,0.9028213166144204,0.9234672304439747,0.9444444444444446,0.9333333333333331,1.0,1.0,0.9321428571428574,0.8831325963812351,0.9545454545454548,0.9244314013206161,0.9545454545454544,0.9761904761904763,0.956521739130435,0.95,0.8994708994708995,0.9228395061728394,0.9308641975308642,0.9297573435504468
4642.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.9523809523809522,0.9028213166144204,0.9234672304439747,0.9444444444444446,0.9333333333333331,1.0,1.0,0.9321428571428574,0.8831325963812351,0.9545454545454548,0.9244314013206161,0.9545454545454544,0.9761904761904763,0.956521739130435,0.95,0.8994708994708995,0.9228395061728394,0.9308641975308642,0.9297573435504468
4652.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.9523809523809522,0.9028213166144204,0.9234672304439747,0.9444444444444446,0.9333333333333331,1.0,1.0,0.9321428571428574,0.8831325963812351,0.9545454545454548,0.9244314013206161,0.9545454545454544,0.9761904761904763,0.956521739130435,0.95,0.8994708994708995,0.9228395061728394,0.9308641975308642,0.9297573435504468
4672.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.9523809523809522,0.9028213166144204,0.9234672304439747,0.9444444444444446,0.9333333333333331,1.0,1.0,0.9321428571428574,0.8831325963812351,0.9545454545454548,0.9244314013206161,0.9545454545454544,0.9761904761904763,0.956521739130435,0.95,0.8994708994708995,0.9228395061728394,0.9308641975308642,0.9297573435504468
4675.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.9523809523809522,0.9028213166144204,0.9234672304439747,0.9444444444444446,0.9333333333333331,1.0,1.0,0.9321428571428574,0.8831325963812351,0.9545454545454548,0.9244314013206161,0.9545454545454544,0.9761904761904763,0.956521739130435,0.95,0.8994708994708995,0.9228395061728394,0.9308641975308642,0.9297573435504468
4681.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.9523809523809522,0.9028213166144204,0.9234672304439747,0.9444444444444446,0.9333333333333331,1.0,1.0,0.9321428571428574,0.8831325963812351,0.9545454545454548,0.9244314013206161,0.9545454545454544,0.9761904761904763,0.956521739130435,0.95,0.8994708994708995,0.9228395061728394,0.9308641975308642,0.9297573435504468
4691.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.9523809523809522,0.9028213166144204,0.9234672304439747,0.9444444444444446,0.9333333333333331,1.0,1.0,0.9321428571428574,0.8831325963812351,0.9545454545454548,0.9244314013206161,0.9545454545454544,0.9761904761904763,0.956521739130435,0.95,0.8994708994708995,0.9228395061728394,0.9308641975308642,0.9297573435504468
4720.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.9523809523809522,0.9028213166144204,0.9234672304439747,0.9444444444444446,0.9333333333333331,1.0,1.0,0.9321428571428574,0.8831325963812351,0.9545454545454548,0.9244314013206161,0.9545454545454544,0.9761904761904763,0.956521739130435,0.95,0.8994708994708995,0.9228395061728394,0.9308641975308642,0.9297573435504468
4744.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.9523809523809522,0.9028213166144204,0.9234672304439747,0.9444444444444446,0.9333333333333331,1.0,1.0,0.9321428571428574,0.8831325963812351,0.9545454545454548,0.9244314013206161,0.9545454545454544,0.9761904761904763,0.956521739130435,0.95,0.8994708994708995,0.9228395061728394,0.9308641975308642,0.9297573435504468
4791.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.9523809523809522,0.9028213166144204,0.9234672304439747,0.9444444444444446,0.9333333333333331,1.0,1.0,0.9321428571428574,0.8831325963812351,0.9545454545454548,0.9244314013206161,0.9545454545454544,0.9761904761904763,0.956521739130435,0.95,0.8994708994708995,0.9228395061728394,0.9308641975308642,0.9297573435504468
4830.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.9523809523809522,0.9028213166144204,0.9234672304439747,0.9444444444444446,0.9333333333333331,1.0,1.0,0.9321428571428574,0.8831325963812351,0.9545454545454548,0.9244314013206161,0.9545454545454544,0.9761904761904763,0.956521739130435,0.95,0.8994708994708995,0.9228395061728394,0.9308641975308642,0.9297573435504468
4857.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.9523809523809522,0.9028213166144204,0.9234672304439747,0.9444444444444446,0.9333333333333331,1.0,1.0,0.9321428571428574,0.8831325963812351,0.9545454545454548,0.9244314013206161,0.9545454545454544,0.9761904761904763,0.956521739130435,0.95,0.8994708994708995,0.9228395061728394,0.9308641975308642,0.9297573435504468
4863.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.9523809523809522,0.9028213166144204,0.9234672304439747,0.9444444444444446,0.9333333333333331,1.0,1.0,0.9321428571428574,0.8831325963812351,0.9545454545454548,0.9244314013206161,0.9545454545454544,0.9761904761904763,0.956521739130435,0.95,0.8994708994708995,0.9228395061728394,0.9308641975308642,0.9297573435504468
4866.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.9523809523809522,0.9028213166144204,0.9234672304439747,0.9444444444444446,0.9333333333333331,1.0,1.0,0.9321428571428574,0.8831325963812351,0.9545454545454548,0.9244314013206161,0.9545454545454544,0.9761904761904763,0.956521739130435,0.95,0.8994708994708995,0.9228395061728394,0.9308641975308642,0.9297573435504468
4874.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.9523809523809522,0.9028213166144204,0.9234672304439747,0.9444444444444446,0.9333333333333331,1.0,1.0,0.9321428571428574,0.8831325963812351,0.9545454545454548,0.9244314013206161,0.9545454545454544,0.9761904761904763,0.956521739130435,0.95,0.8994708994708995,0.9228395061728394,0.9308641975308642,0.9297573435504468
4925.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.9523809523809522,0.9028213166144204,0.9234672304439747,0.9444444444444446,0.9333333333333331,1.0,1.0,0.9321428571428574,0.8831325963812351,0.9545454545454548,0.9244314013206161,0.9545454545454544,0.9761904761904763,0.956521739130435,0.95,0.8994708994708995,0.9228395061728394,0.9308641975308642,0.9297573435504468
4952.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.9523809523809522,0.9028213166144204,0.9234672304439747,0.9444444444444446,0.9333333333333331,1.0,1.0,0.9321428571428574,0.8831325963812351,0.9545454545454548,0.9244314013206161,0.9545454545454544,0.9761904761904763,0.956521739130435,0.95,0.8994708994708995,0.9228395061728394,0.9308641975308642,0.9297573435504468
4980.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.9523809523809522,0.9028213166144204,0.9234672304439747,0.9444444444444446,0.9333333333333331,1.0,1.0,0.9321428571428574,0.8831325963812351,0.9545454545454548,0.9244314013206161,0.9545454545454544,0.9761904761904763,0.956521739130435,0.95,0.8994708994708995,0.9228395061728394,0.9308641975308642,0.9297573435504468
5012.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.9523809523809522,0.9028213166144204,0.9234672304439747,0.9444444444444446,0.9333333333333331,1.0,1.0,0.9321428571428574,0.8831325963812351,0.9545454545454548,0.9244314013206161,0.9545454545454544,0.9761904761904763,0.956521739130435,0.95,0.8994708994708995,0.9228395061728394,0.9308641975308642,0.9297573435504468
5014.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.9523809523809522,0.9028213166144204,0.9234672304439747,0.9444444444444446,0.9333333333333331,1.0,1.0,0.9321428571428574,0.8831325963812351,0.9545454545454548,0.9244314013206161,0.9545454545454544,0.9761904761904763,0.956521739130435,0.95,0.8994708994708995,0.9228395061728394,0.9308641975308642,0.9297573435504468
5035.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.9523809523809522,0.9028213166144204,0.9234672304439747,0.9444444444444446,0.9333333333333331,1.0,1.0,0.9321428571428574,0.8831325963812351,0.9545454545454548,0.9244314013206161,0.9545454545454544,0.9761904761904763,0.956521739130435,0.95,0.8994708994708995,0.9228395061728394,0.9308641975308642,0.9297573435504468
5038.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.9523809523809522,0.9028213166144204,0.9234672304439747,0.9444444444444446,0.9333333333333331,1.0,1.0,0.9321428571428574,0.8831325963812351,0.9545454545454548,0.9244314013206161,0.9545454545454544,0.9761904761904763,0.956521739130435,0.95,0.8994708994708995,0.9228395061728394,0.9308641975308642,0.9297573435504468
5101.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.9523809523809522,0.9028213166144204,0.9234672304439747,0.9444444444444446,0.9333333333333331,1.0,1.0,0.9321428571428574,0.8831325963812351,0.9545454545454548,0.9244314013206161,0.9545454545454544,0.9761904761904763,0.956521739130435,0.95,0.8994708994708995,0.9228395061728394,0.9308641975308642,0.9297573435504468
5110.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.9523809523809522,0.9028213166144204,0.9234672304439747,0.9444444444444446,0.9333333333333331,1.0,1.0,0.9321428571428574,0.8831325963812351,0.9545454545454548,0.9244314013206161,0.9545454545454544,0.9761904761904763,0.956521739130435,0.95,0.8994708994708995,0.9228395061728394,0.9308641975308642,0.9297573435504468
5137.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.9523809523809522,0.9028213166144204,0.9234672304439747,0.9444444444444446,0.9333333333333331,1.0,1.0,0.9321428571428574,0.8831325963812351,0.9545454545454548,0.9244314013206161,0.9545454545454544,0.9761904761904763,0.956521739130435,0.95,0.8994708994708995,0.9228395061728394,0.9308641975308642,0.9297573435504468
5156.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.9523809523809522,0.9028213166144204,0.9234672304439747,0.9444444444444446,0.9333333333333331,1.0,1.0,0.9321428571428574,0.8831325963812351,0.9545454545454548,0.9244314013206161,0.9545454545454544,0.9761904761904763,0.956521739130435,0.95,0.8994708994708995,0.9228395061728394,0.9308641975308642,0.9297573435504468
5181.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.9523809523809522,0.9028213166144204,0.9234672304439747,0.9444444444444446,0.9333333333333331,1.0,1.0,0.9321428571428574,0.8831325963812351,0.9545454545454548,0.9244314013206161,0.9545454545454544,0.9761904761904763,0.956521739130435,0.95,0.8994708994708995,0.9228395061728394,0.9308641975308642,0.9297573435504468
5228.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.9523809523809522,0.9028213166144204,0.9234672304439747,0.9444444444444446,0.9333333333333331,1.0,1.0,0.9321428571428574,0.8831325963812351,0.9545454545454548,0.9244314013206161,0.9545454545454544,0.9761904761904763,0.956521739130435,0.95,0.8994708994708995,0.9228395061728394,0.9308641975308642,0.9297573435504468
5238.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.9523809523809522,0.9028213166144204,0.9234672304439747,0.9444444444444446,0.9333333333333331,1.0,1.0,0.9321428571428574,0.8831325963812351,0.9545454545454548,0.9244314013206161,0.9545454545454544,0.9761904761904763,0.956521739130435,0.95,0.8994708994708995,0.9228395061728394,0.9308641975308642,0.9297573435504468
5306.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.9523809523809522,0.9028213166144204,0.9234672304439747,0.9444444444444446,0.9333333333333331,1.0,1.0,0.9321428571428574,0.8831325963812351,0.9545454545454548,0.9244314013206161,0.9545454545454544,0.9761904761904763,0.956521739130435,0.95,0.8994708994708995,0.9228395061728394,0.9308641975308642,0.9297573435504468
5316.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.9523809523809522,0.9028213166144204,0.9234672304439747,0.9444444444444446,0.9333333333333331,1.0,1.0,0.9321428571428574,0.8831325963812351,0.9545454545454548,0.9244314013206161,0.9545454545454544,0.9761904761904763,0.956521739130435,0.95,0.8994708994708995,0.9228395061728394,0.9308641975308642,0.9297573435504468
5359.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.9523809523809522,0.9028213166144204,0.9234672304439747,0.9444444444444446,0.9333333333333331,1.0,1.0,0.9321428571428574,0.8831325963812351,0.9545454545454548,0.9244314013206161,0.9545454545454544,0.9761904761904763,0.956521739130435,0.95,0.8994708994708995,0.9228395061728394,0.9308641975308642,0.9297573435504468
5379.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.9523809523809522,0.9028213166144204,0.9234672304439747,0.9444444444444446,0.9333333333333331,1.0,1.0,0.9321428571428574,0.8831325963812351,0.9545454545454548,0.9244314013206161,0.9545454545454544,0.9761904761904763,0.956521739130435,0.95,0.8994708994708995,0.9228395061728394,0.9308641975308642,0.9297573435504468
5406.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.9523809523809522,0.9028213166144204,0.9234672304439747,0.9444444444444446,0.9333333333333331,1.0,1.0,0.9321428571428574,0.8831325963812351,0.9545454545454548,0.9244314013206161,0.9545454545454544,0.9761904761904763,0.956521739130435,0.95,0.8994708994708995,0.9228395061728394,0.9308641975308642,0.9297573435504468
5433.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.9523809523809522,0.9028213166144204,0.9234672304439747,0.9444444444444446,0.9333333333333331,1.0,1.0,0.9321428571428574,0.8831325963812351,0.9545454545454548,0.9244314013206161,0.9545454545454544,0.9761904761904763,0.956521739130435,0.95,0.8994708994708995,0.9228395061728394,0.9308641975308642,0.9297573435504468
5519.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.9523809523809522,0.9028213166144204,0.9234672304439747,0.9444444444444446,0.9333333333333331,1.0,1.0,0.9321428571428574,0.8831325963812351,0.9545454545454548,0.9244314013206161,0.9545454545454544,0.9761904761904763,0.956521739130435,0.95,0.8994708994708995,0.9228395061728394,0.9308641975308642,0.9297573435504468
5530.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.9523809523809522,0.9028213166144204,0.9234672304439747,0.9444444444444446,0.9333333333333331,1.0,1.0,0.9321428571428574,0.8831325963812351,0.9545454545454548,0.9244314013206161,0.9545454545454544,0.9761904761904763,0.956521739130435,0.95,0.8994708994708995,0.9228395061728394,0.9308641975308642,0.9297573435504468
5533.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.9523809523809522,0.9028213166144204,0.9234672304439747,0.9444444444444446,0.9333333333333331,1.0,1.0,0.9321428571428574,0.8831325963812351,0.9545454545454548,0.9244314013206161,0.9545454545454544,0.9761904761904763,0.956521739130435,0.95,0.8994708994708995,0.9228395061728394,0.9308641975308642,0.9297573435504468
5551.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.9523809523809522,0.9028213166144204,0.9234672304439747,0.9444444444444446,0.9333333333333331,1.0,1.0,0.9321428571428574,0.8831325963812351,0.9545454545454548,0.9244314013206161,0.9545454545454544,0.9761904761904763,0.956521739130435,0.95,0.8994708994708995,0.9228395061728394,0.9308641975308642,0.9297573435504468
5571.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.9523809523809522,0.9028213166144204,0.9234672304439747,0.9444444444444446,0.9333333333333331,1.0,1.0,0.9321428571428574,0.8831325963812351,0.9545454545454548,0.9244314013206161,0.9545454545454544,0.9761904761904763,0.956521739130435,0.95,0.8994708994708995,0.9228395061728394,0.9308641975308642,0.9297573435504468
5602.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.9523809523809522,0.9028213166144204,0.9234672304439747,0.9444444444444446,0.9333333333333331,1.0,1.0,0.9321428571428574,0.8831325963812351,0.9545454545454548,0.9244314013206161,0.9545454545454544,0.9761904761904763,0.956521739130435,0.95,0.8994708994708995,0.9228395061728394,0.9308641975308642,0.9297573435504468
5612.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.9523809523809522,0.9028213166144204,0.9234672304439747,0.9444444444444446,0.9333333333333331,1.0,1.0,0.9321428571428574,0.8831325963812351,0.9545454545454548,0.9244314013206161,0.9545454545454544,0.9761904761904763,0.956521739130435,0.95,0.8994708994708995,0.9228395061728394,0.9308641975308642,0.9297573435504468
5651.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.9523809523809522,0.9028213166144204,0.9234672304439747,0.9444444444444446,0.9333333333333331,1.0,1.0,0.9321428571428574,0.8831325963812351,0.9545454545454548,0.9244314013206161,0.9545454545454544,0.9761904761904763,0.956521739130435,0.95,0.8994708994708995,0.9228395061728394,0.9308641975308642,0.9297573435504468
5653.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.9523809523809522,0.9028213166144204,0.9234672304439747,0.9444444444444446,0.9333333333333331,1.0,1.0,0.9321428571428574,0.8831325963812351,0.9545454545454548,0.9244314013206161,0.9545454545454544,0.9761904761904763,0.956521739130435,0.95,0.8994708994708995,0.9228395061728394,0.9308641975308642,0.9297573435504468
5661.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.9523809523809522,0.9028213166144204,0.9234672304439747,0.9444444444444446,0.9333333333333331,1.0,1.0,0.9321428571428574,0.8831325963812351,0.9545454545454548,0.9244314013206161,0.9545454545454544,0.9761904761904763,0.956521739130435,0.95,0.8994708994708995,0.9228395061728394,0.9308641975308642,0.9297573435504468
5673.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.9523809523809522,0.9028213166144204,0.9234672304439747,0.9444444444444446,0.9333333333333331,1.0,1.0,0.9321428571428574,0.8831325963812351,0.9545454545454548,0.9244314013206161,0.9545454545454544,0.9761904761904763,0.956521739130435,0.95,0.8994708994708995,0.9228395061728394,0.9308641975308642,0.9297573435504468
5678.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.9523809523809522,0.9028213166144204,0.9234672304439747,0.9444444444444446,0.9333333333333331,1.0,1.0,0.9321428571428574,0.8831325963812351,0.9545454545454548,0.9244314013206161,0.9545454545454544,0.9761904761904763,0.956521739130435,0.95,0.8994708994708995,0.9228395061728394,0.9308641975308642,0.9297573435504468
5683.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.9523809523809522,0.9028213166144204,0.9234672304439747,0.9444444444444446,0.9333333333333331,1.0,1.0,0.9321428571428574,0.8831325963812351,0.9545454545454548,0.9244314013206161,0.9545454545454544,0.9761904761904763,0.956521739130435,0.95,0.8994708994708995,0.9228395061728394,0.9308641975308642,0.9297573435504468
5684.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.9523809523809522,0.9028213166144204,0.9234672304439747,0.9444444444444446,0.9333333333333331,1.0,1.0,0.9321428571428574,0.8831325963812351,0.9545454545454548,0.9244314013206161,0.9545454545454544,0.9761904761904763,0.956521739130435,0.95,0.8994708994708995,0.9228395061728394,0.9308641975308642,0.9297573435504468
5685.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.9523809523809522,0.9028213166144204,0.9234672304439747,0.9444444444444446,0.9333333333333331,1.0,1.0,0.9321428571428574,0.8831325963812351,0.9545454545454548,0.9244314013206161,0.9545454545454544,0.9761904761904763,0.956521739130435,0.95,0.8994708994708995,0.9228395061728394,0.9308641975308642,0.9297573435504468
5693.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.9523809523809522,0.9028213166144204,0.9234672304439747,0.9444444444444446,0.9333333333333331,1.0,1.0,0.9321428571428574,0.8831325963812351,0.9545454545454548,0.9244314013206161,0.9545454545454544,0.9761904761904763,0.956521739130435,0.95,0.8994708994708995,0.9228395061728394,0.9308641975308642,0.9297573435504468
5714.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.9523809523809522,0.9028213166144204,0.9234672304439747,0.9444444444444446,0.9333333333333331,1.0,1.0,0.9321428571428574,0.8831325963812351,0.9545454545454548,0.9244314013206161,0.9545454545454544,0.9761904761904763,0.956521739130435,0.95,0.8994708994708995,0.9228395061728394,0.9308641975308642,0.9297573435504468
5723.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.9523809523809522,0.9028213166144204,0.9234672304439747,0.9444444444444446,0.9333333333333331,1.0,1.0,0.9321428571428574,0.8831325963812351,0.9545454545454548,0.9244314013206161,0.9545454545454544,0.9761904761904763,0.956521739130435,0.95,0.8994708994708995,0.9228395061728394,0.9308641975308642,0.9297573435504468
5768.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.9523809523809522,0.9028213166144204,0.9234672304439747,0.9444444444444446,0.9333333333333331,1.0,1.0,0.9321428571428574,0.8831325963812351,0.9545454545454548,0.9244314013206161,0.9545454545454544,0.9761904761904763,0.956521739130435,0.95,0.8994708994708995,0.9228395061728394,0.9308641975308642,0.9297573435504468
5779.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.9523809523809522,0.9028213166144204,0.9234672304439747,0.9444444444444446,0.9333333333333331,1.0,1.0,0.9321428571428574,0.8831325963812351,0.9545454545454548,0.9244314013206161,0.9545454545454544,0.9761904761904763,0.956521739130435,0.95,0.8994708994708995,0.9228395061728394,0.9308641975308642,0.9297573435504468
5785.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.9523809523809522,0.9028213166144204,0.9234672304439747,0.9444444444444446,0.9333333333333331,1.0,1.0,0.9321428571428574,0.8831325963812351,0.9545454545454548,0.9244314013206161,0.9545454545454544,0.9761904761904763,0.956521739130435,0.95,0.8994708994708995,0.9228395061728394,0.9308641975308642,0.9297573435504468
5816.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.9523809523809522,0.9028213166144204,0.9234672304439747,0.9444444444444446,0.9333333333333331,1.0,1.0,0.9321428571428574,0.8831325963812351,0.9545454545454548,0.9244314013206161,0.9545454545454544,0.9761904761904763,0.956521739130435,0.95,0.8994708994708995,0.9228395061728394,0.9308641975308642,0.9297573435504468
5823.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.9523809523809522,0.9028213166144204,0.9234672304439747,0.9444444444444446,0.9333333333333331,1.0,1.0,0.9321428571428574,0.8831325963812351,0.9545454545454548,0.9244314013206161,0.9545454545454544,0.9761904761904763,0.956521739130435,0.95,0.8994708994708995,0.9228395061728394,0.9308641975308642,0.9297573435504468
5860.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.9523809523809522,0.9028213166144204,0.9234672304439747,0.9444444444444446,0.9333333333333331,1.0,1.0,0.9321428571428574,0.8831325963812351,0.9545454545454548,0.9244314013206161,0.9545454545454544,0.9761904761904763,0.956521739130435,0.95,0.8994708994708995,0.9228395061728394,0.9308641975308642,0.9297573435504468
5909.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.9523809523809522,0.9028213166144204,0.9234672304439747,0.9444444444444446,0.9333333333333331,1.0,1.0,0.9321428571428574,0.8831325963812351,0.9545454545454548,0.9244314013206161,0.9545454545454544,0.9761904761904763,0.956521739130435,0.95,0.8994708994708995,0.9228395061728394,0.9308641975308642,0.9297573435504468
5917.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.9523809523809522,0.9028213166144204,0.9234672304439747,0.9444444444444446,0.9333333333333331,1.0,1.0,0.9321428571428574,0.8831325963812351,0.9545454545454548,0.9244314013206161,0.9545454545454544,0.9761904761904763,0.956521739130435,0.95,0.8994708994708995,0.9228395061728394,0.9308641975308642,0.9297573435504468
5945.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.9523809523809522,0.9028213166144204,0.9234672304439747,0.9444444444444446,0.9333333333333331,1.0,1.0,0.9321428571428574,0.8831325963812351,0.9545454545454548,0.9244314013206161,0.9545454545454544,0.9761904761904763,0.956521739130435,0.95,0.8994708994708995,0.9228395061728394,0.9308641975308642,0.9297573435504468
5947.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.9523809523809522,0.9028213166144204,0.9234672304439747,0.9444444444444446,0.9333333333333331,1.0,1.0,0.9321428571428574,0.8831325963812351,0.9545454545454548,0.9244314013206161,0.9545454545454544,0.9761904761904763,0.956521739130435,0.95,0.8994708994708995,0.9228395061728394,0.9308641975308642,0.9297573435504468
5984.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.9523809523809522,0.9028213166144204,0.9234672304439747,0.9444444444444446,0.9333333333333331,1.0,1.0,0.9321428571428574,0.8831325963812351,0.9545454545454548,0.9244314013206161,0.9545454545454544,0.9761904761904763,0.956521739130435,0.95,0.8994708994708995,0.9228395061728394,0.9308641975308642,0.9297573435504468
6003.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.9523809523809522,0.9028213166144204,0.9234672304439747,0.9444444444444446,0.9333333333333331,1.0,1.0,0.9321428571428574,0.8831325963812351,0.9545454545454548,0.9244314013206161,0.9545454545454544,0.9761904761904763,0.956521739130435,0.95,0.8994708994708995,0.9228395061728394,0.9308641975308642,0.9297573435504468
6007.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.9523809523809522,0.9028213166144204,0.9234672304439747,0.9444444444444446,0.9333333333333331,1.0,1.0,0.9321428571428574,0.8831325963812351,0.9545454545454548,0.9244314013206161,0.9545454545454544,0.9761904761904763,0.956521739130435,0.95,0.8994708994708995,0.9228395061728394,0.9308641975308642,0.9297573435504468
