times,population,R0,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25,R26,R27
3721.0,0.7844718760016846,0.9761904761904763,0.931034482758621,0.5481150793650795,0.956521739130435,0.967741935483871,0.9736842105263158,0.9615384615384612,1.0,0.9545454545454544,1.0,1.0,0.956521739130435,1.0,0.9714285714285718,0.952325581395349,1.0,0.9523809523809522,0.9574468085106383,1.0,0.9714285714285718,1.0,1.0,0.9600000000000003,0.5107935542718152,0.9545454545454548,0.8919751716382578,1.0,0.5107142857142857
3771.0,0.7844718760016846,0.9761904761904763,0.931034482758621,0.5481150793650795,0.956521739130435,0.967741935483871,0.9736842105263158,0.9615384615384612,1.0,0.9545454545454544,1.0,1.0,0.956521739130435,1.0,0.9714285714285718,0.952325581395349,1.0,0.9523809523809522,0.9574468085106383,1.0,0.9714285714285718,1.0,1.0,0.9600000000000003,0.5107935542718152,0.9545454545454548,0.8919751716382578,1.0,0.5107142857142857
3779.0,0.7844718760016846,0.9761904761904763,0.931034482758621,0.5481150793650795,0.956521739130435,0.967741935483871,0.9736842105263158,0.9615384615384612,1.0,0.9545454545454544,1.0,1.0,0.956521739130435,1.0,0.9714285714285718,0.952325581395349,1.0,0.9523809523809522,0.9574468085106383,1.0,0.9714285714285718,1.0,1.0,0.9600000000000003,0.5107935542718152,0.9545454545454548,0.8919751716382578,1.0,0.5107142857142857
3782.0,0.7844718760016846,0.9761904761904763,0.931034482758621,0.5481150793650795,0.956521739130435,0.967741935483871,0.9736842105263158,0.9615384615384612,1.0,0.9545454545454544,1.0,1.0,0.956521739130435,1.0,0.9714285714285718,0.952325581395349,1.0,0.9523809523809522,0.9574468085106383,1.0,0.9714285714285718,1.0,1.0,0.9600000000000003,0.5107935542718152,0.9545454545454548,0.8919751716382578,1.0,0.5107142857142857
3800.0,0.7844718760016846,0.9761904761904763,0.931034482758621,0.5481150793650795,0.956521739130435,0.967741935483871,0.9736842105263158,0.9615384615384612,1.0,0.9545454545454544,1.0,1.0,0.956521739130435,1.0,0.9714285714285718,0.952325581395349,1.0,0.9523809523809522,0.9574468085106383,1.0,0.9714285714285718,1.0,1.0,0.9600000000000003,0.5107935542718152,0.9545454545454548,0.8919751716382578,1.0,0.5107142857142857
3822.0,0.7777091874154634,0.9761904761904763,0.931034482758621,0.498286435786436,0.956521739130435,0.967741935483871,0.9736842105263158,0.9615384615384612,1.0,0.9545454545454544,1.0,1.0,0.956521739130435,1.0,0.9714285714285718,0.952325581395349,1.0,0.9523809523809522,0.9574468085106383,1.0,0.9714285714285718,1.0,1.0,0.9600000000000003,0.45403871490827996,0.9545454545454548,0.8919751716382578,1.0,0.4468750000000001
3855.0,0.7777091874154634,0.9761904761904763,0.931034482758621,0.498286435786436,0.956521739130435,0.967741935483871,0.9736842105263158,0.9615384615384612,1.0,0.9545454545454544,1.0,1.0,0.956521739130435,1.0,0.9714285714285718,0.952325581395349,1.0,0.9523809523809522,0.9574468085106383,1.0,0.9714285714285718,1.0,1.0,0.9600000000000003,0.45403871490827996,0.9545454545454548,0.8919751716382578,1.0,0.4468750000000001
3900.0,0.7777091874154634,0.9761904761904763,0.931034482758621,0.498286435786436,0.956521739130435,0.967741935483871,0.9736842105263158,0.9615384615384612,1.0,0.9545454545454544,1.0,1.0,0.956521739130435,1.0,0.9714285714285718,0.952325581395349,1.0,0.9523809523809522,0.9574468085106383,1.0,0.9714285714285718,1.0,1.0,0.9600000000000003,0.45403871490827996,0.9545454545454548,0.8919751716382578,1.0,0.4468750000000001
3914.0,0.7777091874154634,0.9761904761904763,0.931034482758621,0.498286435786436,0.956521739130435,0.967741935483871,0.9736842105263158,0.9615384615384612,1.0,0.9545454545454544,1.0,1.0,0.956521739130435,1.0,0.9714285714285718,0.952325581395349,1.0,0.9523809523809522,0.9574468085106383,1.0,0.9714285714285718,1.0,1.0,0.9600000000000003,0.45403871490827996,0.9545454545454548,0.8919751716382578,1.0,0.4468750000000001
3964.0,0.7777091874154634,0.9761904761904763,0.931034482758621,0.498286435786436,0.956521739130435,0.967741935483871,0.9736842105263158,0.9615384615384612,1.0,0.9545454545454544,1.0,1.0,0.956521739130435,1.0,0.9714285714285718,0.952325581395349,1.0,0.9523809523809522,0.9574468085106383,1.0,0.9714285714285718,1.0,1.0,0.9600000000000003,0.45403871490827996,0.9545454545454548,0.8919751716382578,1.0,0.4468750000000001
3976.0,0.7707027983396488,0.9498069498069499,0.931034482758621,0.498286435786436,0.956521739130435,0.967741935483871,0.9441786283891547,0.9615384615384612,1.0,0.9545454545454544,0.9615384615384612,0.9655172413793102,0.956521739130435,0.9666666666666667,0.9714285714285718,0.952325581395349,1.0,0.9523809523809522,0.9574468085106383,0.962962962962963,0.9714285714285718,1.0,1.0,0.9600000000000003,0.45403871490827996,0.9545454545454548,0.8729969764970185,1.0,0.4468750000000001
4050.0,0.7636964092638333,0.9498069498069499,0.931034482758621,0.498286435786436,0.956521739130435,0.967741935483871,0.9441786283891547,0.9615384615384612,1.0,0.9545454545454544,0.9615384615384612,0.9655172413793102,0.956521739130435,0.9666666666666667,0.9714285714285718,0.952325581395349,1.0,0.9523809523809522,0.9574468085106383,0.962962962962963,0.9714285714285718,1.0,1.0,0.9600000000000003,0.45403871490827996,0.9545454545454548,0.8729969764970185,1.0,0.4468750000000001
4052.0,0.7636964092638333,0.9498069498069499,0.931034482758621,0.498286435786436,0.956521739130435,0.967741935483871,0.9441786283891547,0.9615384615384612,1.0,0.9545454545454544,0.9615384615384612,0.9655172413793102,0.956521739130435,0.9666666666666667,0.9714285714285718,0.952325581395349,1.0,0.9523809523809522,0.9574468085106383,0.962962962962963,0.9714285714285718,1.0,1.0,0.9600000000000003,0.45403871490827996,0.9545454545454548,0.8729969764970185,1.0,0.4468750000000001
4066.0,0.7566251462150937,0.9498069498069499,0.931034482758621,0.498286435786436,0.956521739130435,0.967741935483871,0.9441786283891547,0.9615384615384612,1.0,0.9545454545454544,0.9615384615384612,0.9655172413793102,0.956521739130435,0.9666666666666667,0.9714285714285718,0.952325581395349,1.0,0.9523809523809522,0.9574468085106383,0.962962962962963,0.9714285714285718,1.0,1.0,0.9600000000000003,0.45403871490827996,0.9545454545454548,0.8729969764970185,1.0,0.4468750000000001
4085.0,0.7566251462150937,0.9498069498069499,0.931034482758621,0.498286435786436,0.956521739130435,0.967741935483871,0.9441786283891547,0.9615384615384612,1.0,0.9545454545454544,0.9615384615384612,0.9655172413793102,0.956521739130435,0.9666666666666667,0.9714285714285718,0.952325581395349,1.0,0.9523809523809522,0.9574468085106383,0.962962962962963,0.9714285714285718,1.0,1.0,0.9600000000000003,0.45403871490827996,0.9545454545454548,0.8729969764970185,1.0,0.4468750000000001
4178.0,0.7566251462150937,0.9498069498069499,0.931034482758621,0.498286435786436,0.956521739130435,0.967741935483871,0.9441786283891547,0.9615384615384612,1.0,0.9545454545454544,0.9615384615384612,0.9655172413793102,0.956521739130435,0.9666666666666667,0.9714285714285718,0.952325581395349,1.0,0.9523809523809522,0.9574468085106383,0.962962962962963,0.9714285714285718,1.0,1.0,0.9600000000000003,0.45403871490827996,0.9545454545454548,0.8729969764970185,1.0,0.4468750000000001
4181.0,0.7566251462150937,0.9498069498069499,0.931034482758621,0.498286435786436,0.956521739130435,0.967741935483871,0.9441786283891547,0.9615384615384612,1.0,0.9545454545454544,0.9615384615384612,0.9655172413793102,0.956521739130435,0.9666666666666667,0.9714285714285718,0.952325581395349,1.0,0.9523809523809522,0.9574468085106383,0.962962962962963,0.9714285714285718,1.0,1.0,0.9600000000000003,0.45403871490827996,0.9545454545454548,0.8729969764970185,1.0,0.4468750000000001
4212.0,0.7493499044245642,0.9234234234234234,0.931034482758621,0.498286435786436,0.956521739130435,0.967741935483871,0.9146730462519936,0.9615384615384612,1.0,0.9545454545454544,0.9615384615384612,0.9655172413793102,0.956521739130435,0.9666666666666667,0.9714285714285718,0.952325581395349,1.0,0.9523809523809522,0.9574468085106383,0.962962962962963,0.9714285714285718,0.95,1.0,0.9600000000000003,0.45403871490827996,0.9545454545454548,0.8729969764970185,0.9545454545454544,0.4468750000000001
4227.0,0.7493499044245642,0.9234234234234234,0.931034482758621,0.498286435786436,0.956521739130435,0.967741935483871,0.9146730462519936,0.9615384615384612,1.0,0.9545454545454544,0.9615384615384612,0.9655172413793102,0.956521739130435,0.9666666666666667,0.9714285714285718,0.952325581395349,1.0,0.9523809523809522,0.9574468085106383,0.962962962962963,0.9714285714285718,0.95,1.0,0.9600000000000003,0.45403871490827996,0.9545454545454548,0.8729969764970185,0.9545454545454544,0.4468750000000001
4279.0,0.7493499044245642,0.9234234234234234,0.931034482758621,0.498286435786436,0.956521739130435,0.967741935483871,0.9146730462519936,0.9615384615384612,1.0,0.9545454545454544,0.9615384615384612,0.9655172413793102,0.956521739130435,0.9666666666666667,0.9714285714285718,0.952325581395349,1.0,0.9523809523809522,0.9574468085106383,0.962962962962963,0.9714285714285718,0.95,1.0,0.9600000000000003,0.45403871490827996,0.9545454545454548,0.8729969764970185,0.9545454545454544,0.4468750000000001
4297.0,0.7493499044245642,0.9234234234234234,0.931034482758621,0.498286435786436,0.956521739130435,0.967741935483871,0.9146730462519936,0.9615384615384612,1.0,0.9545454545454544,0.9615384615384612,0.9655172413793102,0.956521739130435,0.9666666666666667,0.9714285714285718,0.952325581395349,1.0,0.9523809523809522,0.9574468085106383,0.962962962962963,0.9714285714285718,0.95,1.0,0.9600000000000003,0.45403871490827996,0.9545454545454548,0.8729969764970185,0.9545454545454544,0.4468750000000001
4327.0,0.7493499044245642,0.9234234234234234,0.931034482758621,0.498286435786436,0.956521739130435,0.967741935483871,0.9146730462519936,0.9615384615384612,1.0,0.9545454545454544,0.9615384615384612,0.9655172413793102,0.956521739130435,0.9666666666666667,0.9714285714285718,0.952325581395349,1.0,0.9523809523809522,0.9574468085106383,0.962962962962963,0.9714285714285718,0.95,1.0,0.9600000000000003,0.45403871490827996,0.9545454545454548,0.8729969764970185,0.9545454545454544,0.4468750000000001
4352.0,0.7493499044245642,0.9234234234234234,0.931034482758621,0.498286435786436,0.956521739130435,0.967741935483871,0.9146730462519936,0.9615384615384612,1.0,0.9545454545454544,0.9615384615384612,0.9655172413793102,0.956521739130435,0.9666666666666667,0.9714285714285718,0.952325581395349,1.0,0.9523809523809522,0.9574468085106383,0.962962962962963,0.9714285714285718,0.95,1.0,0.9600000000000003,0.45403871490827996,0.9545454545454548,0.8729969764970185,0.9545454545454544,0.4468750000000001
4353.0,0.7417034768283948,0.8945664414414415,0.931034482758621,0.498286435786436,0.956521739130435,0.9274193548387096,0.8831325963812351,0.9134615384615381,1.0,0.9545454545454544,0.9615384615384612,0.9297573435504468,0.956521739130435,0.9666666666666667,0.9354497354497358,0.9234672304439747,0.9230769230769231,0.9523809523809522,0.9574468085106383,0.9228395061728394,0.9340659340659341,0.95,0.9444444444444446,0.9600000000000003,0.45403871490827996,0.9545454545454548,0.8522113341994704,0.9545454545454544,0.4468750000000001
4415.0,0.7340570492322257,0.8657094594594595,0.931034482758621,0.498286435786436,0.956521739130435,0.9274193548387096,0.8831325963812351,0.9134615384615381,1.0,0.9545454545454544,0.9197324414715718,0.9297573435504468,0.956521739130435,0.9321428571428574,0.8994708994708995,0.9234672304439747,0.9230769230769231,0.9523809523809522,0.9244314013206161,0.9228395061728394,0.9340659340659341,0.95,0.9444444444444446,0.9600000000000003,0.45403871490827996,0.9545454545454548,0.8522113341994704,0.9545454545454544,0.4468750000000001
4472.0,0.7340570492322257,0.8657094594594595,0.931034482758621,0.498286435786436,0.956521739130435,0.9274193548387096,0.8831325963812351,0.9134615384615381,1.0,0.9545454545454544,0.9197324414715718,0.9297573435504468,0.956521739130435,0.9321428571428574,0.8994708994708995,0.9234672304439747,0.9230769230769231,0.9523809523809522,0.9244314013206161,0.9228395061728394,0.9340659340659341,0.95,0.9444444444444446,0.9600000000000003,0.45403871490827996,0.9545454545454548,0.8522113341994704,0.9545454545454544,0.4468750000000001
4487.0,0.7340570492322257,0.8657094594594595,0.931034482758621,0.498286435786436,0.956521739130435,0.9274193548387096,0.8831325963812351,0.9134615384615381,1.0,0.9545454545454544,0.9197324414715718,0.9297573435504468,0.956521739130435,0.9321428571428574,0.8994708994708995,0.9234672304439747,0.9230769230769231,0.9523809523809522,0.9244314013206161,0.9228395061728394,0.9340659340659341,0.95,0.9444444444444446,0.9600000000000003,0.45403871490827996,0.9545454545454548,0.8522113341994704,0.9545454545454544,0.4468750000000001
4537.0,0.7340570492322257,0.8657094594594595,0.931034482758621,0.498286435786436,0.956521739130435,0.9274193548387096,0.8831325963812351,0.9134615384615381,1.0,0.9545454545454544,0.9197324414715718,0.9297573435504468,0.956521739130435,0.9321428571428574,0.8994708994708995,0.9234672304439747,0.9230769230769231,0.9523809523809522,0.9244314013206161,0.9228395061728394,0.9340659340659341,0.95,0.9444444444444446,0.9600000000000003,0.45403871490827996,0.9545454545454548,0.8522113341994704,0.9545454545454544,0.4468750000000001
4555.0,0.7340570492322257,0.8657094594594595,0.931034482758621,0.498286435786436,0.956521739130435,0.9274193548387096,0.8831325963812351,0.9134615384615381,1.0,0.9545454545454544,0.9197324414715718,0.9297573435504468,0.956521739130435,0.9321428571428574,0.8994708994708995,0.9234672304439747,0.9230769230769231,0.9523809523809522,0.9244314013206161,0.9228395061728394,0.9340659340659341,0.95,0.9444444444444446,0.9600000000000003,0.45403871490827996,0.9545454545454548,0.8522113341994704,0.9545454545454544,0.4468750000000001
4568.0,0.7340570492322257,0.8657094594594595,0.931034482758621,0.498286435786436,0.956521739130435,0.9274193548387096,0.8831325963812351,0.9134615384615381,1.0,0.9545454545454544,0.9197324414715718,0.9297573435504468,0.956521739130435,0.9321428571428574,0.8994708994708995,0.9234672304439747,0.9230769230769231,0.9523809523809522,0.9244314013206161,0.9228395061728394,0.9340659340659341,0.95,0.9444444444444446,0.9600000000000003,0.45403871490827996,0.9545454545454548,0.8522113341994704,0.9545454545454544,0.4468750000000001
4596.0,0.7340570492322257,0.8657094594594595,0.931034482758621,0.498286435786436,0.956521739130435,0.9274193548387096,0.8831325963812351,0.9134615384615381,1.0,0.9545454545454544,0.9197324414715718,0.9297573435504468,0.956521739130435,0.9321428571428574,0.8994708994708995,0.9234672304439747,0.9230769230769231,0.9523809523809522,0.9244314013206161,0.9228395061728394,0.9340659340659341,0.95,0.9444444444444446,0.9600000000000003,0.45403871490827996,0.9545454545454548,0.8522113341994704,0.9545454545454544,0.4468750000000001
4603.0,0.7340570492322257,0.8657094594594595,0.931034482758621,0.498286435786436,0.956521739130435,0.9274193548387096,0.8831325963812351,0.9134615384615381,1.0,0.9545454545454544,0.9197324414715718,0.9297573435504468,0.956521739130435,0.9321428571428574,0.8994708994708995,0.9234672304439747,0.9230769230769231,0.9523809523809522,0.9244314013206161,0.9228395061728394,0.9340659340659341,0.95,0.9444444444444446,0.9600000000000003,0.45403871490827996,0.9545454545454548,0.8522113341994704,0.9545454545454544,0.4468750000000001
4618.0,0.7258092172183809,0.8657094594594595,0.9028213166144204,0.498286435786436,0.956521739130435,0.9274193548387096,0.8831325963812351,0.9134615384615381,1.0,0.9545454545454544,0.9197324414715718,0.9297573435504468,0.956521739130435,0.9321428571428574,0.8994708994708995,0.9234672304439747,0.9230769230769231,0.9523809523809522,0.9244314013206161,0.9228395061728394,0.9340659340659341,0.95,0.9444444444444446,0.9600000000000003,0.45403871490827996,0.9545454545454548,0.8522113341994704,0.9545454545454544,0.4468750000000001
4642.0,0.7258092172183809,0.8657094594594595,0.9028213166144204,0.498286435786436,0.956521739130435,0.9274193548387096,0.8831325963812351,0.9134615384615381,1.0,0.9545454545454544,0.9197324414715718,0.9297573435504468,0.956521739130435,0.9321428571428574,0.8994708994708995,0.9234672304439747,0.9230769230769231,0.9523809523809522,0.9244314013206161,0.9228395061728394,0.9340659340659341,0.95,0.9444444444444446,0.9600000000000003,0.45403871490827996,0.9545454545454548,0.8522113341994704,0.9545454545454544,0.4468750000000001
4652.0,0.7258092172183809,0.8657094594594595,0.9028213166144204,0.498286435786436,0.956521739130435,0.9274193548387096,0.8831325963812351,0.9134615384615381,1.0,0.9545454545454544,0.9197324414715718,0.9297573435504468,0.956521739130435,0.9321428571428574,0.8994708994708995,0.9234672304439747,0.9230769230769231,0.9523809523809522,0.9244314013206161,0.9228395061728394,0.9340659340659341,0.95,0.9444444444444446,0.9600000000000003,0.45403871490827996,0.9545454545454548,0.8522113341994704,0.9545454545454544,0.4468750000000001
4672.0,0.7258092172183809,0.8657094594594595,0.9028213166144204,0.498286435786436,0.956521739130435,0.9274193548387096,0.8831325963812351,0.9134615384615381,1.0,0.9545454545454544,0.9197324414715718,0.9297573435504468,0.956521739130435,0.9321428571428574,0.8994708994708995,0.9234672304439747,0.9230769230769231,0.9523809523809522,0.9244314013206161,0.9228395061728394,0.9340659340659341,0.95,0.9444444444444446,0.9600000000000003,0.45403871490827996,0.9545454545454548,0.8522113341994704,0.9545454545454544,0.4468750000000001
4675.0,0.7258092172183809,0.8657094594594595,0.9028213166144204,0.498286435786436,0.956521739130435,0.9274193548387096,0.8831325963812351,0.9134615384615381,1.0,0.9545454545454544,0.9197324414715718,0.9297573435504468,0.956521739130435,0.9321428571428574,0.8994708994708995,0.9234672304439747,0.9230769230769231,0.9523809523809522,0.9244314013206161,0.9228395061728394,0.9340659340659341,0.95,0.9444444444444446,0.9600000000000003,0.45403871490827996,0.9545454545454548,0.8522113341994704,0.9545454545454544,0.4468750000000001
4681.0,0.7258092172183809,0.8657094594594595,0.9028213166144204,0.498286435786436,0.956521739130435,0.9274193548387096,0.8831325963812351,0.9134615384615381,1.0,0.9545454545454544,0.9197324414715718,0.9297573435504468,0.956521739130435,0.9321428571428574,0.8994708994708995,0.9234672304439747,0.9230769230769231,0.9523809523809522,0.9244314013206161,0.9228395061728394,0.9340659340659341,0.95,0.9444444444444446,0.9600000000000003,0.45403871490827996,0.9545454545454548,0.8522113341994704,0.9545454545454544,0.4468750000000001
4691.0,0.7258092172183809,0.8657094594594595,0.9028213166144204,0.498286435786436,0.956521739130435,0.9274193548387096,0.8831325963812351,0.9134615384615381,1.0,0.9545454545454544,0.9197324414715718,0.9297573435504468,0.956521739130435,0.9321428571428574,0.8994708994708995,0.9234672304439747,0.9230769230769231,0.9523809523809522,0.9244314013206161,0.9228395061728394,0.9340659340659341,0.95,0.9444444444444446,0.9600000000000003,0.45403871490827996,0.9545454545454548,0.8522113341994704,0.9545454545454544,0.4468750000000001
4720.0,0.7258092172183809,0.8657094594594595,0.9028213166144204,0.498286435786436,0.956521739130435,0.9274193548387096,0.8831325963812351,0.9134615384615381,1.0,0.9545454545454544,0.9197324414715718,0.9297573435504468,0.956521739130435,0.9321428571428574,0.8994708994708995,0.9234672304439747,0.9230769230769231,0.9523809523809522,0.9244314013206161,0.9228395061728394,0.9340659340659341,0.95,0.9444444444444446,0.9600000000000003,0.45403871490827996,0.9545454545454548,0.8522113341994704,0.9545454545454544,0.4468750000000001
4744.0,0.7258092172183809,0.8657094594594595,0.9028213166144204,0.498286435786436,0.956521739130435,0.9274193548387096,0.8831325963812351,0.9134615384615381,1.0,0.9545454545454544,0.9197324414715718,0.9297573435504468,0.956521739130435,0.9321428571428574,0.8994708994708995,0.9234672304439747,0.9230769230769231,0.9523809523809522,0.9244314013206161,0.9228395061728394,0.9340659340659341,0.95,0.9444444444444446,0.9600000000000003,0.45403871490827996,0.9545454545454548,0.8522113341994704,0.9545454545454544,0.4468750000000001
4791.0,0.7258092172183809,0.8657094594594595,0.9028213166144204,0.498286435786436,0.956521739130435,0.9274193548387096,0.8831325963812351,0.9134615384615381,1.0,0.9545454545454544,0.9197324414715718,0.9297573435504468,0.956521739130435,0.9321428571428574,0.8994708994708995,0.9234672304439747,0.9230769230769231,0.9523809523809522,0.9244314013206161,0.9228395061728394,0.9340659340659341,0.95,0.9444444444444446,0.9600000000000003,0.45403871490827996,0.9545454545454548,0.8522113341994704,0.9545454545454544,0.4468750000000001
4830.0,0.7258092172183809,0.8657094594594595,0.9028213166144204,0.498286435786436,0.956521739130435,0.9274193548387096,0.8831325963812351,0.9134615384615381,1.0,0.9545454545454544,0.9197324414715718,0.9297573435504468,0.956521739130435,0.9321428571428574,0.8994708994708995,0.9234672304439747,0.9230769230769231,0.9523809523809522,0.9244314013206161,0.9228395061728394,0.9340659340659341,0.95,0.9444444444444446,0.9600000000000003,0.45403871490827996,0.9545454545454548,0.8522113341994704,0.9545454545454544,0.4468750000000001
4857.0,0.7258092172183809,0.8657094594594595,0.9028213166144204,0.498286435786436,0.956521739130435,0.9274193548387096,0.8831325963812351,0.9134615384615381,1.0,0.9545454545454544,0.9197324414715718,0.9297573435504468,0.956521739130435,0.9321428571428574,0.8994708994708995,0.9234672304439747,0.9230769230769231,0.9523809523809522,0.9244314013206161,0.9228395061728394,0.9340659340659341,0.95,0.9444444444444446,0.9600000000000003,0.45403871490827996,0.9545454545454548,0.8522113341994704,0.9545454545454544,0.4468750000000001
4863.0,0.7258092172183809,0.8657094594594595,0.9028213166144204,0.498286435786436,0.956521739130435,0.9274193548387096,0.8831325963812351,0.9134615384615381,1.0,0.9545454545454544,0.9197324414715718,0.9297573435504468,0.956521739130435,0.9321428571428574,0.8994708994708995,0.9234672304439747,0.9230769230769231,0.9523809523809522,0.9244314013206161,0.9228395061728394,0.9340659340659341,0.95,0.9444444444444446,0.9600000000000003,0.45403871490827996,0.9545454545454548,0.8522113341994704,0.9545454545454544,0.4468750000000001
4866.0,0.7258092172183809,0.8657094594594595,0.9028213166144204,0.498286435786436,0.956521739130435,0.9274193548387096,0.8831325963812351,0.9134615384615381,1.0,0.9545454545454544,0.9197324414715718,0.9297573435504468,0.956521739130435,0.9321428571428574,0.8994708994708995,0.9234672304439747,0.9230769230769231,0.9523809523809522,0.9244314013206161,0.9228395061728394,0.9340659340659341,0.95,0.9444444444444446,0.9600000000000003,0.45403871490827996,0.9545454545454548,0.8522113341994704,0.9545454545454544,0.4468750000000001
4874.0,0.7258092172183809,0.8657094594594595,0.9028213166144204,0.498286435786436,0.956521739130435,0.9274193548387096,0.8831325963812351,0.9134615384615381,1.0,0.9545454545454544,0.9197324414715718,0.9297573435504468,0.956521739130435,0.9321428571428574,0.8994708994708995,0.9234672304439747,0.9230769230769231,0.9523809523809522,0.9244314013206161,0.9228395061728394,0.9340659340659341,0.95,0.9444444444444446,0.9600000000000003,0.45403871490827996,0.9545454545454548,0.8522113341994704,0.9545454545454544,0.4468750000000001
4925.0,0.7258092172183809,0.8657094594594595,0.9028213166144204,0.498286435786436,0.956521739130435,0.9274193548387096,0.8831325963812351,0.9134615384615381,1.0,0.9545454545454544,0.9197324414715718,0.9297573435504468,0.956521739130435,0.9321428571428574,0.8994708994708995,0.9234672304439747,0.9230769230769231,0.9523809523809522,0.9244314013206161,0.9228395061728394,0.9340659340659341,0.95,0.9444444444444446,0.9600000000000003,0.45403871490827996,0.9545454545454548,0.8522113341994704,0.9545454545454544,0.4468750000000001
4952.0,0.7258092172183809,0.8657094594594595,0.9028213166144204,0.498286435786436,0.956521739130435,0.9274193548387096,0.8831325963812351,0.9134615384615381,1.0,0.9545454545454544,0.9197324414715718,0.9297573435504468,0.956521739130435,0.9321428571428574,0.8994708994708995,0.9234672304439747,0.9230769230769231,0.9523809523809522,0.9244314013206161,0.9228395061728394,0.9340659340659341,0.95,0.9444444444444446,0.9600000000000003,0.45403871490827996,0.9545454545454548,0.8522113341994704,0.9545454545454544,0.4468750000000001
4980.0,0.7258092172183809,0.8657094594594595,0.9028213166144204,0.498286435786436,0.956521739130435,0.9274193548387096,0.8831325963812351,0.9134615384615381,1.0,0.9545454545454544,0.9197324414715718,0.9297573435504468,0.956521739130435,0.9321428571428574,0.8994708994708995,0.9234672304439747,0.9230769230769231,0.9523809523809522,0.9244314013206161,0.9228395061728394,0.9340659340659341,0.95,0.9444444444444446,0.9600000000000003,0.45403871490827996,0.9545454545454548,0.8522113341994704,0.9545454545454544,0.4468750000000001
5012.0,0.7258092172183809,0.8657094594594595,0.9028213166144204,0.498286435786436,0.956521739130435,0.9274193548387096,0.8831325963812351,0.9134615384615381,1.0,0.9545454545454544,0.9197324414715718,0.9297573435504468,0.956521739130435,0.9321428571428574,0.8994708994708995,0.9234672304439747,0.9230769230769231,0.9523809523809522,0.9244314013206161,0.9228395061728394,0.9340659340659341,0.95,0.9444444444444446,0.9600000000000003,0.45403871490827996,0.9545454545454548,0.8522113341994704,0.9545454545454544,0.4468750000000001
5014.0,0.7258092172183809,0.8657094594594595,0.9028213166144204,0.498286435786436,0.956521739130435,0.9274193548387096,0.8831325963812351,0.9134615384615381,1.0,0.9545454545454544,0.9197324414715718,0.9297573435504468,0.956521739130435,0.9321428571428574,0.8994708994708995,0.9234672304439747,0.9230769230769231,0.9523809523809522,0.9244314013206161,0.9228395061728394,0.9340659340659341,0.95,0.9444444444444446,0.9600000000000003,0.45403871490827996,0.9545454545454548,0.8522113341994704,0.9545454545454544,0.4468750000000001
5035.0,0.7258092172183809,0.8657094594594595,0.9028213166144204,0.498286435786436,0.956521739130435,0.9274193548387096,0.8831325963812351,0.9134615384615381,1.0,0.9545454545454544,0.9197324414715718,0.9297573435504468,0.956521739130435,0.9321428571428574,0.8994708994708995,0.9234672304439747,0.9230769230769231,0.9523809523809522,0.9244314013206161,0.9228395061728394,0.9340659340659341,0.95,0.9444444444444446,0.9600000000000003,0.45403871490827996,0.9545454545454548,0.8522113341994704,0.9545454545454544,0.4468750000000001
5038.0,0.7258092172183809,0.8657094594594595,0.9028213166144204,0.498286435786436,0.956521739130435,0.9274193548387096,0.8831325963812351,0.9134615384615381,1.0,0.9545454545454544,0.9197324414715718,0.9297573435504468,0.956521739130435,0.9321428571428574,0.8994708994708995,0.9234672304439747,0.9230769230769231,0.9523809523809522,0.9244314013206161,0.9228395061728394,0.9340659340659341,0.95,0.9444444444444446,0.9600000000000003,0.45403871490827996,0.9545454545454548,0.8522113341994704,0.9545454545454544,0.4468750000000001
5101.0,0.7258092172183809,0.8657094594594595,0.9028213166144204,0.498286435786436,0.956521739130435,0.9274193548387096,0.8831325963812351,0.9134615384615381,1.0,0.9545454545454544,0.9197324414715718,0.9297573435504468,0.956521739130435,0.9321428571428574,0.8994708994708995,0.9234672304439747,0.9230769230769231,0.9523809523809522,0.9244314013206161,0.9228395061728394,0.9340659340659341,0.95,0.9444444444444446,0.9600000000000003,0.45403871490827996,0.9545454545454548,0.8522113341994704,0.9545454545454544,0.4468750000000001
5110.0,0.7258092172183809,0.8657094594594595,0.9028213166144204,0.498286435786436,0.956521739130435,0.9274193548387096,0.8831325963812351,0.9134615384615381,1.0,0.9545454545454544,0.9197324414715718,0.9297573435504468,0.956521739130435,0.9321428571428574,0.8994708994708995,0.9234672304439747,0.9230769230769231,0.9523809523809522,0.9244314013206161,0.9228395061728394,0.9340659340659341,0.95,0.9444444444444446,0.9600000000000003,0.45403871490827996,0.9545454545454548,0.8522113341994704,0.9545454545454544,0.4468750000000001
5137.0,0.7258092172183809,0.8657094594594595,0.9028213166144204,0.498286435786436,0.956521739130435,0.9274193548387096,0.8831325963812351,0.9134615384615381,1.0,0.9545454545454544,0.9197324414715718,0.9297573435504468,0.956521739130435,0.9321428571428574,0.8994708994708995,0.9234672304439747,0.9230769230769231,0.9523809523809522,0.9244314013206161,0.9228395061728394,0.9340659340659341,0.95,0.9444444444444446,0.9600000000000003,0.45403871490827996,0.9545454545454548,0.8522113341994704,0.9545454545454544,0.4468750000000001
