times,population,R0,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19
4227.0,0.7493499044245642,0.9545454545454548,0.931034482758621,0.962962962962963,0.9234234234234234,0.9666666666666667,0.498286435786436,0.95,0.9146730462519936,1.0,0.952325581395349,0.8951612903225806,0.6001936577099973,0.39375,0.9523809523809522,0.9583333333333331,0.9047619047619045,0.9761904761904763,0.9655172413793102,0.9714285714285718,0.9545454545454544
4279.0,0.7493499044245642,0.9545454545454548,0.931034482758621,0.962962962962963,0.9234234234234234,0.9666666666666667,0.498286435786436,0.95,0.9146730462519936,1.0,0.952325581395349,0.8951612903225806,0.6001936577099973,0.39375,0.9523809523809522,0.9583333333333331,0.9047619047619045,0.9761904761904763,0.9655172413793102,0.9714285714285718,0.9545454545454544
4297.0,0.7493499044245642,0.9545454545454548,0.931034482758621,0.962962962962963,0.9234234234234234,0.9666666666666667,0.498286435786436,0.95,0.9146730462519936,1.0,0.952325581395349,0.8951612903225806,0.6001936577099973,0.39375,0.9523809523809522,0.9583333333333331,0.9047619047619045,0.9761904761904763,0.9655172413793102,0.9714285714285718,0.9545454545454544
4327.0,0.7493499044245642,0.9545454545454548,0.931034482758621,0.962962962962963,0.9234234234234234,0.9666666666666667,0.498286435786436,0.95,0.9146730462519936,1.0,0.952325581395349,0.8951612903225806,0.6001936577099973,0.39375,0.9523809523809522,0.9583333333333331,0.9047619047619045,0.9761904761904763,0.9655172413793102,0.9714285714285718,0.9545454545454544
4352.0,0.7493499044245642,0.9545454545454548,0.931034482758621,0.962962962962963,0.9234234234234234,0.9666666666666667,0.498286435786436,0.95,0.9146730462519936,1.0,0.952325581395349,0.8951612903225806,0.6001936577099973,0.39375,0.9523809523809522,0.9583333333333331,0.9047619047619045,0.9761904761904763,0.9655172413793102,0.9714285714285718,0.9545454545454544
4353.0,0.7417034768283948,0.9545454545454548,0.931034482758621,0.9228395061728394,0.8945664414414415,0.9666666666666667,0.498286435786436,0.95,0.8831325963812351,0.9444444444444446,0.9234672304439747,0.8642936596218018,0.6001936577099973,0.39375,0.9523809523809522,0.9583333333333331,0.9047619047619045,0.9761904761904763,0.9297573435504468,0.9354497354497358,0.9545454545454544
4415.0,0.7340570492322257,0.9545454545454548,0.931034482758621,0.9228395061728394,0.8657094594594595,0.9321428571428574,0.498286435786436,0.95,0.8831325963812351,0.9444444444444446,0.9234672304439747,0.8642936596218018,0.6001936577099973,0.39375,0.9523809523809522,0.9583333333333331,0.9047619047619045,0.9761904761904763,0.9297573435504468,0.8994708994708995,0.9545454545454544
4472.0,0.7340570492322257,0.9545454545454548,0.931034482758621,0.9228395061728394,0.8657094594594595,0.9321428571428574,0.498286435786436,0.95,0.8831325963812351,0.9444444444444446,0.9234672304439747,0.8642936596218018,0.6001936577099973,0.39375,0.9523809523809522,0.9583333333333331,0.9047619047619045,0.9761904761904763,0.9297573435504468,0.8994708994708995,0.9545454545454544
4487.0,0.7340570492322257,0.9545454545454548,0.931034482758621,0.9228395061728394,0.8657094594594595,0.9321428571428574,0.498286435786436,0.95,0.8831325963812351,0.9444444444444446,0.9234672304439747,0.8642936596218018,0.6001936577099973,0.39375,0.9523809523809522,0.9583333333333331,0.9047619047619045,0.9761904761904763,0.9297573435504468,0.8994708994708995,0.9545454545454544
4537.0,0.7340570492322257,0.9545454545454548,0.931034482758621,0.9228395061728394,0.8657094594594595,0.9321428571428574,0.498286435786436,0.95,0.8831325963812351,0.9444444444444446,0.9234672304439747,0.8642936596218018,0.6001936577099973,0.39375,0.9523809523809522,0.9583333333333331,0.9047619047619045,0.9761904761904763,0.9297573435504468,0.8994708994708995,0.9545454545454544
4555.0,0.7340570492322257,0.9545454545454548,0.931034482758621,0.9228395061728394,0.8657094594594595,0.9321428571428574,0.498286435786436,0.95,0.8831325963812351,0.9444444444444446,0.9234672304439747,0.8642936596218018,0.6001936577099973,0.39375,0.9523809523809522,0.9583333333333331,0.9047619047619045,0.9761904761904763,0.9297573435504468,0.8994708994708995,0.9545454545454544
4568.0,0.7340570492322257,0.9545454545454548,0.931034482758621,0.9228395061728394,0.8657094594594595,0.9321428571428574,0.498286435786436,0.95,0.8831325963812351,0.9444444444444446,0.9234672304439747,0.8642936596218018,0.6001936577099973,0.39375,0.9523809523809522,0.9583333333333331,0.9047619047619045,0.9761904761904763,0.9297573435504468,0.8994708994708995,0.9545454545454544
4596.0,0.7340570492322257,0.9545454545454548,0.931034482758621,0.9228395061728394,0.8657094594594595,0.9321428571428574,0.498286435786436,0.95,0.8831325963812351,0.9444444444444446,0.9234672304439747,0.8642936596218018,0.6001936577099973,0.39375,0.9523809523809522,0.9583333333333331,0.9047619047619045,0.9761904761904763,0.9297573435504468,0.8994708994708995,0.9545454545454544
4603.0,0.7340570492322257,0.9545454545454548,0.931034482758621,0.9228395061728394,0.8657094594594595,0.9321428571428574,0.498286435786436,0.95,0.8831325963812351,0.9444444444444446,0.9234672304439747,0.8642936596218018,0.6001936577099973,0.39375,0.9523809523809522,0.9583333333333331,0.9047619047619045,0.9761904761904763,0.9297573435504468,0.8994708994708995,0.9545454545454544
4618.0,0.7258092172183809,0.9545454545454548,0.9028213166144204,0.9228395061728394,0.8657094594594595,0.9321428571428574,0.498286435786436,0.95,0.8831325963812351,0.9444444444444446,0.9234672304439747,0.8642936596218018,0.5456305979181794,0.39375,0.9523809523809522,0.9228395061728394,0.9047619047619045,0.9761904761904763,0.9297573435504468,0.8994708994708995,0.9545454545454544
4642.0,0.7258092172183809,0.9545454545454548,0.9028213166144204,0.9228395061728394,0.8657094594594595,0.9321428571428574,0.498286435786436,0.95,0.8831325963812351,0.9444444444444446,0.9234672304439747,0.8642936596218018,0.5456305979181794,0.39375,0.9523809523809522,0.9228395061728394,0.9047619047619045,0.9761904761904763,0.9297573435504468,0.8994708994708995,0.9545454545454544
4652.0,0.7258092172183809,0.9545454545454548,0.9028213166144204,0.9228395061728394,0.8657094594594595,0.9321428571428574,0.498286435786436,0.95,0.8831325963812351,0.9444444444444446,0.9234672304439747,0.8642936596218018,0.5456305979181794,0.39375,0.9523809523809522,0.9228395061728394,0.9047619047619045,0.9761904761904763,0.9297573435504468,0.8994708994708995,0.9545454545454544
4672.0,0.7258092172183809,0.9545454545454548,0.9028213166144204,0.9228395061728394,0.8657094594594595,0.9321428571428574,0.498286435786436,0.95,0.8831325963812351,0.9444444444444446,0.9234672304439747,0.8642936596218018,0.5456305979181794,0.39375,0.9523809523809522,0.9228395061728394,0.9047619047619045,0.9761904761904763,0.9297573435504468,0.8994708994708995,0.9545454545454544
4675.0,0.7258092172183809,0.9545454545454548,0.9028213166144204,0.9228395061728394,0.8657094594594595,0.9321428571428574,0.498286435786436,0.95,0.8831325963812351,0.9444444444444446,0.9234672304439747,0.8642936596218018,0.5456305979181794,0.39375,0.9523809523809522,0.9228395061728394,0.9047619047619045,0.9761904761904763,0.9297573435504468,0.8994708994708995,0.9545454545454544
4681.0,0.7258092172183809,0.9545454545454548,0.9028213166144204,0.9228395061728394,0.8657094594594595,0.9321428571428574,0.498286435786436,0.95,0.8831325963812351,0.9444444444444446,0.9234672304439747,0.8642936596218018,0.5456305979181794,0.39375,0.9523809523809522,0.9228395061728394,0.9047619047619045,0.9761904761904763,0.9297573435504468,0.8994708994708995,0.9545454545454544
4691.0,0.7258092172183809,0.9545454545454548,0.9028213166144204,0.9228395061728394,0.8657094594594595,0.9321428571428574,0.498286435786436,0.95,0.8831325963812351,0.9444444444444446,0.9234672304439747,0.8642936596218018,0.5456305979181794,0.39375,0.9523809523809522,0.9228395061728394,0.9047619047619045,0.9761904761904763,0.9297573435504468,0.8994708994708995,0.9545454545454544
4720.0,0.7258092172183809,0.9545454545454548,0.9028213166144204,0.9228395061728394,0.8657094594594595,0.9321428571428574,0.498286435786436,0.95,0.8831325963812351,0.9444444444444446,0.9234672304439747,0.8642936596218018,0.5456305979181794,0.39375,0.9523809523809522,0.9228395061728394,0.9047619047619045,0.9761904761904763,0.9297573435504468,0.8994708994708995,0.9545454545454544
4744.0,0.7258092172183809,0.9545454545454548,0.9028213166144204,0.9228395061728394,0.8657094594594595,0.9321428571428574,0.498286435786436,0.95,0.8831325963812351,0.9444444444444446,0.9234672304439747,0.8642936596218018,0.5456305979181794,0.39375,0.9523809523809522,0.9228395061728394,0.9047619047619045,0.9761904761904763,0.9297573435504468,0.8994708994708995,0.9545454545454544
4791.0,0.7258092172183809,0.9545454545454548,0.9028213166144204,0.9228395061728394,0.8657094594594595,0.9321428571428574,0.498286435786436,0.95,0.8831325963812351,0.9444444444444446,0.9234672304439747,0.8642936596218018,0.5456305979181794,0.39375,0.9523809523809522,0.9228395061728394,0.9047619047619045,0.9761904761904763,0.9297573435504468,0.8994708994708995,0.9545454545454544
4830.0,0.7258092172183809,0.9545454545454548,0.9028213166144204,0.9228395061728394,0.8657094594594595,0.9321428571428574,0.498286435786436,0.95,0.8831325963812351,0.9444444444444446,0.9234672304439747,0.8642936596218018,0.5456305979181794,0.39375,0.9523809523809522,0.9228395061728394,0.9047619047619045,0.9761904761904763,0.9297573435504468,0.8994708994708995,0.9545454545454544
4857.0,0.7258092172183809,0.9545454545454548,0.9028213166144204,0.9228395061728394,0.8657094594594595,0.9321428571428574,0.498286435786436,0.95,0.8831325963812351,0.9444444444444446,0.9234672304439747,0.8642936596218018,0.5456305979181794,0.39375,0.9523809523809522,0.9228395061728394,0.9047619047619045,0.9761904761904763,0.9297573435504468,0.8994708994708995,0.9545454545454544
4863.0,0.7258092172183809,0.9545454545454548,0.9028213166144204,0.9228395061728394,0.8657094594594595,0.9321428571428574,0.498286435786436,0.95,0.8831325963812351,0.9444444444444446,0.9234672304439747,0.8642936596218018,0.5456305979181794,0.39375,0.9523809523809522,0.9228395061728394,0.9047619047619045,0.9761904761904763,0.9297573435504468,0.8994708994708995,0.9545454545454544
4866.0,0.7258092172183809,0.9545454545454548,0.9028213166144204,0.9228395061728394,0.8657094594594595,0.9321428571428574,0.498286435786436,0.95,0.8831325963812351,0.9444444444444446,0.9234672304439747,0.8642936596218018,0.5456305979181794,0.39375,0.9523809523809522,0.9228395061728394,0.9047619047619045,0.9761904761904763,0.9297573435504468,0.8994708994708995,0.9545454545454544
4874.0,0.7258092172183809,0.9545454545454548,0.9028213166144204,0.9228395061728394,0.8657094594594595,0.9321428571428574,0.498286435786436,0.95,0.8831325963812351,0.9444444444444446,0.9234672304439747,0.8642936596218018,0.5456305979181794,0.39375,0.9523809523809522,0.9228395061728394,0.9047619047619045,0.9761904761904763,0.9297573435504468,0.8994708994708995,0.9545454545454544
4925.0,0.7258092172183809,0.9545454545454548,0.9028213166144204,0.9228395061728394,0.8657094594594595,0.9321428571428574,0.498286435786436,0.95,0.8831325963812351,0.9444444444444446,0.9234672304439747,0.8642936596218018,0.5456305979181794,0.39375,0.9523809523809522,0.9228395061728394,0.9047619047619045,0.9761904761904763,0.9297573435504468,0.8994708994708995,0.9545454545454544
4952.0,0.7258092172183809,0.9545454545454548,0.9028213166144204,0.9228395061728394,0.8657094594594595,0.9321428571428574,0.498286435786436,0.95,0.8831325963812351,0.9444444444444446,0.9234672304439747,0.8642936596218018,0.5456305979181794,0.39375,0.9523809523809522,0.9228395061728394,0.9047619047619045,0.9761904761904763,0.9297573435504468,0.8994708994708995,0.9545454545454544
4980.0,0.7258092172183809,0.9545454545454548,0.9028213166144204,0.9228395061728394,0.8657094594594595,0.9321428571428574,0.498286435786436,0.95,0.8831325963812351,0.9444444444444446,0.9234672304439747,0.8642936596218018,0.5456305979181794,0.39375,0.9523809523809522,0.9228395061728394,0.9047619047619045,0.9761904761904763,0.9297573435504468,0.8994708994708995,0.9545454545454544
5012.0,0.7258092172183809,0.9545454545454548,0.9028213166144204,0.9228395061728394,0.8657094594594595,0.9321428571428574,0.498286435786436,0.95,0.8831325963812351,0.9444444444444446,0.9234672304439747,0.8642936596218018,0.5456305979181794,0.39375,0.9523809523809522,0.9228395061728394,0.9047619047619045,0.9761904761904763,0.9297573435504468,0.8994708994708995,0.9545454545454544
5014.0,0.7258092172183809,0.9545454545454548,0.9028213166144204,0.9228395061728394,0.8657094594594595,0.9321428571428574,0.498286435786436,0.95,0.8831325963812351,0.9444444444444446,0.9234672304439747,0.8642936596218018,0.5456305979181794,0.39375,0.9523809523809522,0.9228395061728394,0.9047619047619045,0.9761904761904763,0.9297573435504468,0.8994708994708995,0.9545454545454544
5035.0,0.7258092172183809,0.9545454545454548,0.9028213166144204,0.9228395061728394,0.8657094594594595,0.9321428571428574,0.498286435786436,0.95,0.8831325963812351,0.9444444444444446,0.9234672304439747,0.8642936596218018,0.5456305979181794,0.39375,0.9523809523809522,0.9228395061728394,0.9047619047619045,0.9761904761904763,0.9297573435504468,0.8994708994708995,0.9545454545454544
5038.0,0.7258092172183809,0.9545454545454548,0.9028213166144204,0.9228395061728394,0.8657094594594595,0.9321428571428574,0.498286435786436,0.95,0.8831325963812351,0.9444444444444446,0.9234672304439747,0.8642936596218018,0.5456305979181794,0.39375,0.9523809523809522,0.9228395061728394,0.9047619047619045,0.9761904761904763,0.9297573435504468,0.8994708994708995,0.9545454545454544
5101.0,0.7258092172183809,0.9545454545454548,0.9028213166144204,0.9228395061728394,0.8657094594594595,0.9321428571428574,0.498286435786436,0.95,0.8831325963812351,0.9444444444444446,0.9234672304439747,0.8642936596218018,0.5456305979181794,0.39375,0.9523809523809522,0.9228395061728394,0.9047619047619045,0.9761904761904763,0.9297573435504468,0.8994708994708995,0.9545454545454544
5110.0,0.7258092172183809,0.9545454545454548,0.9028213166144204,0.9228395061728394,0.8657094594594595,0.9321428571428574,0.498286435786436,0.95,0.8831325963812351,0.9444444444444446,0.9234672304439747,0.8642936596218018,0.5456305979181794,0.39375,0.9523809523809522,0.9228395061728394,0.9047619047619045,0.9761904761904763,0.9297573435504468,0.8994708994708995,0.9545454545454544
5137.0,0.7258092172183809,0.9545454545454548,0.9028213166144204,0.9228395061728394,0.8657094594594595,0.9321428571428574,0.498286435786436,0.95,0.8831325963812351,0.9444444444444446,0.9234672304439747,0.8642936596218018,0.5456305979181794,0.39375,0.9523809523809522,0.9228395061728394,0.9047619047619045,0.9761904761904763,0.9297573435504468,0.8994708994708995,0.9545454545454544
5156.0,0.7258092172183809,0.9545454545454548,0.9028213166144204,0.9228395061728394,0.8657094594594595,0.9321428571428574,0.498286435786436,0.95,0.8831325963812351,0.9444444444444446,0.9234672304439747,0.8642936596218018,0.5456305979181794,0.39375,0.9523809523809522,0.9228395061728394,0.9047619047619045,0.9761904761904763,0.9297573435504468,0.8994708994708995,0.9545454545454544
5181.0,0.7258092172183809,0.9545454545454548,0.9028213166144204,0.9228395061728394,0.8657094594594595,0.9321428571428574,0.498286435786436,0.95,0.8831325963812351,0.9444444444444446,0.9234672304439747,0.8642936596218018,0.5456305979181794,0.39375,0.9523809523809522,0.9228395061728394,0.9047619047619045,0.9761904761904763,0.9297573435504468,0.8994708994708995,0.9545454545454544
5228.0,0.7258092172183809,0.9545454545454548,0.9028213166144204,0.9228395061728394,0.8657094594594595,0.9321428571428574,0.498286435786436,0.95,0.8831325963812351,0.9444444444444446,0.9234672304439747,0.8642936596218018,0.5456305979181794,0.39375,0.9523809523809522,0.9228395061728394,0.9047619047619045,0.9761904761904763,0.9297573435504468,0.8994708994708995,0.9545454545454544
5238.0,0.7258092172183809,0.9545454545454548,0.9028213166144204,0.9228395061728394,0.8657094594594595,0.9321428571428574,0.498286435786436,0.95,0.8831325963812351,0.9444444444444446,0.9234672304439747,0.8642936596218018,0.5456305979181794,0.39375,0.9523809523809522,0.9228395061728394,0.9047619047619045,0.9761904761904763,0.9297573435504468,0.8994708994708995,0.9545454545454544
5306.0,0.7258092172183809,0.9545454545454548,0.9028213166144204,0.9228395061728394,0.8657094594594595,0.9321428571428574,0.498286435786436,0.95,0.8831325963812351,0.9444444444444446,0.9234672304439747,0.8642936596218018,0.5456305979181794,0.39375,0.9523809523809522,0.9228395061728394,0.9047619047619045,0.9761904761904763,0.9297573435504468,0.8994708994708995,0.9545454545454544
5316.0,0.7258092172183809,0.9545454545454548,0.9028213166144204,0.9228395061728394,0.8657094594594595,0.9321428571428574,0.498286435786436,0.95,0.8831325963812351,0.9444444444444446,0.9234672304439747,0.8642936596218018,0.5456305979181794,0.39375,0.9523809523809522,0.9228395061728394,0.9047619047619045,0.9761904761904763,0.9297573435504468,0.8994708994708995,0.9545454545454544
5359.0,0.7258092172183809,0.9545454545454548,0.9028213166144204,0.9228395061728394,0.8657094594594595,0.9321428571428574,0.498286435786436,0.95,0.8831325963812351,0.9444444444444446,0.9234672304439747,0.8642936596218018,0.5456305979181794,0.39375,0.9523809523809522,0.9228395061728394,0.9047619047619045,0.9761904761904763,0.9297573435504468,0.8994708994708995,0.9545454545454544
5379.0,0.7258092172183809,0.9545454545454548,0.9028213166144204,0.9228395061728394,0.8657094594594595,0.9321428571428574,0.498286435786436,0.95,0.8831325963812351,0.9444444444444446,0.9234672304439747,0.8642936596218018,0.5456305979181794,0.39375,0.9523809523809522,0.9228395061728394,0.9047619047619045,0.9761904761904763,0.9297573435504468,0.8994708994708995,0.9545454545454544
5406.0,0.7258092172183809,0.9545454545454548,0.9028213166144204,0.9228395061728394,0.8657094594594595,0.9321428571428574,0.498286435786436,0.95,0.8831325963812351,0.9444444444444446,0.9234672304439747,0.8642936596218018,0.5456305979181794,0.39375,0.9523809523809522,0.9228395061728394,0.9047619047619045,0.9761904761904763,0.9297573435504468,0.8994708994708995,0.9545454545454544
5433.0,0.7258092172183809,0.9545454545454548,0.9028213166144204,0.9228395061728394,0.8657094594594595,0.9321428571428574,0.498286435786436,0.95,0.8831325963812351,0.9444444444444446,0.9234672304439747,0.8642936596218018,0.5456305979181794,0.39375,0.9523809523809522,0.9228395061728394,0.9047619047619045,0.9761904761904763,0.9297573435504468,0.8994708994708995,0.9545454545454544
5519.0,0.7258092172183809,0.9545454545454548,0.9028213166144204,0.9228395061728394,0.8657094594594595,0.9321428571428574,0.498286435786436,0.95,0.8831325963812351,0.9444444444444446,0.9234672304439747,0.8642936596218018,0.5456305979181794,0.39375,0.9523809523809522,0.9228395061728394,0.9047619047619045,0.9761904761904763,0.9297573435504468,0.8994708994708995,0.9545454545454544
5530.0,0.7258092172183809,0.9545454545454548,0.9028213166144204,0.9228395061728394,0.8657094594594595,0.9321428571428574,0.498286435786436,0.95,0.8831325963812351,0.9444444444444446,0.9234672304439747,0.8642936596218018,0.5456305979181794,0.39375,0.9523809523809522,0.9228395061728394,0.9047619047619045,0.9761904761904763,0.9297573435504468,0.8994708994708995,0.9545454545454544
5533.0,0.7258092172183809,0.9545454545454548,0.9028213166144204,0.9228395061728394,0.8657094594594595,0.9321428571428574,0.498286435786436,0.95,0.8831325963812351,0.9444444444444446,0.9234672304439747,0.8642936596218018,0.5456305979181794,0.39375,0.9523809523809522,0.9228395061728394,0.9047619047619045,0.9761904761904763,0.9297573435504468,0.8994708994708995,0.9545454545454544
5551.0,0.7258092172183809,0.9545454545454548,0.9028213166144204,0.9228395061728394,0.8657094594594595,0.9321428571428574,0.498286435786436,0.95,0.8831325963812351,0.9444444444444446,0.9234672304439747,0.8642936596218018,0.5456305979181794,0.39375,0.9523809523809522,0.9228395061728394,0.9047619047619045,0.9761904761904763,0.9297573435504468,0.8994708994708995,0.9545454545454544
5571.0,0.7258092172183809,0.9545454545454548,0.9028213166144204,0.9228395061728394,0.8657094594594595,0.9321428571428574,0.498286435786436,0.95,0.8831325963812351,0.9444444444444446,0.9234672304439747,0.8642936596218018,0.5456305979181794,0.39375,0.9523809523809522,0.9228395061728394,0.9047619047619045,0.9761904761904763,0.9297573435504468,0.8994708994708995,0.9545454545454544
5602.0,0.7258092172183809,0.9545454545454548,0.9028213166144204,0.9228395061728394,0.8657094594594595,0.9321428571428574,0.498286435786436,0.95,0.8831325963812351,0.9444444444444446,0.9234672304439747,0.8642936596218018,0.5456305979181794,0.39375,0.9523809523809522,0.9228395061728394,0.9047619047619045,0.9761904761904763,0.9297573435504468,0.8994708994708995,0.9545454545454544
5612.0,0.7258092172183809,0.9545454545454548,0.9028213166144204,0.9228395061728394,0.8657094594594595,0.9321428571428574,0.498286435786436,0.95,0.8831325963812351,0.9444444444444446,0.9234672304439747,0.8642936596218018,0.5456305979181794,0.39375,0.9523809523809522,0.9228395061728394,0.9047619047619045,0.9761904761904763,0.9297573435504468,0.8994708994708995,0.9545454545454544
5651.0,0.7258092172183809,0.9545454545454548,0.9028213166144204,0.9228395061728394,0.8657094594594595,0.9321428571428574,0.498286435786436,0.95,0.8831325963812351,0.9444444444444446,0.9234672304439747,0.8642936596218018,0.5456305979181794,0.39375,0.9523809523809522,0.9228395061728394,0.9047619047619045,0.9761904761904763,0.9297573435504468,0.8994708994708995,0.9545454545454544
5653.0,0.7258092172183809,0.9545454545454548,0.9028213166144204,0.9228395061728394,0.8657094594594595,0.9321428571428574,0.498286435786436,0.95,0.8831325963812351,0.9444444444444446,0.9234672304439747,0.8642936596218018,0.5456305979181794,0.39375,0.9523809523809522,0.9228395061728394,0.9047619047619045,0.9761904761904763,0.9297573435504468,0.8994708994708995,0.9545454545454544
5661.0,0.7258092172183809,0.9545454545454548,0.9028213166144204,0.9228395061728394,0.8657094594594595,0.9321428571428574,0.498286435786436,0.95,0.8831325963812351,0.9444444444444446,0.9234672304439747,0.8642936596218018,0.5456305979181794,0.39375,0.9523809523809522,0.9228395061728394,0.9047619047619045,0.9761904761904763,0.9297573435504468,0.8994708994708995,0.9545454545454544
5673.0,0.7258092172183809,0.9545454545454548,0.9028213166144204,0.9228395061728394,0.8657094594594595,0.9321428571428574,0.498286435786436,0.95,0.8831325963812351,0.9444444444444446,0.9234672304439747,0.8642936596218018,0.5456305979181794,0.39375,0.9523809523809522,0.9228395061728394,0.9047619047619045,0.9761904761904763,0.9297573435504468,0.8994708994708995,0.9545454545454544
5678.0,0.7258092172183809,0.9545454545454548,0.9028213166144204,0.9228395061728394,0.8657094594594595,0.9321428571428574,0.498286435786436,0.95,0.8831325963812351,0.9444444444444446,0.9234672304439747,0.8642936596218018,0.5456305979181794,0.39375,0.9523809523809522,0.9228395061728394,0.9047619047619045,0.9761904761904763,0.9297573435504468,0.8994708994708995,0.9545454545454544
5683.0,0.7258092172183809,0.9545454545454548,0.9028213166144204,0.9228395061728394,0.8657094594594595,0.9321428571428574,0.498286435786436,0.95,0.8831325963812351,0.9444444444444446,0.9234672304439747,0.8642936596218018,0.5456305979181794,0.39375,0.9523809523809522,0.9228395061728394,0.9047619047619045,0.9761904761904763,0.9297573435504468,0.8994708994708995,0.9545454545454544
5684.0,0.7258092172183809,0.9545454545454548,0.9028213166144204,0.9228395061728394,0.8657094594594595,0.9321428571428574,0.498286435786436,0.95,0.8831325963812351,0.9444444444444446,0.9234672304439747,0.8642936596218018,0.5456305979181794,0.39375,0.9523809523809522,0.9228395061728394,0.9047619047619045,0.9761904761904763,0.9297573435504468,0.8994708994708995,0.9545454545454544
5685.0,0.7258092172183809,0.9545454545454548,0.9028213166144204,0.9228395061728394,0.8657094594594595,0.9321428571428574,0.498286435786436,0.95,0.8831325963812351,0.9444444444444446,0.9234672304439747,0.8642936596218018,0.5456305979181794,0.39375,0.9523809523809522,0.9228395061728394,0.9047619047619045,0.9761904761904763,0.9297573435504468,0.8994708994708995,0.9545454545454544
5693.0,0.7258092172183809,0.9545454545454548,0.9028213166144204,0.9228395061728394,0.8657094594594595,0.9321428571428574,0.498286435786436,0.95,0.8831325963812351,0.9444444444444446,0.9234672304439747,0.8642936596218018,0.5456305979181794,0.39375,0.9523809523809522,0.9228395061728394,0.9047619047619045,0.9761904761904763,0.9297573435504468,0.8994708994708995,0.9545454545454544
5714.0,0.7258092172183809,0.9545454545454548,0.9028213166144204,0.9228395061728394,0.8657094594594595,0.9321428571428574,0.498286435786436,0.95,0.8831325963812351,0.9444444444444446,0.9234672304439747,0.8642936596218018,0.5456305979181794,0.39375,0.9523809523809522,0.9228395061728394,0.9047619047619045,0.9761904761904763,0.9297573435504468,0.8994708994708995,0.9545454545454544
5723.0,0.7258092172183809,0.9545454545454548,0.9028213166144204,0.9228395061728394,0.8657094594594595,0.9321428571428574,0.498286435786436,0.95,0.8831325963812351,0.9444444444444446,0.9234672304439747,0.8642936596218018,0.5456305979181794,0.39375,0.9523809523809522,0.9228395061728394,0.9047619047619045,0.9761904761904763,0.9297573435504468,0.8994708994708995,0.9545454545454544
5768.0,0.7258092172183809,0.9545454545454548,0.9028213166144204,0.9228395061728394,0.8657094594594595,0.9321428571428574,0.498286435786436,0.95,0.8831325963812351,0.9444444444444446,0.9234672304439747,0.8642936596218018,0.5456305979181794,0.39375,0.9523809523809522,0.9228395061728394,0.9047619047619045,0.9761904761904763,0.9297573435504468,0.8994708994708995,0.9545454545454544
5779.0,0.7258092172183809,0.9545454545454548,0.9028213166144204,0.9228395061728394,0.8657094594594595,0.9321428571428574,0.498286435786436,0.95,0.8831325963812351,0.9444444444444446,0.9234672304439747,0.8642936596218018,0.5456305979181794,0.39375,0.9523809523809522,0.9228395061728394,0.9047619047619045,0.9761904761904763,0.9297573435504468,0.8994708994708995,0.9545454545454544
5785.0,0.7258092172183809,0.9545454545454548,0.9028213166144204,0.9228395061728394,0.8657094594594595,0.9321428571428574,0.498286435786436,0.95,0.8831325963812351,0.9444444444444446,0.9234672304439747,0.8642936596218018,0.5456305979181794,0.39375,0.9523809523809522,0.9228395061728394,0.9047619047619045,0.9761904761904763,0.9297573435504468,0.8994708994708995,0.9545454545454544
5816.0,0.7258092172183809,0.9545454545454548,0.9028213166144204,0.9228395061728394,0.8657094594594595,0.9321428571428574,0.498286435786436,0.95,0.8831325963812351,0.9444444444444446,0.9234672304439747,0.8642936596218018,0.5456305979181794,0.39375,0.9523809523809522,0.9228395061728394,0.9047619047619045,0.9761904761904763,0.9297573435504468,0.8994708994708995,0.9545454545454544
5823.0,0.7258092172183809,0.9545454545454548,0.9028213166144204,0.9228395061728394,0.8657094594594595,0.9321428571428574,0.498286435786436,0.95,0.8831325963812351,0.9444444444444446,0.9234672304439747,0.8642936596218018,0.5456305979181794,0.39375,0.9523809523809522,0.9228395061728394,0.9047619047619045,0.9761904761904763,0.9297573435504468,0.8994708994708995,0.9545454545454544
5860.0,0.7258092172183809,0.9545454545454548,0.9028213166144204,0.9228395061728394,0.8657094594594595,0.9321428571428574,0.498286435786436,0.95,0.8831325963812351,0.9444444444444446,0.9234672304439747,0.8642936596218018,0.5456305979181794,0.39375,0.9523809523809522,0.9228395061728394,0.9047619047619045,0.9761904761904763,0.9297573435504468,0.8994708994708995,0.9545454545454544
5909.0,0.7258092172183809,0.9545454545454548,0.9028213166144204,0.9228395061728394,0.8657094594594595,0.9321428571428574,0.498286435786436,0.95,0.8831325963812351,0.9444444444444446,0.9234672304439747,0.8642936596218018,0.5456305979181794,0.39375,0.9523809523809522,0.9228395061728394,0.9047619047619045,0.9761904761904763,0.9297573435504468,0.8994708994708995,0.9545454545454544
5917.0,0.7258092172183809,0.9545454545454548,0.9028213166144204,0.9228395061728394,0.8657094594594595,0.9321428571428574,0.498286435786436,0.95,0.8831325963812351,0.9444444444444446,0.9234672304439747,0.8642936596218018,0.5456305979181794,0.39375,0.9523809523809522,0.9228395061728394,0.9047619047619045,0.9761904761904763,0.9297573435504468,0.8994708994708995,0.9545454545454544
5945.0,0.7258092172183809,0.9545454545454548,0.9028213166144204,0.9228395061728394,0.8657094594594595,0.9321428571428574,0.498286435786436,0.95,0.8831325963812351,0.9444444444444446,0.9234672304439747,0.8642936596218018,0.5456305979181794,0.39375,0.9523809523809522,0.9228395061728394,0.9047619047619045,0.9761904761904763,0.9297573435504468,0.8994708994708995,0.9545454545454544
