times,population,R0,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25,R26,R27,R28,R29,R30,R31,R32
3121.0,0.7906978432715391,0.5481150793650795,0.9545454545454548,0.9761904761904763,0.931034482758621,0.952325581395349,1.0,0.9583333333333331,0.9615384615384612,1.0,1.0,1.0,0.9094648808860669,1.0,1.0,1.0,0.9655172413793102,0.5474913708086786,0.9714285714285718,1.0,0.96875,0.9714285714285718,1.0,0.9255784865540961,0.9574468085106383,0.6094299293383967,0.9273182957393482,1.0,0.956521739130435,0.5585003232062055,0.9139987445072193,1.0,0.9600000000000003,1.0
3188.0,0.7906978432715391,0.5481150793650795,0.9545454545454548,0.9761904761904763,0.931034482758621,0.952325581395349,1.0,0.9583333333333331,0.9615384615384612,1.0,1.0,1.0,0.9094648808860669,1.0,1.0,1.0,0.9655172413793102,0.5474913708086786,0.9714285714285718,1.0,0.96875,0.9714285714285718,1.0,0.9255784865540961,0.9574468085106383,0.6094299293383967,0.9273182957393482,1.0,0.956521739130435,0.5585003232062055,0.9139987445072193,1.0,0.9600000000000003,1.0
3293.0,0.7906978432715391,0.5481150793650795,0.9545454545454548,0.9761904761904763,0.931034482758621,0.952325581395349,1.0,0.9583333333333331,0.9615384615384612,1.0,1.0,1.0,0.9094648808860669,1.0,1.0,1.0,0.9655172413793102,0.5474913708086786,0.9714285714285718,1.0,0.96875,0.9714285714285718,1.0,0.9255784865540961,0.9574468085106383,0.6094299293383967,0.9273182957393482,1.0,0.956521739130435,0.5585003232062055,0.9139987445072193,1.0,0.9600000000000003,1.0
3296.0,0.7906978432715391,0.5481150793650795,0.9545454545454548,0.9761904761904763,0.931034482758621,0.952325581395349,1.0,0.9583333333333331,0.9615384615384612,1.0,1.0,1.0,0.9094648808860669,1.0,1.0,1.0,0.9655172413793102,0.5474913708086786,0.9714285714285718,1.0,0.96875,0.9714285714285718,1.0,0.9255784865540961,0.9574468085106383,0.6094299293383967,0.9273182957393482,1.0,0.956521739130435,0.5585003232062055,0.9139987445072193,1.0,0.9600000000000003,1.0
3311.0,0.7906978432715391,0.5481150793650795,0.9545454545454548,0.9761904761904763,0.931034482758621,0.952325581395349,1.0,0.9583333333333331,0.9615384615384612,1.0,1.0,1.0,0.9094648808860669,1.0,1.0,1.0,0.9655172413793102,0.5474913708086786,0.9714285714285718,1.0,0.96875,0.9714285714285718,1.0,0.9255784865540961,0.9574468085106383,0.6094299293383967,0.9273182957393482,1.0,0.956521739130435,0.5585003232062055,0.9139987445072193,1.0,0.9600000000000003,1.0
3313.0,0.7844718760016846,0.5481150793650795,0.9545454545454548,0.9761904761904763,0.931034482758621,0.952325581395349,1.0,0.9583333333333331,0.9615384615384612,1.0,1.0,1.0,0.8919751716382578,1.0,1.0,1.0,0.9655172413793102,0.5474913708086786,0.9714285714285718,1.0,0.96875,0.9714285714285718,1.0,0.9255784865540961,0.9574468085106383,0.6094299293383967,0.9273182957393482,1.0,0.956521739130435,0.5585003232062055,0.9139987445072193,1.0,0.9600000000000003,1.0
3492.0,0.7844718760016846,0.5481150793650795,0.9545454545454548,0.9761904761904763,0.931034482758621,0.952325581395349,1.0,0.9583333333333331,0.9615384615384612,1.0,1.0,1.0,0.8919751716382578,1.0,1.0,1.0,0.9655172413793102,0.5474913708086786,0.9714285714285718,1.0,0.96875,0.9714285714285718,1.0,0.9255784865540961,0.9574468085106383,0.6094299293383967,0.9273182957393482,1.0,0.956521739130435,0.5585003232062055,0.9139987445072193,1.0,0.9600000000000003,1.0
3544.0,0.7844718760016846,0.5481150793650795,0.9545454545454548,0.9761904761904763,0.931034482758621,0.952325581395349,1.0,0.9583333333333331,0.9615384615384612,1.0,1.0,1.0,0.8919751716382578,1.0,1.0,1.0,0.9655172413793102,0.5474913708086786,0.9714285714285718,1.0,0.96875,0.9714285714285718,1.0,0.9255784865540961,0.9574468085106383,0.6094299293383967,0.9273182957393482,1.0,0.956521739130435,0.5585003232062055,0.9139987445072193,1.0,0.9600000000000003,1.0
3555.0,0.7844718760016846,0.5481150793650795,0.9545454545454548,0.9761904761904763,0.931034482758621,0.952325581395349,1.0,0.9583333333333331,0.9615384615384612,1.0,1.0,1.0,0.8919751716382578,1.0,1.0,1.0,0.9655172413793102,0.5474913708086786,0.9714285714285718,1.0,0.96875,0.9714285714285718,1.0,0.9255784865540961,0.9574468085106383,0.6094299293383967,0.9273182957393482,1.0,0.956521739130435,0.5585003232062055,0.9139987445072193,1.0,0.9600000000000003,1.0
3608.0,0.7844718760016846,0.5481150793650795,0.9545454545454548,0.9761904761904763,0.931034482758621,0.952325581395349,1.0,0.9583333333333331,0.9615384615384612,1.0,1.0,1.0,0.8919751716382578,1.0,1.0,1.0,0.9655172413793102,0.5474913708086786,0.9714285714285718,1.0,0.96875,0.9714285714285718,1.0,0.9255784865540961,0.9574468085106383,0.6094299293383967,0.9273182957393482,1.0,0.956521739130435,0.5585003232062055,0.9139987445072193,1.0,0.9600000000000003,1.0
3614.0,0.7844718760016846,0.5481150793650795,0.9545454545454548,0.9761904761904763,0.931034482758621,0.952325581395349,1.0,0.9583333333333331,0.9615384615384612,1.0,1.0,1.0,0.8919751716382578,1.0,1.0,1.0,0.9655172413793102,0.5474913708086786,0.9714285714285718,1.0,0.96875,0.9714285714285718,1.0,0.9255784865540961,0.9574468085106383,0.6094299293383967,0.9273182957393482,1.0,0.956521739130435,0.5585003232062055,0.9139987445072193,1.0,0.9600000000000003,1.0
3721.0,0.7844718760016846,0.5481150793650795,0.9545454545454548,0.9761904761904763,0.931034482758621,0.952325581395349,1.0,0.9583333333333331,0.9615384615384612,1.0,1.0,1.0,0.8919751716382578,1.0,1.0,1.0,0.9655172413793102,0.5474913708086786,0.9714285714285718,1.0,0.96875,0.9714285714285718,1.0,0.9255784865540961,0.9574468085106383,0.6094299293383967,0.9273182957393482,1.0,0.956521739130435,0.5585003232062055,0.9139987445072193,1.0,0.9600000000000003,1.0
3771.0,0.7844718760016846,0.5481150793650795,0.9545454545454548,0.9761904761904763,0.931034482758621,0.952325581395349,1.0,0.9583333333333331,0.9615384615384612,1.0,1.0,1.0,0.8919751716382578,1.0,1.0,1.0,0.9655172413793102,0.5474913708086786,0.9714285714285718,1.0,0.96875,0.9714285714285718,1.0,0.9255784865540961,0.9574468085106383,0.6094299293383967,0.9273182957393482,1.0,0.956521739130435,0.5585003232062055,0.9139987445072193,1.0,0.9600000000000003,1.0
3779.0,0.7844718760016846,0.5481150793650795,0.9545454545454548,0.9761904761904763,0.931034482758621,0.952325581395349,1.0,0.9583333333333331,0.9615384615384612,1.0,1.0,1.0,0.8919751716382578,1.0,1.0,1.0,0.9655172413793102,0.5474913708086786,0.9714285714285718,1.0,0.96875,0.9714285714285718,1.0,0.9255784865540961,0.9574468085106383,0.6094299293383967,0.9273182957393482,1.0,0.956521739130435,0.5585003232062055,0.9139987445072193,1.0,0.9600000000000003,1.0
3782.0,0.7844718760016846,0.5481150793650795,0.9545454545454548,0.9761904761904763,0.931034482758621,0.952325581395349,1.0,0.9583333333333331,0.9615384615384612,1.0,1.0,1.0,0.8919751716382578,1.0,1.0,1.0,0.9655172413793102,0.5474913708086786,0.9714285714285718,1.0,0.96875,0.9714285714285718,1.0,0.9255784865540961,0.9574468085106383,0.6094299293383967,0.9273182957393482,1.0,0.956521739130435,0.5585003232062055,0.9139987445072193,1.0,0.9600000000000003,1.0
3800.0,0.7844718760016846,0.5481150793650795,0.9545454545454548,0.9761904761904763,0.931034482758621,0.952325581395349,1.0,0.9583333333333331,0.9615384615384612,1.0,1.0,1.0,0.8919751716382578,1.0,1.0,1.0,0.9655172413793102,0.5474913708086786,0.9714285714285718,1.0,0.96875,0.9714285714285718,1.0,0.9255784865540961,0.9574468085106383,0.6094299293383967,0.9273182957393482,1.0,0.956521739130435,0.5585003232062055,0.9139987445072193,1.0,0.9600000000000003,1.0
3822.0,0.7777091874154634,0.498286435786436,0.9545454545454548,0.9761904761904763,0.931034482758621,0.952325581395349,1.0,0.9583333333333331,0.9615384615384612,1.0,1.0,1.0,0.8919751716382578,1.0,1.0,1.0,0.9655172413793102,0.5474913708086786,0.9714285714285718,1.0,0.96875,0.9714285714285718,1.0,0.9255784865540961,0.9574468085106383,0.5713405587547469,0.9273182957393482,1.0,0.956521739130435,0.5585003232062055,0.9139987445072193,1.0,0.9600000000000003,1.0
3855.0,0.7777091874154634,0.498286435786436,0.9545454545454548,0.9761904761904763,0.931034482758621,0.952325581395349,1.0,0.9583333333333331,0.9615384615384612,1.0,1.0,1.0,0.8919751716382578,1.0,1.0,1.0,0.9655172413793102,0.5474913708086786,0.9714285714285718,1.0,0.96875,0.9714285714285718,1.0,0.9255784865540961,0.9574468085106383,0.5713405587547469,0.9273182957393482,1.0,0.956521739130435,0.5585003232062055,0.9139987445072193,1.0,0.9600000000000003,1.0
3900.0,0.7777091874154634,0.498286435786436,0.9545454545454548,0.9761904761904763,0.931034482758621,0.952325581395349,1.0,0.9583333333333331,0.9615384615384612,1.0,1.0,1.0,0.8919751716382578,1.0,1.0,1.0,0.9655172413793102,0.5474913708086786,0.9714285714285718,1.0,0.96875,0.9714285714285718,1.0,0.9255784865540961,0.9574468085106383,0.5713405587547469,0.9273182957393482,1.0,0.956521739130435,0.5585003232062055,0.9139987445072193,1.0,0.9600000000000003,1.0
3914.0,0.7777091874154634,0.498286435786436,0.9545454545454548,0.9761904761904763,0.931034482758621,0.952325581395349,1.0,0.9583333333333331,0.9615384615384612,1.0,1.0,1.0,0.8919751716382578,1.0,1.0,1.0,0.9655172413793102,0.5474913708086786,0.9714285714285718,1.0,0.96875,0.9714285714285718,1.0,0.9255784865540961,0.9574468085106383,0.5713405587547469,0.9273182957393482,1.0,0.956521739130435,0.5585003232062055,0.9139987445072193,1.0,0.9600000000000003,1.0
3964.0,0.7777091874154634,0.498286435786436,0.9545454545454548,0.9761904761904763,0.931034482758621,0.952325581395349,1.0,0.9583333333333331,0.9615384615384612,1.0,1.0,1.0,0.8919751716382578,1.0,1.0,1.0,0.9655172413793102,0.5474913708086786,0.9714285714285718,1.0,0.96875,0.9714285714285718,1.0,0.9255784865540961,0.9574468085106383,0.5713405587547469,0.9273182957393482,1.0,0.956521739130435,0.5585003232062055,0.9139987445072193,1.0,0.9600000000000003,1.0
3976.0,0.7707027983396488,0.498286435786436,0.9545454545454548,0.9498069498069499,0.931034482758621,0.952325581395349,0.9666666666666667,0.9583333333333331,0.9615384615384612,0.962962962962963,1.0,0.9655172413793102,0.8729969764970185,0.9655172413793102,1.0,0.9615384615384612,0.9216300940438867,0.5474913708086786,0.9714285714285718,0.962962962962963,0.96875,0.9714285714285718,0.9666666666666667,0.9255784865540961,0.9574468085106383,0.5713405587547469,0.9273182957393482,1.0,0.956521739130435,0.5585003232062055,0.9139987445072193,1.0,0.9600000000000003,1.0
4050.0,0.7636964092638333,0.498286435786436,0.9545454545454548,0.9498069498069499,0.931034482758621,0.952325581395349,0.9666666666666667,0.9583333333333331,0.9615384615384612,0.962962962962963,1.0,0.9655172413793102,0.8729969764970185,0.9655172413793102,1.0,0.9615384615384612,0.9216300940438867,0.5474913708086786,0.9714285714285718,0.962962962962963,0.96875,0.9714285714285718,0.9666666666666667,0.9255784865540961,0.9574468085106383,0.5713405587547469,0.9273182957393482,1.0,0.956521739130435,0.5585003232062055,0.9139987445072193,1.0,0.9600000000000003,1.0
4052.0,0.7636964092638333,0.498286435786436,0.9545454545454548,0.9498069498069499,0.931034482758621,0.952325581395349,0.9666666666666667,0.9583333333333331,0.9615384615384612,0.962962962962963,1.0,0.9655172413793102,0.8729969764970185,0.9655172413793102,1.0,0.9615384615384612,0.9216300940438867,0.5474913708086786,0.9714285714285718,0.962962962962963,0.96875,0.9714285714285718,0.9666666666666667,0.9255784865540961,0.9574468085106383,0.5713405587547469,0.9273182957393482,1.0,0.956521739130435,0.5585003232062055,0.9139987445072193,1.0,0.9600000000000003,1.0
4066.0,0.7566251462150937,0.498286435786436,0.9545454545454548,0.9498069498069499,0.931034482758621,0.952325581395349,0.9666666666666667,0.9583333333333331,0.9615384615384612,0.962962962962963,1.0,0.9297573435504468,0.8729969764970185,0.9655172413793102,1.0,0.9615384615384612,0.9216300940438867,0.5474913708086786,0.9714285714285718,0.962962962962963,0.96875,0.9714285714285718,0.9666666666666667,0.9255784865540961,0.9574468085106383,0.5713405587547469,0.9273182957393482,1.0,0.956521739130435,0.5585003232062055,0.9139987445072193,1.0,0.9600000000000003,1.0
4085.0,0.7566251462150937,0.498286435786436,0.9545454545454548,0.9498069498069499,0.931034482758621,0.952325581395349,0.9666666666666667,0.9583333333333331,0.9615384615384612,0.962962962962963,1.0,0.9297573435504468,0.8729969764970185,0.9655172413793102,1.0,0.9615384615384612,0.9216300940438867,0.5474913708086786,0.9714285714285718,0.962962962962963,0.96875,0.9714285714285718,0.9666666666666667,0.9255784865540961,0.9574468085106383,0.5713405587547469,0.9273182957393482,1.0,0.956521739130435,0.5585003232062055,0.9139987445072193,1.0,0.9600000000000003,1.0
4178.0,0.7566251462150937,0.498286435786436,0.9545454545454548,0.9498069498069499,0.931034482758621,0.952325581395349,0.9666666666666667,0.9583333333333331,0.9615384615384612,0.962962962962963,1.0,0.9297573435504468,0.8729969764970185,0.9655172413793102,1.0,0.9615384615384612,0.9216300940438867,0.5474913708086786,0.9714285714285718,0.962962962962963,0.96875,0.9714285714285718,0.9666666666666667,0.9255784865540961,0.9574468085106383,0.5713405587547469,0.9273182957393482,1.0,0.956521739130435,0.5585003232062055,0.9139987445072193,1.0,0.9600000000000003,1.0
4181.0,0.7566251462150937,0.498286435786436,0.9545454545454548,0.9498069498069499,0.931034482758621,0.952325581395349,0.9666666666666667,0.9583333333333331,0.9615384615384612,0.962962962962963,1.0,0.9297573435504468,0.8729969764970185,0.9655172413793102,1.0,0.9615384615384612,0.9216300940438867,0.5474913708086786,0.9714285714285718,0.962962962962963,0.96875,0.9714285714285718,0.9666666666666667,0.9255784865540961,0.9574468085106383,0.5713405587547469,0.9273182957393482,1.0,0.956521739130435,0.5585003232062055,0.9139987445072193,1.0,0.9600000000000003,1.0
4212.0,0.7493499044245642,0.498286435786436,0.9545454545454548,0.9234234234234234,0.931034482758621,0.952325581395349,0.9666666666666667,0.9583333333333331,0.9615384615384612,0.962962962962963,0.9545454545454544,0.9297573435504468,0.8729969764970185,0.9655172413793102,1.0,0.9615384615384612,0.9216300940438867,0.5474913708086786,0.9714285714285718,0.962962962962963,0.96875,0.9714285714285718,0.9666666666666667,0.9255784865540961,0.9574468085106383,0.5713405587547469,0.9273182957393482,1.0,0.956521739130435,0.5585003232062055,0.8911487758945387,1.0,0.9600000000000003,0.95
4227.0,0.7493499044245642,0.498286435786436,0.9545454545454548,0.9234234234234234,0.931034482758621,0.952325581395349,0.9666666666666667,0.9583333333333331,0.9615384615384612,0.962962962962963,0.9545454545454544,0.9297573435504468,0.8729969764970185,0.9655172413793102,1.0,0.9615384615384612,0.9216300940438867,0.5474913708086786,0.9714285714285718,0.962962962962963,0.96875,0.9714285714285718,0.9666666666666667,0.9255784865540961,0.9574468085106383,0.5713405587547469,0.9273182957393482,1.0,0.956521739130435,0.5585003232062055,0.8911487758945387,1.0,0.9600000000000003,0.95
4279.0,0.7493499044245642,0.498286435786436,0.9545454545454548,0.9234234234234234,0.931034482758621,0.952325581395349,0.9666666666666667,0.9583333333333331,0.9615384615384612,0.962962962962963,0.9545454545454544,0.9297573435504468,0.8729969764970185,0.9655172413793102,1.0,0.9615384615384612,0.9216300940438867,0.5474913708086786,0.9714285714285718,0.962962962962963,0.96875,0.9714285714285718,0.9666666666666667,0.9255784865540961,0.9574468085106383,0.5713405587547469,0.9273182957393482,1.0,0.956521739130435,0.5585003232062055,0.8911487758945387,1.0,0.9600000000000003,0.95
4297.0,0.7493499044245642,0.498286435786436,0.9545454545454548,0.9234234234234234,0.931034482758621,0.952325581395349,0.9666666666666667,0.9583333333333331,0.9615384615384612,0.962962962962963,0.9545454545454544,0.9297573435504468,0.8729969764970185,0.9655172413793102,1.0,0.9615384615384612,0.9216300940438867,0.5474913708086786,0.9714285714285718,0.962962962962963,0.96875,0.9714285714285718,0.9666666666666667,0.9255784865540961,0.9574468085106383,0.5713405587547469,0.9273182957393482,1.0,0.956521739130435,0.5585003232062055,0.8911487758945387,1.0,0.9600000000000003,0.95
4327.0,0.7493499044245642,0.498286435786436,0.9545454545454548,0.9234234234234234,0.931034482758621,0.952325581395349,0.9666666666666667,0.9583333333333331,0.9615384615384612,0.962962962962963,0.9545454545454544,0.9297573435504468,0.8729969764970185,0.9655172413793102,1.0,0.9615384615384612,0.9216300940438867,0.5474913708086786,0.9714285714285718,0.962962962962963,0.96875,0.9714285714285718,0.9666666666666667,0.9255784865540961,0.9574468085106383,0.5713405587547469,0.9273182957393482,1.0,0.956521739130435,0.5585003232062055,0.8911487758945387,1.0,0.9600000000000003,0.95
4352.0,0.7493499044245642,0.498286435786436,0.9545454545454548,0.9234234234234234,0.931034482758621,0.952325581395349,0.9666666666666667,0.9583333333333331,0.9615384615384612,0.962962962962963,0.9545454545454544,0.9297573435504468,0.8729969764970185,0.9655172413793102,1.0,0.9615384615384612,0.9216300940438867,0.5474913708086786,0.9714285714285718,0.962962962962963,0.96875,0.9714285714285718,0.9666666666666667,0.9255784865540961,0.9574468085106383,0.5713405587547469,0.9273182957393482,1.0,0.956521739130435,0.5585003232062055,0.8911487758945387,1.0,0.9600000000000003,0.95
4353.0,0.7417034768283948,0.498286435786436,0.9545454545454548,0.8945664414414415,0.931034482758621,0.9234672304439747,0.9308641975308642,0.9583333333333331,0.9615384615384612,0.9228395061728394,0.9545454545454544,0.8910174542358448,0.8522113341994704,0.9297573435504468,1.0,0.9615384615384612,0.9216300940438867,0.5474913708086786,0.9340659340659341,0.962962962962963,0.96875,0.9354497354497358,0.9666666666666667,0.8936619870177478,0.9574468085106383,0.5713405587547469,0.8953418027828188,1.0,0.956521739130435,0.5585003232062055,0.8911487758945387,1.0,0.9600000000000003,0.95
4415.0,0.7340570492322257,0.498286435786436,0.9545454545454548,0.8657094594594595,0.931034482758621,0.9234672304439747,0.9308641975308642,0.9583333333333331,0.9615384615384612,0.9228395061728394,0.9545454545454544,0.8910174542358448,0.8522113341994704,0.9297573435504468,1.0,0.9197324414715718,0.9216300940438867,0.5474913708086786,0.9340659340659341,0.962962962962963,0.96875,0.8994708994708995,0.9321428571428574,0.8936619870177478,0.9244314013206161,0.5713405587547469,0.8953418027828188,1.0,0.956521739130435,0.5585003232062055,0.8670636738433349,1.0,0.9600000000000003,0.95
4472.0,0.7340570492322257,0.498286435786436,0.9545454545454548,0.8657094594594595,0.931034482758621,0.9234672304439747,0.9308641975308642,0.9583333333333331,0.9615384615384612,0.9228395061728394,0.9545454545454544,0.8910174542358448,0.8522113341994704,0.9297573435504468,1.0,0.9197324414715718,0.9216300940438867,0.5474913708086786,0.9340659340659341,0.962962962962963,0.96875,0.8994708994708995,0.9321428571428574,0.8936619870177478,0.9244314013206161,0.5713405587547469,0.8953418027828188,1.0,0.956521739130435,0.5585003232062055,0.8670636738433349,1.0,0.9600000000000003,0.95
4487.0,0.7340570492322257,0.498286435786436,0.9545454545454548,0.8657094594594595,0.931034482758621,0.9234672304439747,0.9308641975308642,0.9583333333333331,0.9615384615384612,0.9228395061728394,0.9545454545454544,0.8910174542358448,0.8522113341994704,0.9297573435504468,1.0,0.9197324414715718,0.9216300940438867,0.5474913708086786,0.9340659340659341,0.962962962962963,0.96875,0.8994708994708995,0.9321428571428574,0.8936619870177478,0.9244314013206161,0.5713405587547469,0.8953418027828188,1.0,0.956521739130435,0.5585003232062055,0.8670636738433349,1.0,0.9600000000000003,0.95
4537.0,0.7340570492322257,0.498286435786436,0.9545454545454548,0.8657094594594595,0.931034482758621,0.9234672304439747,0.9308641975308642,0.9583333333333331,0.9615384615384612,0.9228395061728394,0.9545454545454544,0.8910174542358448,0.8522113341994704,0.9297573435504468,1.0,0.9197324414715718,0.9216300940438867,0.5474913708086786,0.9340659340659341,0.962962962962963,0.96875,0.8994708994708995,0.9321428571428574,0.8936619870177478,0.9244314013206161,0.5713405587547469,0.8953418027828188,1.0,0.956521739130435,0.5585003232062055,0.8670636738433349,1.0,0.9600000000000003,0.95
4555.0,0.7340570492322257,0.498286435786436,0.9545454545454548,0.8657094594594595,0.931034482758621,0.9234672304439747,0.9308641975308642,0.9583333333333331,0.9615384615384612,0.9228395061728394,0.9545454545454544,0.8910174542358448,0.8522113341994704,0.9297573435504468,1.0,0.9197324414715718,0.9216300940438867,0.5474913708086786,0.9340659340659341,0.962962962962963,0.96875,0.8994708994708995,0.9321428571428574,0.8936619870177478,0.9244314013206161,0.5713405587547469,0.8953418027828188,1.0,0.956521739130435,0.5585003232062055,0.8670636738433349,1.0,0.9600000000000003,0.95
4568.0,0.7340570492322257,0.498286435786436,0.9545454545454548,0.8657094594594595,0.931034482758621,0.9234672304439747,0.9308641975308642,0.9583333333333331,0.9615384615384612,0.9228395061728394,0.9545454545454544,0.8910174542358448,0.8522113341994704,0.9297573435504468,1.0,0.9197324414715718,0.9216300940438867,0.5474913708086786,0.9340659340659341,0.962962962962963,0.96875,0.8994708994708995,0.9321428571428574,0.8936619870177478,0.9244314013206161,0.5713405587547469,0.8953418027828188,1.0,0.956521739130435,0.5585003232062055,0.8670636738433349,1.0,0.9600000000000003,0.95
4596.0,0.7340570492322257,0.498286435786436,0.9545454545454548,0.8657094594594595,0.931034482758621,0.9234672304439747,0.9308641975308642,0.9583333333333331,0.9615384615384612,0.9228395061728394,0.9545454545454544,0.8910174542358448,0.8522113341994704,0.9297573435504468,1.0,0.9197324414715718,0.9216300940438867,0.5474913708086786,0.9340659340659341,0.962962962962963,0.96875,0.8994708994708995,0.9321428571428574,0.8936619870177478,0.9244314013206161,0.5713405587547469,0.8953418027828188,1.0,0.956521739130435,0.5585003232062055,0.8670636738433349,1.0,0.9600000000000003,0.95
4603.0,0.7340570492322257,0.498286435786436,0.9545454545454548,0.8657094594594595,0.931034482758621,0.9234672304439747,0.9308641975308642,0.9583333333333331,0.9615384615384612,0.9228395061728394,0.9545454545454544,0.8910174542358448,0.8522113341994704,0.9297573435504468,1.0,0.9197324414715718,0.9216300940438867,0.5474913708086786,0.9340659340659341,0.962962962962963,0.96875,0.8994708994708995,0.9321428571428574,0.8936619870177478,0.9244314013206161,0.5713405587547469,0.8953418027828188,1.0,0.956521739130435,0.5585003232062055,0.8670636738433349,1.0,0.9600000000000003,0.95
4618.0,0.7258092172183809,0.498286435786436,0.9545454545454548,0.8657094594594595,0.9028213166144204,0.9234672304439747,0.9308641975308642,0.9228395061728394,0.9615384615384612,0.9228395061728394,0.9545454545454544,0.8910174542358448,0.8522113341994704,0.9297573435504468,1.0,0.9197324414715718,0.9216300940438867,0.5474913708086786,0.9340659340659341,0.962962962962963,0.96875,0.8994708994708995,0.9321428571428574,0.8936619870177478,0.9244314013206161,0.5305305188436936,0.8953418027828188,1.0,0.956521739130435,0.5585003232062055,0.8670636738433349,1.0,0.9600000000000003,0.95
4642.0,0.7258092172183809,0.498286435786436,0.9545454545454548,0.8657094594594595,0.9028213166144204,0.9234672304439747,0.9308641975308642,0.9228395061728394,0.9615384615384612,0.9228395061728394,0.9545454545454544,0.8910174542358448,0.8522113341994704,0.9297573435504468,1.0,0.9197324414715718,0.9216300940438867,0.5474913708086786,0.9340659340659341,0.962962962962963,0.96875,0.8994708994708995,0.9321428571428574,0.8936619870177478,0.9244314013206161,0.5305305188436936,0.8953418027828188,1.0,0.956521739130435,0.5585003232062055,0.8670636738433349,1.0,0.9600000000000003,0.95
4652.0,0.7258092172183809,0.498286435786436,0.9545454545454548,0.8657094594594595,0.9028213166144204,0.9234672304439747,0.9308641975308642,0.9228395061728394,0.9615384615384612,0.9228395061728394,0.9545454545454544,0.8910174542358448,0.8522113341994704,0.9297573435504468,1.0,0.9197324414715718,0.9216300940438867,0.5474913708086786,0.9340659340659341,0.962962962962963,0.96875,0.8994708994708995,0.9321428571428574,0.8936619870177478,0.9244314013206161,0.5305305188436936,0.8953418027828188,1.0,0.956521739130435,0.5585003232062055,0.8670636738433349,1.0,0.9600000000000003,0.95
4672.0,0.7258092172183809,0.498286435786436,0.9545454545454548,0.8657094594594595,0.9028213166144204,0.9234672304439747,0.9308641975308642,0.9228395061728394,0.9615384615384612,0.9228395061728394,0.9545454545454544,0.8910174542358448,0.8522113341994704,0.9297573435504468,1.0,0.9197324414715718,0.9216300940438867,0.5474913708086786,0.9340659340659341,0.962962962962963,0.96875,0.8994708994708995,0.9321428571428574,0.8936619870177478,0.9244314013206161,0.5305305188436936,0.8953418027828188,1.0,0.956521739130435,0.5585003232062055,0.8670636738433349,1.0,0.9600000000000003,0.95
4675.0,0.7258092172183809,0.498286435786436,0.9545454545454548,0.8657094594594595,0.9028213166144204,0.9234672304439747,0.9308641975308642,0.9228395061728394,0.9615384615384612,0.9228395061728394,0.9545454545454544,0.8910174542358448,0.8522113341994704,0.9297573435504468,1.0,0.9197324414715718,0.9216300940438867,0.5474913708086786,0.9340659340659341,0.962962962962963,0.96875,0.8994708994708995,0.9321428571428574,0.8936619870177478,0.9244314013206161,0.5305305188436936,0.8953418027828188,1.0,0.956521739130435,0.5585003232062055,0.8670636738433349,1.0,0.9600000000000003,0.95
4681.0,0.7258092172183809,0.498286435786436,0.9545454545454548,0.8657094594594595,0.9028213166144204,0.9234672304439747,0.9308641975308642,0.9228395061728394,0.9615384615384612,0.9228395061728394,0.9545454545454544,0.8910174542358448,0.8522113341994704,0.9297573435504468,1.0,0.9197324414715718,0.9216300940438867,0.5474913708086786,0.9340659340659341,0.962962962962963,0.96875,0.8994708994708995,0.9321428571428574,0.8936619870177478,0.9244314013206161,0.5305305188436936,0.8953418027828188,1.0,0.956521739130435,0.5585003232062055,0.8670636738433349,1.0,0.9600000000000003,0.95
4691.0,0.7258092172183809,0.498286435786436,0.9545454545454548,0.8657094594594595,0.9028213166144204,0.9234672304439747,0.9308641975308642,0.9228395061728394,0.9615384615384612,0.9228395061728394,0.9545454545454544,0.8910174542358448,0.8522113341994704,0.9297573435504468,1.0,0.9197324414715718,0.9216300940438867,0.5474913708086786,0.9340659340659341,0.962962962962963,0.96875,0.8994708994708995,0.9321428571428574,0.8936619870177478,0.9244314013206161,0.5305305188436936,0.8953418027828188,1.0,0.956521739130435,0.5585003232062055,0.8670636738433349,1.0,0.9600000000000003,0.95
4720.0,0.7258092172183809,0.498286435786436,0.9545454545454548,0.8657094594594595,0.9028213166144204,0.9234672304439747,0.9308641975308642,0.9228395061728394,0.9615384615384612,0.9228395061728394,0.9545454545454544,0.8910174542358448,0.8522113341994704,0.9297573435504468,1.0,0.9197324414715718,0.9216300940438867,0.5474913708086786,0.9340659340659341,0.962962962962963,0.96875,0.8994708994708995,0.9321428571428574,0.8936619870177478,0.9244314013206161,0.5305305188436936,0.8953418027828188,1.0,0.956521739130435,0.5585003232062055,0.8670636738433349,1.0,0.9600000000000003,0.95
4744.0,0.7258092172183809,0.498286435786436,0.9545454545454548,0.8657094594594595,0.9028213166144204,0.9234672304439747,0.9308641975308642,0.9228395061728394,0.9615384615384612,0.9228395061728394,0.9545454545454544,0.8910174542358448,0.8522113341994704,0.9297573435504468,1.0,0.9197324414715718,0.9216300940438867,0.5474913708086786,0.9340659340659341,0.962962962962963,0.96875,0.8994708994708995,0.9321428571428574,0.8936619870177478,0.9244314013206161,0.5305305188436936,0.8953418027828188,1.0,0.956521739130435,0.5585003232062055,0.8670636738433349,1.0,0.9600000000000003,0.95
