times,population,R0,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25,R26,R27,R28,R29
3311.0,0.7906978432715391,0.5481150793650795,0.931034482758621,0.9761904761904763,1.0,0.9714285714285718,0.9736842105263158,0.9642857142857144,1.0,1.0,0.9395744680851069,0.9655172413793102,0.9047619047619045,0.952325581395349,1.0,1.0,1.0,0.9714285714285718,1.0,0.9157054125998227,1.0,0.9600000000000003,0.9756097560975607,0.9545454545454548,0.9139987445072193,0.9761904761904763,0.9714285714285718,0.9583333333333331,1.0,1.0,0.9523809523809522
3313.0,0.7844718760016846,0.5481150793650795,0.931034482758621,0.9761904761904763,1.0,0.9714285714285718,0.9736842105263158,0.9642857142857144,1.0,1.0,0.9395744680851069,0.9655172413793102,0.9047619047619045,0.952325581395349,1.0,1.0,1.0,0.9714285714285718,1.0,0.9157054125998227,1.0,0.9600000000000003,0.9756097560975607,0.9545454545454548,0.9139987445072193,0.9761904761904763,0.9714285714285718,0.9583333333333331,1.0,1.0,0.9523809523809522
3492.0,0.7844718760016846,0.5481150793650795,0.931034482758621,0.9761904761904763,1.0,0.9714285714285718,0.9736842105263158,0.9642857142857144,1.0,1.0,0.9395744680851069,0.9655172413793102,0.9047619047619045,0.952325581395349,1.0,1.0,1.0,0.9714285714285718,1.0,0.9157054125998227,1.0,0.9600000000000003,0.9756097560975607,0.9545454545454548,0.9139987445072193,0.9761904761904763,0.9714285714285718,0.9583333333333331,1.0,1.0,0.9523809523809522
3544.0,0.7844718760016846,0.5481150793650795,0.931034482758621,0.9761904761904763,1.0,0.9714285714285718,0.9736842105263158,0.9642857142857144,1.0,1.0,0.9395744680851069,0.9655172413793102,0.9047619047619045,0.952325581395349,1.0,1.0,1.0,0.9714285714285718,1.0,0.9157054125998227,1.0,0.9600000000000003,0.9756097560975607,0.9545454545454548,0.9139987445072193,0.9761904761904763,0.9714285714285718,0.9583333333333331,1.0,1.0,0.9523809523809522
3555.0,0.7844718760016846,0.5481150793650795,0.931034482758621,0.9761904761904763,1.0,0.9714285714285718,0.9736842105263158,0.9642857142857144,1.0,1.0,0.9395744680851069,0.9655172413793102,0.9047619047619045,0.952325581395349,1.0,1.0,1.0,0.9714285714285718,1.0,0.9157054125998227,1.0,0.9600000000000003,0.9756097560975607,0.9545454545454548,0.9139987445072193,0.9761904761904763,0.9714285714285718,0.9583333333333331,1.0,1.0,0.9523809523809522
3608.0,0.7844718760016846,0.5481150793650795,0.931034482758621,0.9761904761904763,1.0,0.9714285714285718,0.9736842105263158,0.9642857142857144,1.0,1.0,0.9395744680851069,0.9655172413793102,0.9047619047619045,0.952325581395349,1.0,1.0,1.0,0.9714285714285718,1.0,0.9157054125998227,1.0,0.9600000000000003,0.9756097560975607,0.9545454545454548,0.9139987445072193,0.9761904761904763,0.9714285714285718,0.9583333333333331,1.0,1.0,0.9523809523809522
3614.0,0.7844718760016846,0.5481150793650795,0.931034482758621,0.9761904761904763,1.0,0.9714285714285718,0.9736842105263158,0.9642857142857144,1.0,1.0,0.9395744680851069,0.9655172413793102,0.9047619047619045,0.952325581395349,1.0,1.0,1.0,0.9714285714285718,1.0,0.9157054125998227,1.0,0.9600000000000003,0.9756097560975607,0.9545454545454548,0.9139987445072193,0.9761904761904763,0.9714285714285718,0.9583333333333331,1.0,1.0,0.9523809523809522
3721.0,0.7844718760016846,0.5481150793650795,0.931034482758621,0.9761904761904763,1.0,0.9714285714285718,0.9736842105263158,0.9642857142857144,1.0,1.0,0.9395744680851069,0.9655172413793102,0.9047619047619045,0.952325581395349,1.0,1.0,1.0,0.9714285714285718,1.0,0.9157054125998227,1.0,0.9600000000000003,0.9756097560975607,0.9545454545454548,0.9139987445072193,0.9761904761904763,0.9714285714285718,0.9583333333333331,1.0,1.0,0.9523809523809522
3771.0,0.7844718760016846,0.5481150793650795,0.931034482758621,0.9761904761904763,1.0,0.9714285714285718,0.9736842105263158,0.9642857142857144,1.0,1.0,0.9395744680851069,0.9655172413793102,0.9047619047619045,0.952325581395349,1.0,1.0,1.0,0.9714285714285718,1.0,0.9157054125998227,1.0,0.9600000000000003,0.9756097560975607,0.9545454545454548,0.9139987445072193,0.9761904761904763,0.9714285714285718,0.9583333333333331,1.0,1.0,0.9523809523809522
3779.0,0.7844718760016846,0.5481150793650795,0.931034482758621,0.9761904761904763,1.0,0.9714285714285718,0.9736842105263158,0.9642857142857144,1.0,1.0,0.9395744680851069,0.9655172413793102,0.9047619047619045,0.952325581395349,1.0,1.0,1.0,0.9714285714285718,1.0,0.9157054125998227,1.0,0.9600000000000003,0.9756097560975607,0.9545454545454548,0.9139987445072193,0.9761904761904763,0.9714285714285718,0.9583333333333331,1.0,1.0,0.9523809523809522
3782.0,0.7844718760016846,0.5481150793650795,0.931034482758621,0.9761904761904763,1.0,0.9714285714285718,0.9736842105263158,0.9642857142857144,1.0,1.0,0.9395744680851069,0.9655172413793102,0.9047619047619045,0.952325581395349,1.0,1.0,1.0,0.9714285714285718,1.0,0.9157054125998227,1.0,0.9600000000000003,0.9756097560975607,0.9545454545454548,0.9139987445072193,0.9761904761904763,0.9714285714285718,0.9583333333333331,1.0,1.0,0.9523809523809522
3800.0,0.7844718760016846,0.5481150793650795,0.931034482758621,0.9761904761904763,1.0,0.9714285714285718,0.9736842105263158,0.9642857142857144,1.0,1.0,0.9395744680851069,0.9655172413793102,0.9047619047619045,0.952325581395349,1.0,1.0,1.0,0.9714285714285718,1.0,0.9157054125998227,1.0,0.9600000000000003,0.9756097560975607,0.9545454545454548,0.9139987445072193,0.9761904761904763,0.9714285714285718,0.9583333333333331,1.0,1.0,0.9523809523809522
3822.0,0.7777091874154634,0.498286435786436,0.931034482758621,0.9761904761904763,1.0,0.9714285714285718,0.9736842105263158,0.9642857142857144,1.0,1.0,0.9395744680851069,0.9655172413793102,0.9047619047619045,0.952325581395349,1.0,1.0,1.0,0.9390476190476194,1.0,0.9157054125998227,1.0,0.9600000000000003,0.9756097560975607,0.9545454545454548,0.9139987445072193,0.9761904761904763,0.9714285714285718,0.9583333333333331,1.0,1.0,0.9523809523809522
3855.0,0.7777091874154634,0.498286435786436,0.931034482758621,0.9761904761904763,1.0,0.9714285714285718,0.9736842105263158,0.9642857142857144,1.0,1.0,0.9395744680851069,0.9655172413793102,0.9047619047619045,0.952325581395349,1.0,1.0,1.0,0.9390476190476194,1.0,0.9157054125998227,1.0,0.9600000000000003,0.9756097560975607,0.9545454545454548,0.9139987445072193,0.9761904761904763,0.9714285714285718,0.9583333333333331,1.0,1.0,0.9523809523809522
3900.0,0.7777091874154634,0.498286435786436,0.931034482758621,0.9761904761904763,1.0,0.9714285714285718,0.9736842105263158,0.9642857142857144,1.0,1.0,0.9395744680851069,0.9655172413793102,0.9047619047619045,0.952325581395349,1.0,1.0,1.0,0.9390476190476194,1.0,0.9157054125998227,1.0,0.9600000000000003,0.9756097560975607,0.9545454545454548,0.9139987445072193,0.9761904761904763,0.9714285714285718,0.9583333333333331,1.0,1.0,0.9523809523809522
3914.0,0.7777091874154634,0.498286435786436,0.931034482758621,0.9761904761904763,1.0,0.9714285714285718,0.9736842105263158,0.9642857142857144,1.0,1.0,0.9395744680851069,0.9655172413793102,0.9047619047619045,0.952325581395349,1.0,1.0,1.0,0.9390476190476194,1.0,0.9157054125998227,1.0,0.9600000000000003,0.9756097560975607,0.9545454545454548,0.9139987445072193,0.9761904761904763,0.9714285714285718,0.9583333333333331,1.0,1.0,0.9523809523809522
3964.0,0.7777091874154634,0.498286435786436,0.931034482758621,0.9761904761904763,1.0,0.9714285714285718,0.9736842105263158,0.9642857142857144,1.0,1.0,0.9395744680851069,0.9655172413793102,0.9047619047619045,0.952325581395349,1.0,1.0,1.0,0.9390476190476194,1.0,0.9157054125998227,1.0,0.9600000000000003,0.9756097560975607,0.9545454545454548,0.9139987445072193,0.9761904761904763,0.9714285714285718,0.9583333333333331,1.0,1.0,0.9523809523809522
3976.0,0.7707027983396488,0.498286435786436,0.931034482758621,0.9498069498069499,1.0,0.9714285714285718,0.9441786283891547,0.9642857142857144,1.0,0.9666666666666667,0.9395744680851069,0.9655172413793102,0.9047619047619045,0.952325581395349,1.0,1.0,0.9666666666666667,0.9390476190476194,0.962962962962963,0.9157054125998227,0.9615384615384612,0.9600000000000003,0.9756097560975607,0.9545454545454548,0.9139987445072193,0.9761904761904763,0.9714285714285718,0.9583333333333331,0.9655172413793102,1.0,0.9523809523809522
4050.0,0.7636964092638333,0.498286435786436,0.931034482758621,0.9498069498069499,1.0,0.9714285714285718,0.9441786283891547,0.9642857142857144,1.0,0.9666666666666667,0.9395744680851069,0.9655172413793102,0.9047619047619045,0.952325581395349,1.0,1.0,0.9666666666666667,0.9390476190476194,0.962962962962963,0.9157054125998227,0.9615384615384612,0.9600000000000003,0.9756097560975607,0.9545454545454548,0.9139987445072193,0.9761904761904763,0.9714285714285718,0.9583333333333331,0.9655172413793102,1.0,0.9523809523809522
4052.0,0.7636964092638333,0.498286435786436,0.931034482758621,0.9498069498069499,1.0,0.9714285714285718,0.9441786283891547,0.9642857142857144,1.0,0.9666666666666667,0.9395744680851069,0.9655172413793102,0.9047619047619045,0.952325581395349,1.0,1.0,0.9666666666666667,0.9390476190476194,0.962962962962963,0.9157054125998227,0.9615384615384612,0.9600000000000003,0.9756097560975607,0.9545454545454548,0.9139987445072193,0.9761904761904763,0.9714285714285718,0.9583333333333331,0.9655172413793102,1.0,0.9523809523809522
4066.0,0.7566251462150937,0.498286435786436,0.931034482758621,0.9498069498069499,1.0,0.9714285714285718,0.9441786283891547,0.9642857142857144,1.0,0.9666666666666667,0.9395744680851069,0.9655172413793102,0.9047619047619045,0.952325581395349,1.0,1.0,0.9666666666666667,0.9390476190476194,0.962962962962963,0.9157054125998227,0.9615384615384612,0.9600000000000003,0.9756097560975607,0.9545454545454548,0.9139987445072193,0.9761904761904763,0.9714285714285718,0.9583333333333331,0.9655172413793102,1.0,0.9523809523809522
4085.0,0.7566251462150937,0.498286435786436,0.931034482758621,0.9498069498069499,1.0,0.9714285714285718,0.9441786283891547,0.9642857142857144,1.0,0.9666666666666667,0.9395744680851069,0.9655172413793102,0.9047619047619045,0.952325581395349,1.0,1.0,0.9666666666666667,0.9390476190476194,0.962962962962963,0.9157054125998227,0.9615384615384612,0.9600000000000003,0.9756097560975607,0.9545454545454548,0.9139987445072193,0.9761904761904763,0.9714285714285718,0.9583333333333331,0.9655172413793102,1.0,0.9523809523809522
4178.0,0.7566251462150937,0.498286435786436,0.931034482758621,0.9498069498069499,1.0,0.9714285714285718,0.9441786283891547,0.9642857142857144,1.0,0.9666666666666667,0.9395744680851069,0.9655172413793102,0.9047619047619045,0.952325581395349,1.0,1.0,0.9666666666666667,0.9390476190476194,0.962962962962963,0.9157054125998227,0.9615384615384612,0.9600000000000003,0.9756097560975607,0.9545454545454548,0.9139987445072193,0.9761904761904763,0.9714285714285718,0.9583333333333331,0.9655172413793102,1.0,0.9523809523809522
4181.0,0.7566251462150937,0.498286435786436,0.931034482758621,0.9498069498069499,1.0,0.9714285714285718,0.9441786283891547,0.9642857142857144,1.0,0.9666666666666667,0.9395744680851069,0.9655172413793102,0.9047619047619045,0.952325581395349,1.0,1.0,0.9666666666666667,0.9390476190476194,0.962962962962963,0.9157054125998227,0.9615384615384612,0.9600000000000003,0.9756097560975607,0.9545454545454548,0.9139987445072193,0.9761904761904763,0.9714285714285718,0.9583333333333331,0.9655172413793102,1.0,0.9523809523809522
4212.0,0.7493499044245642,0.498286435786436,0.931034482758621,0.9234234234234234,1.0,0.9714285714285718,0.9146730462519936,0.9642857142857144,1.0,0.9666666666666667,0.9395744680851069,0.9655172413793102,0.9047619047619045,0.952325581395349,0.9545454545454544,0.95,0.9666666666666667,0.9055102040816332,0.962962962962963,0.9157054125998227,0.9615384615384612,0.9600000000000003,0.9380863039399621,0.9545454545454548,0.8911487758945387,0.9761904761904763,0.9714285714285718,0.9583333333333331,0.9655172413793102,1.0,0.9523809523809522
4227.0,0.7493499044245642,0.498286435786436,0.931034482758621,0.9234234234234234,1.0,0.9714285714285718,0.9146730462519936,0.9642857142857144,1.0,0.9666666666666667,0.9395744680851069,0.9655172413793102,0.9047619047619045,0.952325581395349,0.9545454545454544,0.95,0.9666666666666667,0.9055102040816332,0.962962962962963,0.9157054125998227,0.9615384615384612,0.9600000000000003,0.9380863039399621,0.9545454545454548,0.8911487758945387,0.9761904761904763,0.9714285714285718,0.9583333333333331,0.9655172413793102,1.0,0.9523809523809522
4279.0,0.7493499044245642,0.498286435786436,0.931034482758621,0.9234234234234234,1.0,0.9714285714285718,0.9146730462519936,0.9642857142857144,1.0,0.9666666666666667,0.9395744680851069,0.9655172413793102,0.9047619047619045,0.952325581395349,0.9545454545454544,0.95,0.9666666666666667,0.9055102040816332,0.962962962962963,0.9157054125998227,0.9615384615384612,0.9600000000000003,0.9380863039399621,0.9545454545454548,0.8911487758945387,0.9761904761904763,0.9714285714285718,0.9583333333333331,0.9655172413793102,1.0,0.9523809523809522
4297.0,0.7493499044245642,0.498286435786436,0.931034482758621,0.9234234234234234,1.0,0.9714285714285718,0.9146730462519936,0.9642857142857144,1.0,0.9666666666666667,0.9395744680851069,0.9655172413793102,0.9047619047619045,0.952325581395349,0.9545454545454544,0.95,0.9666666666666667,0.9055102040816332,0.962962962962963,0.9157054125998227,0.9615384615384612,0.9600000000000003,0.9380863039399621,0.9545454545454548,0.8911487758945387,0.9761904761904763,0.9714285714285718,0.9583333333333331,0.9655172413793102,1.0,0.9523809523809522
4327.0,0.7493499044245642,0.498286435786436,0.931034482758621,0.9234234234234234,1.0,0.9714285714285718,0.9146730462519936,0.9642857142857144,1.0,0.9666666666666667,0.9395744680851069,0.9655172413793102,0.9047619047619045,0.952325581395349,0.9545454545454544,0.95,0.9666666666666667,0.9055102040816332,0.962962962962963,0.9157054125998227,0.9615384615384612,0.9600000000000003,0.9380863039399621,0.9545454545454548,0.8911487758945387,0.9761904761904763,0.9714285714285718,0.9583333333333331,0.9655172413793102,1.0,0.9523809523809522
4352.0,0.7493499044245642,0.498286435786436,0.931034482758621,0.9234234234234234,1.0,0.9714285714285718,0.9146730462519936,0.9642857142857144,1.0,0.9666666666666667,0.9395744680851069,0.9655172413793102,0.9047619047619045,0.952325581395349,0.9545454545454544,0.95,0.9666666666666667,0.9055102040816332,0.962962962962963,0.9157054125998227,0.9615384615384612,0.9600000000000003,0.9380863039399621,0.9545454545454548,0.8911487758945387,0.9761904761904763,0.9714285714285718,0.9583333333333331,0.9655172413793102,1.0,0.9523809523809522
4353.0,0.7417034768283948,0.498286435786436,0.931034482758621,0.8945664414414415,1.0,0.9340659340659341,0.8831325963812351,0.9642857142857144,0.9444444444444446,0.9308641975308642,0.913475177304965,0.9655172413793102,0.9047619047619045,0.9234672304439747,0.9545454545454544,0.95,0.9666666666666667,0.9055102040816332,0.9228395061728394,0.8879567637331615,0.9615384615384612,0.9600000000000003,0.8989993746091302,0.9545454545454548,0.8911487758945387,0.9761904761904763,0.9354497354497358,0.9583333333333331,0.9297573435504468,0.9230769230769231,0.9523809523809522
4415.0,0.7340570492322257,0.498286435786436,0.931034482758621,0.8657094594594595,1.0,0.9340659340659341,0.8831325963812351,0.9642857142857144,0.9444444444444446,0.9308641975308642,0.8873758865248234,0.9235382308845577,0.9047619047619045,0.9234672304439747,0.9545454545454544,0.95,0.9321428571428574,0.9055102040816332,0.9228395061728394,0.8879567637331615,0.9197324414715718,0.9600000000000003,0.8989993746091302,0.9545454545454548,0.8670636738433349,0.9761904761904763,0.8994708994708995,0.9583333333333331,0.9297573435504468,0.9230769230769231,0.9523809523809522
4472.0,0.7340570492322257,0.498286435786436,0.931034482758621,0.8657094594594595,1.0,0.9340659340659341,0.8831325963812351,0.9642857142857144,0.9444444444444446,0.9308641975308642,0.8873758865248234,0.9235382308845577,0.9047619047619045,0.9234672304439747,0.9545454545454544,0.95,0.9321428571428574,0.9055102040816332,0.9228395061728394,0.8879567637331615,0.9197324414715718,0.9600000000000003,0.8989993746091302,0.9545454545454548,0.8670636738433349,0.9761904761904763,0.8994708994708995,0.9583333333333331,0.9297573435504468,0.9230769230769231,0.9523809523809522
4487.0,0.7340570492322257,0.498286435786436,0.931034482758621,0.8657094594594595,1.0,0.9340659340659341,0.8831325963812351,0.9642857142857144,0.9444444444444446,0.9308641975308642,0.8873758865248234,0.9235382308845577,0.9047619047619045,0.9234672304439747,0.9545454545454544,0.95,0.9321428571428574,0.9055102040816332,0.9228395061728394,0.8879567637331615,0.9197324414715718,0.9600000000000003,0.8989993746091302,0.9545454545454548,0.8670636738433349,0.9761904761904763,0.8994708994708995,0.9583333333333331,0.9297573435504468,0.9230769230769231,0.9523809523809522
4537.0,0.7340570492322257,0.498286435786436,0.931034482758621,0.8657094594594595,1.0,0.9340659340659341,0.8831325963812351,0.9642857142857144,0.9444444444444446,0.9308641975308642,0.8873758865248234,0.9235382308845577,0.9047619047619045,0.9234672304439747,0.9545454545454544,0.95,0.9321428571428574,0.9055102040816332,0.9228395061728394,0.8879567637331615,0.9197324414715718,0.9600000000000003,0.8989993746091302,0.9545454545454548,0.8670636738433349,0.9761904761904763,0.8994708994708995,0.9583333333333331,0.9297573435504468,0.9230769230769231,0.9523809523809522
4555.0,0.7340570492322257,0.498286435786436,0.931034482758621,0.8657094594594595,1.0,0.9340659340659341,0.8831325963812351,0.9642857142857144,0.9444444444444446,0.9308641975308642,0.8873758865248234,0.9235382308845577,0.9047619047619045,0.9234672304439747,0.9545454545454544,0.95,0.9321428571428574,0.9055102040816332,0.9228395061728394,0.8879567637331615,0.9197324414715718,0.9600000000000003,0.8989993746091302,0.9545454545454548,0.8670636738433349,0.9761904761904763,0.8994708994708995,0.9583333333333331,0.9297573435504468,0.9230769230769231,0.9523809523809522
4568.0,0.7340570492322257,0.498286435786436,0.931034482758621,0.8657094594594595,1.0,0.9340659340659341,0.8831325963812351,0.9642857142857144,0.9444444444444446,0.9308641975308642,0.8873758865248234,0.9235382308845577,0.9047619047619045,0.9234672304439747,0.9545454545454544,0.95,0.9321428571428574,0.9055102040816332,0.9228395061728394,0.8879567637331615,0.9197324414715718,0.9600000000000003,0.8989993746091302,0.9545454545454548,0.8670636738433349,0.9761904761904763,0.8994708994708995,0.9583333333333331,0.9297573435504468,0.9230769230769231,0.9523809523809522
4596.0,0.7340570492322257,0.498286435786436,0.931034482758621,0.8657094594594595,1.0,0.9340659340659341,0.8831325963812351,0.9642857142857144,0.9444444444444446,0.9308641975308642,0.8873758865248234,0.9235382308845577,0.9047619047619045,0.9234672304439747,0.9545454545454544,0.95,0.9321428571428574,0.9055102040816332,0.9228395061728394,0.8879567637331615,0.9197324414715718,0.9600000000000003,0.8989993746091302,0.9545454545454548,0.8670636738433349,0.9761904761904763,0.8994708994708995,0.9583333333333331,0.9297573435504468,0.9230769230769231,0.9523809523809522
4603.0,0.7340570492322257,0.498286435786436,0.931034482758621,0.8657094594594595,1.0,0.9340659340659341,0.8831325963812351,0.9642857142857144,0.9444444444444446,0.9308641975308642,0.8873758865248234,0.9235382308845577,0.9047619047619045,0.9234672304439747,0.9545454545454544,0.95,0.9321428571428574,0.9055102040816332,0.9228395061728394,0.8879567637331615,0.9197324414715718,0.9600000000000003,0.8989993746091302,0.9545454545454548,0.8670636738433349,0.9761904761904763,0.8994708994708995,0.9583333333333331,0.9297573435504468,0.9230769230769231,0.9523809523809522
4618.0,0.7258092172183809,0.498286435786436,0.9028213166144204,0.8657094594594595,1.0,0.9340659340659341,0.8831325963812351,0.9642857142857144,0.9444444444444446,0.9308641975308642,0.8873758865248234,0.9235382308845577,0.9047619047619045,0.9234672304439747,0.9545454545454544,0.95,0.9321428571428574,0.9055102040816332,0.9228395061728394,0.8879567637331615,0.9197324414715718,0.9600000000000003,0.8989993746091302,0.9545454545454548,0.8670636738433349,0.9761904761904763,0.8994708994708995,0.9228395061728394,0.9297573435504468,0.9230769230769231,0.9523809523809522
4642.0,0.7258092172183809,0.498286435786436,0.9028213166144204,0.8657094594594595,1.0,0.9340659340659341,0.8831325963812351,0.9642857142857144,0.9444444444444446,0.9308641975308642,0.8873758865248234,0.9235382308845577,0.9047619047619045,0.9234672304439747,0.9545454545454544,0.95,0.9321428571428574,0.9055102040816332,0.9228395061728394,0.8879567637331615,0.9197324414715718,0.9600000000000003,0.8989993746091302,0.9545454545454548,0.8670636738433349,0.9761904761904763,0.8994708994708995,0.9228395061728394,0.9297573435504468,0.9230769230769231,0.9523809523809522
4652.0,0.7258092172183809,0.498286435786436,0.9028213166144204,0.8657094594594595,1.0,0.9340659340659341,0.8831325963812351,0.9642857142857144,0.9444444444444446,0.9308641975308642,0.8873758865248234,0.9235382308845577,0.9047619047619045,0.9234672304439747,0.9545454545454544,0.95,0.9321428571428574,0.9055102040816332,0.9228395061728394,0.8879567637331615,0.9197324414715718,0.9600000000000003,0.8989993746091302,0.9545454545454548,0.8670636738433349,0.9761904761904763,0.8994708994708995,0.9228395061728394,0.9297573435504468,0.9230769230769231,0.9523809523809522
4672.0,0.7258092172183809,0.498286435786436,0.9028213166144204,0.8657094594594595,1.0,0.9340659340659341,0.8831325963812351,0.9642857142857144,0.9444444444444446,0.9308641975308642,0.8873758865248234,0.9235382308845577,0.9047619047619045,0.9234672304439747,0.9545454545454544,0.95,0.9321428571428574,0.9055102040816332,0.9228395061728394,0.8879567637331615,0.9197324414715718,0.9600000000000003,0.8989993746091302,0.9545454545454548,0.8670636738433349,0.9761904761904763,0.8994708994708995,0.9228395061728394,0.9297573435504468,0.9230769230769231,0.9523809523809522
4675.0,0.7258092172183809,0.498286435786436,0.9028213166144204,0.8657094594594595,1.0,0.9340659340659341,0.8831325963812351,0.9642857142857144,0.9444444444444446,0.9308641975308642,0.8873758865248234,0.9235382308845577,0.9047619047619045,0.9234672304439747,0.9545454545454544,0.95,0.9321428571428574,0.9055102040816332,0.9228395061728394,0.8879567637331615,0.9197324414715718,0.9600000000000003,0.8989993746091302,0.9545454545454548,0.8670636738433349,0.9761904761904763,0.8994708994708995,0.9228395061728394,0.9297573435504468,0.9230769230769231,0.9523809523809522
4681.0,0.7258092172183809,0.498286435786436,0.9028213166144204,0.8657094594594595,1.0,0.9340659340659341,0.8831325963812351,0.9642857142857144,0.9444444444444446,0.9308641975308642,0.8873758865248234,0.9235382308845577,0.9047619047619045,0.9234672304439747,0.9545454545454544,0.95,0.9321428571428574,0.9055102040816332,0.9228395061728394,0.8879567637331615,0.9197324414715718,0.9600000000000003,0.8989993746091302,0.9545454545454548,0.8670636738433349,0.9761904761904763,0.8994708994708995,0.9228395061728394,0.9297573435504468,0.9230769230769231,0.9523809523809522
4691.0,0.7258092172183809,0.498286435786436,0.9028213166144204,0.8657094594594595,1.0,0.9340659340659341,0.8831325963812351,0.9642857142857144,0.9444444444444446,0.9308641975308642,0.8873758865248234,0.9235382308845577,0.9047619047619045,0.9234672304439747,0.9545454545454544,0.95,0.9321428571428574,0.9055102040816332,0.9228395061728394,0.8879567637331615,0.9197324414715718,0.9600000000000003,0.8989993746091302,0.9545454545454548,0.8670636738433349,0.9761904761904763,0.8994708994708995,0.9228395061728394,0.9297573435504468,0.9230769230769231,0.9523809523809522
4720.0,0.7258092172183809,0.498286435786436,0.9028213166144204,0.8657094594594595,1.0,0.9340659340659341,0.8831325963812351,0.9642857142857144,0.9444444444444446,0.9308641975308642,0.8873758865248234,0.9235382308845577,0.9047619047619045,0.9234672304439747,0.9545454545454544,0.95,0.9321428571428574,0.9055102040816332,0.9228395061728394,0.8879567637331615,0.9197324414715718,0.9600000000000003,0.8989993746091302,0.9545454545454548,0.8670636738433349,0.9761904761904763,0.8994708994708995,0.9228395061728394,0.9297573435504468,0.9230769230769231,0.9523809523809522
4744.0,0.7258092172183809,0.498286435786436,0.9028213166144204,0.8657094594594595,1.0,0.9340659340659341,0.8831325963812351,0.9642857142857144,0.9444444444444446,0.9308641975308642,0.8873758865248234,0.9235382308845577,0.9047619047619045,0.9234672304439747,0.9545454545454544,0.95,0.9321428571428574,0.9055102040816332,0.9228395061728394,0.8879567637331615,0.9197324414715718,0.9600000000000003,0.8989993746091302,0.9545454545454548,0.8670636738433349,0.9761904761904763,0.8994708994708995,0.9228395061728394,0.9297573435504468,0.9230769230769231,0.9523809523809522
4791.0,0.7258092172183809,0.498286435786436,0.9028213166144204,0.8657094594594595,1.0,0.9340659340659341,0.8831325963812351,0.9642857142857144,0.9444444444444446,0.9308641975308642,0.8873758865248234,0.9235382308845577,0.9047619047619045,0.9234672304439747,0.9545454545454544,0.95,0.9321428571428574,0.9055102040816332,0.9228395061728394,0.8879567637331615,0.9197324414715718,0.9600000000000003,0.8989993746091302,0.9545454545454548,0.8670636738433349,0.9761904761904763,0.8994708994708995,0.9228395061728394,0.9297573435504468,0.9230769230769231,0.9523809523809522
4830.0,0.7258092172183809,0.498286435786436,0.9028213166144204,0.8657094594594595,1.0,0.9340659340659341,0.8831325963812351,0.9642857142857144,0.9444444444444446,0.9308641975308642,0.8873758865248234,0.9235382308845577,0.9047619047619045,0.9234672304439747,0.9545454545454544,0.95,0.9321428571428574,0.9055102040816332,0.9228395061728394,0.8879567637331615,0.9197324414715718,0.9600000000000003,0.8989993746091302,0.9545454545454548,0.8670636738433349,0.9761904761904763,0.8994708994708995,0.9228395061728394,0.9297573435504468,0.9230769230769231,0.9523809523809522
4857.0,0.7258092172183809,0.498286435786436,0.9028213166144204,0.8657094594594595,1.0,0.9340659340659341,0.8831325963812351,0.9642857142857144,0.9444444444444446,0.9308641975308642,0.8873758865248234,0.9235382308845577,0.9047619047619045,0.9234672304439747,0.9545454545454544,0.95,0.9321428571428574,0.9055102040816332,0.9228395061728394,0.8879567637331615,0.9197324414715718,0.9600000000000003,0.8989993746091302,0.9545454545454548,0.8670636738433349,0.9761904761904763,0.8994708994708995,0.9228395061728394,0.9297573435504468,0.9230769230769231,0.9523809523809522
4863.0,0.7258092172183809,0.498286435786436,0.9028213166144204,0.8657094594594595,1.0,0.9340659340659341,0.8831325963812351,0.9642857142857144,0.9444444444444446,0.9308641975308642,0.8873758865248234,0.9235382308845577,0.9047619047619045,0.9234672304439747,0.9545454545454544,0.95,0.9321428571428574,0.9055102040816332,0.9228395061728394,0.8879567637331615,0.9197324414715718,0.9600000000000003,0.8989993746091302,0.9545454545454548,0.8670636738433349,0.9761904761904763,0.8994708994708995,0.9228395061728394,0.9297573435504468,0.9230769230769231,0.9523809523809522
4866.0,0.7258092172183809,0.498286435786436,0.9028213166144204,0.8657094594594595,1.0,0.9340659340659341,0.8831325963812351,0.9642857142857144,0.9444444444444446,0.9308641975308642,0.8873758865248234,0.9235382308845577,0.9047619047619045,0.9234672304439747,0.9545454545454544,0.95,0.9321428571428574,0.9055102040816332,0.9228395061728394,0.8879567637331615,0.9197324414715718,0.9600000000000003,0.8989993746091302,0.9545454545454548,0.8670636738433349,0.9761904761904763,0.8994708994708995,0.9228395061728394,0.9297573435504468,0.9230769230769231,0.9523809523809522
4874.0,0.7258092172183809,0.498286435786436,0.9028213166144204,0.8657094594594595,1.0,0.9340659340659341,0.8831325963812351,0.9642857142857144,0.9444444444444446,0.9308641975308642,0.8873758865248234,0.9235382308845577,0.9047619047619045,0.9234672304439747,0.9545454545454544,0.95,0.9321428571428574,0.9055102040816332,0.9228395061728394,0.8879567637331615,0.9197324414715718,0.9600000000000003,0.8989993746091302,0.9545454545454548,0.8670636738433349,0.9761904761904763,0.8994708994708995,0.9228395061728394,0.9297573435504468,0.9230769230769231,0.9523809523809522
