times,population,R0,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25,R26
3608.0,0.7844718760016846,0.5481150793650795,0.931034482758621,0.9761904761904763,0.9714285714285718,1.0,1.0,1.0,0.9583333333333331,1.0,0.9714285714285718,0.9736842105263158,0.9545454545454544,0.952325581395349,0.9047619047619045,0.9545454545454548,0.8954170125711574,0.9523809523809522,0.8659844392916328,0.96875,0.6330434782608699,0.956521739130435,1.0,0.9615384615384612,1.0,1.0,1.0,0.44999999999999996
3614.0,0.7844718760016846,0.5481150793650795,0.931034482758621,0.9761904761904763,0.9714285714285718,1.0,1.0,1.0,0.9583333333333331,1.0,0.9714285714285718,0.9736842105263158,0.9545454545454544,0.952325581395349,0.9047619047619045,0.9545454545454548,0.8954170125711574,0.9523809523809522,0.8659844392916328,0.96875,0.6330434782608699,0.956521739130435,1.0,0.9615384615384612,1.0,1.0,1.0,0.44999999999999996
3721.0,0.7844718760016846,0.5481150793650795,0.931034482758621,0.9761904761904763,0.9714285714285718,1.0,1.0,1.0,0.9583333333333331,1.0,0.9714285714285718,0.9736842105263158,0.9545454545454544,0.952325581395349,0.9047619047619045,0.9545454545454548,0.8954170125711574,0.9523809523809522,0.8659844392916328,0.96875,0.6330434782608699,0.956521739130435,1.0,0.9615384615384612,1.0,1.0,1.0,0.44999999999999996
3771.0,0.7844718760016846,0.5481150793650795,0.931034482758621,0.9761904761904763,0.9714285714285718,1.0,1.0,1.0,0.9583333333333331,1.0,0.9714285714285718,0.9736842105263158,0.9545454545454544,0.952325581395349,0.9047619047619045,0.9545454545454548,0.8954170125711574,0.9523809523809522,0.8659844392916328,0.96875,0.6330434782608699,0.956521739130435,1.0,0.9615384615384612,1.0,1.0,1.0,0.44999999999999996
3779.0,0.7844718760016846,0.5481150793650795,0.931034482758621,0.9761904761904763,0.9714285714285718,1.0,1.0,1.0,0.9583333333333331,1.0,0.9714285714285718,0.9736842105263158,0.9545454545454544,0.952325581395349,0.9047619047619045,0.9545454545454548,0.8954170125711574,0.9523809523809522,0.8659844392916328,0.96875,0.6330434782608699,0.956521739130435,1.0,0.9615384615384612,1.0,1.0,1.0,0.44999999999999996
3782.0,0.7844718760016846,0.5481150793650795,0.931034482758621,0.9761904761904763,0.9714285714285718,1.0,1.0,1.0,0.9583333333333331,1.0,0.9714285714285718,0.9736842105263158,0.9545454545454544,0.952325581395349,0.9047619047619045,0.9545454545454548,0.8954170125711574,0.9523809523809522,0.8659844392916328,0.96875,0.6330434782608699,0.956521739130435,1.0,0.9615384615384612,1.0,1.0,1.0,0.44999999999999996
3800.0,0.7844718760016846,0.5481150793650795,0.931034482758621,0.9761904761904763,0.9714285714285718,1.0,1.0,1.0,0.9583333333333331,1.0,0.9714285714285718,0.9736842105263158,0.9545454545454544,0.952325581395349,0.9047619047619045,0.9545454545454548,0.8954170125711574,0.9523809523809522,0.8659844392916328,0.96875,0.6330434782608699,0.956521739130435,1.0,0.9615384615384612,1.0,1.0,1.0,0.44999999999999996
3822.0,0.7777091874154634,0.498286435786436,0.931034482758621,0.9761904761904763,0.9714285714285718,1.0,1.0,1.0,0.9583333333333331,1.0,0.9714285714285718,0.9736842105263158,0.9545454545454544,0.952325581395349,0.9047619047619045,0.9545454545454548,0.8954170125711574,0.9523809523809522,0.8659844392916328,0.96875,0.6330434782608699,0.956521739130435,1.0,0.9615384615384612,1.0,1.0,1.0,0.39375
3855.0,0.7777091874154634,0.498286435786436,0.931034482758621,0.9761904761904763,0.9714285714285718,1.0,1.0,1.0,0.9583333333333331,1.0,0.9714285714285718,0.9736842105263158,0.9545454545454544,0.952325581395349,0.9047619047619045,0.9545454545454548,0.8954170125711574,0.9523809523809522,0.8659844392916328,0.96875,0.6330434782608699,0.956521739130435,1.0,0.9615384615384612,1.0,1.0,1.0,0.39375
3900.0,0.7777091874154634,0.498286435786436,0.931034482758621,0.9761904761904763,0.9714285714285718,1.0,1.0,1.0,0.9583333333333331,1.0,0.9714285714285718,0.9736842105263158,0.9545454545454544,0.952325581395349,0.9047619047619045,0.9545454545454548,0.8954170125711574,0.9523809523809522,0.8659844392916328,0.96875,0.6330434782608699,0.956521739130435,1.0,0.9615384615384612,1.0,1.0,1.0,0.39375
3914.0,0.7777091874154634,0.498286435786436,0.931034482758621,0.9761904761904763,0.9714285714285718,1.0,1.0,1.0,0.9583333333333331,1.0,0.9714285714285718,0.9736842105263158,0.9545454545454544,0.952325581395349,0.9047619047619045,0.9545454545454548,0.8954170125711574,0.9523809523809522,0.8659844392916328,0.96875,0.6330434782608699,0.956521739130435,1.0,0.9615384615384612,1.0,1.0,1.0,0.39375
3964.0,0.7777091874154634,0.498286435786436,0.931034482758621,0.9761904761904763,0.9714285714285718,1.0,1.0,1.0,0.9583333333333331,1.0,0.9714285714285718,0.9736842105263158,0.9545454545454544,0.952325581395349,0.9047619047619045,0.9545454545454548,0.8954170125711574,0.9523809523809522,0.8659844392916328,0.96875,0.6330434782608699,0.956521739130435,1.0,0.9615384615384612,1.0,1.0,1.0,0.39375
3976.0,0.7707027983396488,0.498286435786436,0.931034482758621,0.9498069498069499,0.9714285714285718,0.9666666666666667,0.9655172413793102,1.0,0.9583333333333331,0.9666666666666667,0.9714285714285718,0.9441786283891547,0.9545454545454544,0.952325581395349,0.9047619047619045,0.9545454545454548,0.8954170125711574,0.9523809523809522,0.8659844392916328,0.96875,0.5908405797101451,0.956521739130435,1.0,0.9615384615384612,0.962962962962963,1.0,0.9615384615384612,0.39375
4050.0,0.7636964092638333,0.498286435786436,0.931034482758621,0.9498069498069499,0.9714285714285718,0.9666666666666667,0.9655172413793102,1.0,0.9583333333333331,0.9666666666666667,0.9714285714285718,0.9441786283891547,0.9545454545454544,0.952325581395349,0.9047619047619045,0.9545454545454548,0.8954170125711574,0.9523809523809522,0.8659844392916328,0.96875,0.5908405797101451,0.956521739130435,1.0,0.9615384615384612,0.962962962962963,1.0,0.9615384615384612,0.39375
4052.0,0.7636964092638333,0.498286435786436,0.931034482758621,0.9498069498069499,0.9714285714285718,0.9666666666666667,0.9655172413793102,1.0,0.9583333333333331,0.9666666666666667,0.9714285714285718,0.9441786283891547,0.9545454545454544,0.952325581395349,0.9047619047619045,0.9545454545454548,0.8954170125711574,0.9523809523809522,0.8659844392916328,0.96875,0.5908405797101451,0.956521739130435,1.0,0.9615384615384612,0.962962962962963,1.0,0.9615384615384612,0.39375
4066.0,0.7566251462150937,0.498286435786436,0.931034482758621,0.9498069498069499,0.9714285714285718,0.9666666666666667,0.9655172413793102,1.0,0.9583333333333331,0.9666666666666667,0.9714285714285718,0.9441786283891547,0.9545454545454544,0.952325581395349,0.9047619047619045,0.9545454545454548,0.8954170125711574,0.9523809523809522,0.8659844392916328,0.96875,0.5486376811594206,0.956521739130435,1.0,0.9615384615384612,0.962962962962963,1.0,0.9615384615384612,0.39375
4085.0,0.7566251462150937,0.498286435786436,0.931034482758621,0.9498069498069499,0.9714285714285718,0.9666666666666667,0.9655172413793102,1.0,0.9583333333333331,0.9666666666666667,0.9714285714285718,0.9441786283891547,0.9545454545454544,0.952325581395349,0.9047619047619045,0.9545454545454548,0.8954170125711574,0.9523809523809522,0.8659844392916328,0.96875,0.5486376811594206,0.956521739130435,1.0,0.9615384615384612,0.962962962962963,1.0,0.9615384615384612,0.39375
4178.0,0.7566251462150937,0.498286435786436,0.931034482758621,0.9498069498069499,0.9714285714285718,0.9666666666666667,0.9655172413793102,1.0,0.9583333333333331,0.9666666666666667,0.9714285714285718,0.9441786283891547,0.9545454545454544,0.952325581395349,0.9047619047619045,0.9545454545454548,0.8954170125711574,0.9523809523809522,0.8659844392916328,0.96875,0.5486376811594206,0.956521739130435,1.0,0.9615384615384612,0.962962962962963,1.0,0.9615384615384612,0.39375
4181.0,0.7566251462150937,0.498286435786436,0.931034482758621,0.9498069498069499,0.9714285714285718,0.9666666666666667,0.9655172413793102,1.0,0.9583333333333331,0.9666666666666667,0.9714285714285718,0.9441786283891547,0.9545454545454544,0.952325581395349,0.9047619047619045,0.9545454545454548,0.8954170125711574,0.9523809523809522,0.8659844392916328,0.96875,0.5486376811594206,0.956521739130435,1.0,0.9615384615384612,0.962962962962963,1.0,0.9615384615384612,0.39375
4212.0,0.7493499044245642,0.498286435786436,0.931034482758621,0.9234234234234234,0.9714285714285718,0.9666666666666667,0.9655172413793102,1.0,0.9583333333333331,0.9666666666666667,0.9714285714285718,0.9146730462519936,0.9545454545454544,0.952325581395349,0.9047619047619045,0.9545454545454548,0.8954170125711574,0.9523809523809522,0.8513067369307573,0.96875,0.5486376811594206,0.956521739130435,0.95,0.9615384615384612,0.962962962962963,1.0,0.9615384615384612,0.39375
4227.0,0.7493499044245642,0.498286435786436,0.931034482758621,0.9234234234234234,0.9714285714285718,0.9666666666666667,0.9655172413793102,1.0,0.9583333333333331,0.9666666666666667,0.9714285714285718,0.9146730462519936,0.9545454545454544,0.952325581395349,0.9047619047619045,0.9545454545454548,0.8954170125711574,0.9523809523809522,0.8513067369307573,0.96875,0.5486376811594206,0.956521739130435,0.95,0.9615384615384612,0.962962962962963,1.0,0.9615384615384612,0.39375
4279.0,0.7493499044245642,0.498286435786436,0.931034482758621,0.9234234234234234,0.9714285714285718,0.9666666666666667,0.9655172413793102,1.0,0.9583333333333331,0.9666666666666667,0.9714285714285718,0.9146730462519936,0.9545454545454544,0.952325581395349,0.9047619047619045,0.9545454545454548,0.8954170125711574,0.9523809523809522,0.8513067369307573,0.96875,0.5486376811594206,0.956521739130435,0.95,0.9615384615384612,0.962962962962963,1.0,0.9615384615384612,0.39375
4297.0,0.7493499044245642,0.498286435786436,0.931034482758621,0.9234234234234234,0.9714285714285718,0.9666666666666667,0.9655172413793102,1.0,0.9583333333333331,0.9666666666666667,0.9714285714285718,0.9146730462519936,0.9545454545454544,0.952325581395349,0.9047619047619045,0.9545454545454548,0.8954170125711574,0.9523809523809522,0.8513067369307573,0.96875,0.5486376811594206,0.956521739130435,0.95,0.9615384615384612,0.962962962962963,1.0,0.9615384615384612,0.39375
4327.0,0.7493499044245642,0.498286435786436,0.931034482758621,0.9234234234234234,0.9714285714285718,0.9666666666666667,0.9655172413793102,1.0,0.9583333333333331,0.9666666666666667,0.9714285714285718,0.9146730462519936,0.9545454545454544,0.952325581395349,0.9047619047619045,0.9545454545454548,0.8954170125711574,0.9523809523809522,0.8513067369307573,0.96875,0.5486376811594206,0.956521739130435,0.95,0.9615384615384612,0.962962962962963,1.0,0.9615384615384612,0.39375
4352.0,0.7493499044245642,0.498286435786436,0.931034482758621,0.9234234234234234,0.9714285714285718,0.9666666666666667,0.9655172413793102,1.0,0.9583333333333331,0.9666666666666667,0.9714285714285718,0.9146730462519936,0.9545454545454544,0.952325581395349,0.9047619047619045,0.9545454545454548,0.8954170125711574,0.9523809523809522,0.8513067369307573,0.96875,0.5486376811594206,0.956521739130435,0.95,0.9615384615384612,0.962962962962963,1.0,0.9615384615384612,0.39375
4353.0,0.7417034768283948,0.498286435786436,0.931034482758621,0.8945664414414415,0.9354497354497358,0.9308641975308642,0.9297573435504468,1.0,0.9583333333333331,0.9666666666666667,0.9340659340659341,0.8831325963812351,0.9545454545454544,0.9234672304439747,0.9047619047619045,0.9545454545454548,0.875066625921813,0.9523809523809522,0.8361048309141365,0.96875,0.5486376811594206,0.956521739130435,0.95,0.9615384615384612,0.9228395061728394,1.0,0.9615384615384612,0.39375
4415.0,0.7340570492322257,0.498286435786436,0.931034482758621,0.8657094594594595,0.8994708994708995,0.9308641975308642,0.9297573435504468,1.0,0.9583333333333331,0.9321428571428574,0.9340659340659341,0.8831325963812351,0.9545454545454544,0.9234672304439747,0.9047619047619045,0.9545454545454548,0.8547162392724685,0.9523809523809522,0.8361048309141365,0.96875,0.5486376811594206,0.956521739130435,0.95,0.9615384615384612,0.9228395061728394,1.0,0.9197324414715718,0.39375
4472.0,0.7340570492322257,0.498286435786436,0.931034482758621,0.8657094594594595,0.8994708994708995,0.9308641975308642,0.9297573435504468,1.0,0.9583333333333331,0.9321428571428574,0.9340659340659341,0.8831325963812351,0.9545454545454544,0.9234672304439747,0.9047619047619045,0.9545454545454548,0.8547162392724685,0.9523809523809522,0.8361048309141365,0.96875,0.5486376811594206,0.956521739130435,0.95,0.9615384615384612,0.9228395061728394,1.0,0.9197324414715718,0.39375
4487.0,0.7340570492322257,0.498286435786436,0.931034482758621,0.8657094594594595,0.8994708994708995,0.9308641975308642,0.9297573435504468,1.0,0.9583333333333331,0.9321428571428574,0.9340659340659341,0.8831325963812351,0.9545454545454544,0.9234672304439747,0.9047619047619045,0.9545454545454548,0.8547162392724685,0.9523809523809522,0.8361048309141365,0.96875,0.5486376811594206,0.956521739130435,0.95,0.9615384615384612,0.9228395061728394,1.0,0.9197324414715718,0.39375
4537.0,0.7340570492322257,0.498286435786436,0.931034482758621,0.8657094594594595,0.8994708994708995,0.9308641975308642,0.9297573435504468,1.0,0.9583333333333331,0.9321428571428574,0.9340659340659341,0.8831325963812351,0.9545454545454544,0.9234672304439747,0.9047619047619045,0.9545454545454548,0.8547162392724685,0.9523809523809522,0.8361048309141365,0.96875,0.5486376811594206,0.956521739130435,0.95,0.9615384615384612,0.9228395061728394,1.0,0.9197324414715718,0.39375
4555.0,0.7340570492322257,0.498286435786436,0.931034482758621,0.8657094594594595,0.8994708994708995,0.9308641975308642,0.9297573435504468,1.0,0.9583333333333331,0.9321428571428574,0.9340659340659341,0.8831325963812351,0.9545454545454544,0.9234672304439747,0.9047619047619045,0.9545454545454548,0.8547162392724685,0.9523809523809522,0.8361048309141365,0.96875,0.5486376811594206,0.956521739130435,0.95,0.9615384615384612,0.9228395061728394,1.0,0.9197324414715718,0.39375
4568.0,0.7340570492322257,0.498286435786436,0.931034482758621,0.8657094594594595,0.8994708994708995,0.9308641975308642,0.9297573435504468,1.0,0.9583333333333331,0.9321428571428574,0.9340659340659341,0.8831325963812351,0.9545454545454544,0.9234672304439747,0.9047619047619045,0.9545454545454548,0.8547162392724685,0.9523809523809522,0.8361048309141365,0.96875,0.5486376811594206,0.956521739130435,0.95,0.9615384615384612,0.9228395061728394,1.0,0.9197324414715718,0.39375
4596.0,0.7340570492322257,0.498286435786436,0.931034482758621,0.8657094594594595,0.8994708994708995,0.9308641975308642,0.9297573435504468,1.0,0.9583333333333331,0.9321428571428574,0.9340659340659341,0.8831325963812351,0.9545454545454544,0.9234672304439747,0.9047619047619045,0.9545454545454548,0.8547162392724685,0.9523809523809522,0.8361048309141365,0.96875,0.5486376811594206,0.956521739130435,0.95,0.9615384615384612,0.9228395061728394,1.0,0.9197324414715718,0.39375
4603.0,0.7340570492322257,0.498286435786436,0.931034482758621,0.8657094594594595,0.8994708994708995,0.9308641975308642,0.9297573435504468,1.0,0.9583333333333331,0.9321428571428574,0.9340659340659341,0.8831325963812351,0.9545454545454544,0.9234672304439747,0.9047619047619045,0.9545454545454548,0.8547162392724685,0.9523809523809522,0.8361048309141365,0.96875,0.5486376811594206,0.956521739130435,0.95,0.9615384615384612,0.9228395061728394,1.0,0.9197324414715718,0.39375
4618.0,0.7258092172183809,0.498286435786436,0.9028213166144204,0.8657094594594595,0.8994708994708995,0.9308641975308642,0.9297573435504468,1.0,0.9228395061728394,0.9321428571428574,0.9340659340659341,0.8831325963812351,0.9545454545454544,0.9234672304439747,0.9047619047619045,0.9545454545454548,0.8547162392724685,0.9523809523809522,0.8361048309141365,0.96875,0.5486376811594206,0.956521739130435,0.95,0.9081196581196581,0.9228395061728394,1.0,0.9197324414715718,0.39375
4642.0,0.7258092172183809,0.498286435786436,0.9028213166144204,0.8657094594594595,0.8994708994708995,0.9308641975308642,0.9297573435504468,1.0,0.9228395061728394,0.9321428571428574,0.9340659340659341,0.8831325963812351,0.9545454545454544,0.9234672304439747,0.9047619047619045,0.9545454545454548,0.8547162392724685,0.9523809523809522,0.8361048309141365,0.96875,0.5486376811594206,0.956521739130435,0.95,0.9081196581196581,0.9228395061728394,1.0,0.9197324414715718,0.39375
4652.0,0.7258092172183809,0.498286435786436,0.9028213166144204,0.8657094594594595,0.8994708994708995,0.9308641975308642,0.9297573435504468,1.0,0.9228395061728394,0.9321428571428574,0.9340659340659341,0.8831325963812351,0.9545454545454544,0.9234672304439747,0.9047619047619045,0.9545454545454548,0.8547162392724685,0.9523809523809522,0.8361048309141365,0.96875,0.5486376811594206,0.956521739130435,0.95,0.9081196581196581,0.9228395061728394,1.0,0.9197324414715718,0.39375
4672.0,0.7258092172183809,0.498286435786436,0.9028213166144204,0.8657094594594595,0.8994708994708995,0.9308641975308642,0.9297573435504468,1.0,0.9228395061728394,0.9321428571428574,0.9340659340659341,0.8831325963812351,0.9545454545454544,0.9234672304439747,0.9047619047619045,0.9545454545454548,0.8547162392724685,0.9523809523809522,0.8361048309141365,0.96875,0.5486376811594206,0.956521739130435,0.95,0.9081196581196581,0.9228395061728394,1.0,0.9197324414715718,0.39375
4675.0,0.7258092172183809,0.498286435786436,0.9028213166144204,0.8657094594594595,0.8994708994708995,0.9308641975308642,0.9297573435504468,1.0,0.9228395061728394,0.9321428571428574,0.9340659340659341,0.8831325963812351,0.9545454545454544,0.9234672304439747,0.9047619047619045,0.9545454545454548,0.8547162392724685,0.9523809523809522,0.8361048309141365,0.96875,0.5486376811594206,0.956521739130435,0.95,0.9081196581196581,0.9228395061728394,1.0,0.9197324414715718,0.39375
4681.0,0.7258092172183809,0.498286435786436,0.9028213166144204,0.8657094594594595,0.8994708994708995,0.9308641975308642,0.9297573435504468,1.0,0.9228395061728394,0.9321428571428574,0.9340659340659341,0.8831325963812351,0.9545454545454544,0.9234672304439747,0.9047619047619045,0.9545454545454548,0.8547162392724685,0.9523809523809522,0.8361048309141365,0.96875,0.5486376811594206,0.956521739130435,0.95,0.9081196581196581,0.9228395061728394,1.0,0.9197324414715718,0.39375
4691.0,0.7258092172183809,0.498286435786436,0.9028213166144204,0.8657094594594595,0.8994708994708995,0.9308641975308642,0.9297573435504468,1.0,0.9228395061728394,0.9321428571428574,0.9340659340659341,0.8831325963812351,0.9545454545454544,0.9234672304439747,0.9047619047619045,0.9545454545454548,0.8547162392724685,0.9523809523809522,0.8361048309141365,0.96875,0.5486376811594206,0.956521739130435,0.95,0.9081196581196581,0.9228395061728394,1.0,0.9197324414715718,0.39375
4720.0,0.7258092172183809,0.498286435786436,0.9028213166144204,0.8657094594594595,0.8994708994708995,0.9308641975308642,0.9297573435504468,1.0,0.9228395061728394,0.9321428571428574,0.9340659340659341,0.8831325963812351,0.9545454545454544,0.9234672304439747,0.9047619047619045,0.9545454545454548,0.8547162392724685,0.9523809523809522,0.8361048309141365,0.96875,0.5486376811594206,0.956521739130435,0.95,0.9081196581196581,0.9228395061728394,1.0,0.9197324414715718,0.39375
4744.0,0.7258092172183809,0.498286435786436,0.9028213166144204,0.8657094594594595,0.8994708994708995,0.9308641975308642,0.9297573435504468,1.0,0.9228395061728394,0.9321428571428574,0.9340659340659341,0.8831325963812351,0.9545454545454544,0.9234672304439747,0.9047619047619045,0.9545454545454548,0.8547162392724685,0.9523809523809522,0.8361048309141365,0.96875,0.5486376811594206,0.956521739130435,0.95,0.9081196581196581,0.9228395061728394,1.0,0.9197324414715718,0.39375
4791.0,0.7258092172183809,0.498286435786436,0.9028213166144204,0.8657094594594595,0.8994708994708995,0.9308641975308642,0.9297573435504468,1.0,0.9228395061728394,0.9321428571428574,0.9340659340659341,0.8831325963812351,0.9545454545454544,0.9234672304439747,0.9047619047619045,0.9545454545454548,0.8547162392724685,0.9523809523809522,0.8361048309141365,0.96875,0.5486376811594206,0.956521739130435,0.95,0.9081196581196581,0.9228395061728394,1.0,0.9197324414715718,0.39375
4830.0,0.7258092172183809,0.498286435786436,0.9028213166144204,0.8657094594594595,0.8994708994708995,0.9308641975308642,0.9297573435504468,1.0,0.9228395061728394,0.9321428571428574,0.9340659340659341,0.8831325963812351,0.9545454545454544,0.9234672304439747,0.9047619047619045,0.9545454545454548,0.8547162392724685,0.9523809523809522,0.8361048309141365,0.96875,0.5486376811594206,0.956521739130435,0.95,0.9081196581196581,0.9228395061728394,1.0,0.9197324414715718,0.39375
4857.0,0.7258092172183809,0.498286435786436,0.9028213166144204,0.8657094594594595,0.8994708994708995,0.9308641975308642,0.9297573435504468,1.0,0.9228395061728394,0.9321428571428574,0.9340659340659341,0.8831325963812351,0.9545454545454544,0.9234672304439747,0.9047619047619045,0.9545454545454548,0.8547162392724685,0.9523809523809522,0.8361048309141365,0.96875,0.5486376811594206,0.956521739130435,0.95,0.9081196581196581,0.9228395061728394,1.0,0.9197324414715718,0.39375
4863.0,0.7258092172183809,0.498286435786436,0.9028213166144204,0.8657094594594595,0.8994708994708995,0.9308641975308642,0.9297573435504468,1.0,0.9228395061728394,0.9321428571428574,0.9340659340659341,0.8831325963812351,0.9545454545454544,0.9234672304439747,0.9047619047619045,0.9545454545454548,0.8547162392724685,0.9523809523809522,0.8361048309141365,0.96875,0.5486376811594206,0.956521739130435,0.95,0.9081196581196581,0.9228395061728394,1.0,0.9197324414715718,0.39375
4866.0,0.7258092172183809,0.498286435786436,0.9028213166144204,0.8657094594594595,0.8994708994708995,0.9308641975308642,0.9297573435504468,1.0,0.9228395061728394,0.9321428571428574,0.9340659340659341,0.8831325963812351,0.9545454545454544,0.9234672304439747,0.9047619047619045,0.9545454545454548,0.8547162392724685,0.9523809523809522,0.8361048309141365,0.96875,0.5486376811594206,0.956521739130435,0.95,0.9081196581196581,0.9228395061728394,1.0,0.9197324414715718,0.39375
4874.0,0.7258092172183809,0.498286435786436,0.9028213166144204,0.8657094594594595,0.8994708994708995,0.9308641975308642,0.9297573435504468,1.0,0.9228395061728394,0.9321428571428574,0.9340659340659341,0.8831325963812351,0.9545454545454544,0.9234672304439747,0.9047619047619045,0.9545454545454548,0.8547162392724685,0.9523809523809522,0.8361048309141365,0.96875,0.5486376811594206,0.956521739130435,0.95,0.9081196581196581,0.9228395061728394,1.0,0.9197324414715718,0.39375
4925.0,0.7258092172183809,0.498286435786436,0.9028213166144204,0.8657094594594595,0.8994708994708995,0.9308641975308642,0.9297573435504468,1.0,0.9228395061728394,0.9321428571428574,0.9340659340659341,0.8831325963812351,0.9545454545454544,0.9234672304439747,0.9047619047619045,0.9545454545454548,0.8547162392724685,0.9523809523809522,0.8361048309141365,0.96875,0.5486376811594206,0.956521739130435,0.95,0.9081196581196581,0.9228395061728394,1.0,0.9197324414715718,0.39375
4952.0,0.7258092172183809,0.498286435786436,0.9028213166144204,0.8657094594594595,0.8994708994708995,0.9308641975308642,0.9297573435504468,1.0,0.9228395061728394,0.9321428571428574,0.9340659340659341,0.8831325963812351,0.9545454545454544,0.9234672304439747,0.9047619047619045,0.9545454545454548,0.8547162392724685,0.9523809523809522,0.8361048309141365,0.96875,0.5486376811594206,0.956521739130435,0.95,0.9081196581196581,0.9228395061728394,1.0,0.9197324414715718,0.39375
4980.0,0.7258092172183809,0.498286435786436,0.9028213166144204,0.8657094594594595,0.8994708994708995,0.9308641975308642,0.9297573435504468,1.0,0.9228395061728394,0.9321428571428574,0.9340659340659341,0.8831325963812351,0.9545454545454544,0.9234672304439747,0.9047619047619045,0.9545454545454548,0.8547162392724685,0.9523809523809522,0.8361048309141365,0.96875,0.5486376811594206,0.956521739130435,0.95,0.9081196581196581,0.9228395061728394,1.0,0.9197324414715718,0.39375
5012.0,0.7258092172183809,0.498286435786436,0.9028213166144204,0.8657094594594595,0.8994708994708995,0.9308641975308642,0.9297573435504468,1.0,0.9228395061728394,0.9321428571428574,0.9340659340659341,0.8831325963812351,0.9545454545454544,0.9234672304439747,0.9047619047619045,0.9545454545454548,0.8547162392724685,0.9523809523809522,0.8361048309141365,0.96875,0.5486376811594206,0.956521739130435,0.95,0.9081196581196581,0.9228395061728394,1.0,0.9197324414715718,0.39375
5014.0,0.7258092172183809,0.498286435786436,0.9028213166144204,0.8657094594594595,0.8994708994708995,0.9308641975308642,0.9297573435504468,1.0,0.9228395061728394,0.9321428571428574,0.9340659340659341,0.8831325963812351,0.9545454545454544,0.9234672304439747,0.9047619047619045,0.9545454545454548,0.8547162392724685,0.9523809523809522,0.8361048309141365,0.96875,0.5486376811594206,0.956521739130435,0.95,0.9081196581196581,0.9228395061728394,1.0,0.9197324414715718,0.39375
5035.0,0.7258092172183809,0.498286435786436,0.9028213166144204,0.8657094594594595,0.8994708994708995,0.9308641975308642,0.9297573435504468,1.0,0.9228395061728394,0.9321428571428574,0.9340659340659341,0.8831325963812351,0.9545454545454544,0.9234672304439747,0.9047619047619045,0.9545454545454548,0.8547162392724685,0.9523809523809522,0.8361048309141365,0.96875,0.5486376811594206,0.956521739130435,0.95,0.9081196581196581,0.9228395061728394,1.0,0.9197324414715718,0.39375
5038.0,0.7258092172183809,0.498286435786436,0.9028213166144204,0.8657094594594595,0.8994708994708995,0.9308641975308642,0.9297573435504468,1.0,0.9228395061728394,0.9321428571428574,0.9340659340659341,0.8831325963812351,0.9545454545454544,0.9234672304439747,0.9047619047619045,0.9545454545454548,0.8547162392724685,0.9523809523809522,0.8361048309141365,0.96875,0.5486376811594206,0.956521739130435,0.95,0.9081196581196581,0.9228395061728394,1.0,0.9197324414715718,0.39375
5101.0,0.7258092172183809,0.498286435786436,0.9028213166144204,0.8657094594594595,0.8994708994708995,0.9308641975308642,0.9297573435504468,1.0,0.9228395061728394,0.9321428571428574,0.9340659340659341,0.8831325963812351,0.9545454545454544,0.9234672304439747,0.9047619047619045,0.9545454545454548,0.8547162392724685,0.9523809523809522,0.8361048309141365,0.96875,0.5486376811594206,0.956521739130435,0.95,0.9081196581196581,0.9228395061728394,1.0,0.9197324414715718,0.39375
5110.0,0.7258092172183809,0.498286435786436,0.9028213166144204,0.8657094594594595,0.8994708994708995,0.9308641975308642,0.9297573435504468,1.0,0.9228395061728394,0.9321428571428574,0.9340659340659341,0.8831325963812351,0.9545454545454544,0.9234672304439747,0.9047619047619045,0.9545454545454548,0.8547162392724685,0.9523809523809522,0.8361048309141365,0.96875,0.5486376811594206,0.956521739130435,0.95,0.9081196581196581,0.9228395061728394,1.0,0.9197324414715718,0.39375
5137.0,0.7258092172183809,0.498286435786436,0.9028213166144204,0.8657094594594595,0.8994708994708995,0.9308641975308642,0.9297573435504468,1.0,0.9228395061728394,0.9321428571428574,0.9340659340659341,0.8831325963812351,0.9545454545454544,0.9234672304439747,0.9047619047619045,0.9545454545454548,0.8547162392724685,0.9523809523809522,0.8361048309141365,0.96875,0.5486376811594206,0.956521739130435,0.95,0.9081196581196581,0.9228395061728394,1.0,0.9197324414715718,0.39375
5156.0,0.7258092172183809,0.498286435786436,0.9028213166144204,0.8657094594594595,0.8994708994708995,0.9308641975308642,0.9297573435504468,1.0,0.9228395061728394,0.9321428571428574,0.9340659340659341,0.8831325963812351,0.9545454545454544,0.9234672304439747,0.9047619047619045,0.9545454545454548,0.8547162392724685,0.9523809523809522,0.8361048309141365,0.96875,0.5486376811594206,0.956521739130435,0.95,0.9081196581196581,0.9228395061728394,1.0,0.9197324414715718,0.39375
5181.0,0.7258092172183809,0.498286435786436,0.9028213166144204,0.8657094594594595,0.8994708994708995,0.9308641975308642,0.9297573435504468,1.0,0.9228395061728394,0.9321428571428574,0.9340659340659341,0.8831325963812351,0.9545454545454544,0.9234672304439747,0.9047619047619045,0.9545454545454548,0.8547162392724685,0.9523809523809522,0.8361048309141365,0.96875,0.5486376811594206,0.956521739130435,0.95,0.9081196581196581,0.9228395061728394,1.0,0.9197324414715718,0.39375
