times,population,R0,R1,R2,R3,R4,R5,R6,R7
186.0,0.24884651698373536,0.08041827392513935,0.0,0.021793136656272617,0.0,0.08757020321620251,0.7969937653842086,0.06759704032172568,0.21849051753848941
187.0,0.2472814445498754,0.08041827392513935,0.0,0.021793136656272617,0.0,0.08757020321620251,0.7918848309907203,0.06759704032172568,0.21849051753848941
188.0,0.2472814445498754,0.08041827392513935,0.0,0.021793136656272617,0.0,0.08757020321620251,0.7918848309907203,0.06759704032172568,0.21849051753848941
189.0,0.24409071623310274,0.08041827392513935,0.0,0.021793136656272617,0.0,0.08757020321620251,0.7814652937408421,0.06759704032172568,0.21424798321735372
190.0,0.24409071623310274,0.08041827392513935,0.0,0.021793136656272617,0.0,0.08757020321620251,0.7814652937408421,0.06759704032172568,0.21424798321735372
191.0,0.23920890190844069,0.060313705443854525,0.0,0.021793136656272617,0.0,0.08757020321620251,0.7708331128736198,0.06759704032172568,0.2099197411321547
192.0,0.2375243321766911,0.060313705443854525,0.0,0.021793136656272617,0.0,0.07506017418531644,0.7653271620673798,0.06759704032172568,0.20763800481550074
193.0,0.23581552403153522,0.060313705443854525,0.0,0.021793136656272617,0.0,0.07506017418531644,0.7597408324172531,0.06759704032172568,0.20533091587310626
194.0,0.23581552403153522,0.060313705443854525,0.0,0.021793136656272617,0.0,0.07506017418531644,0.7597408324172531,0.06759704032172568,0.20533091587310626
195.0,0.23581552403153522,0.060313705443854525,0.0,0.021793136656272617,0.0,0.07506017418531644,0.7597408324172531,0.06759704032172568,0.20533091587310626
196.0,0.2321875928925885,0.060313705443854525,0.0,0.021793136656272617,0.0,0.07506017418531644,0.7478698819107337,0.06759704032172568,0.20038318296050128
198.0,0.2321875928925885,0.060313705443854525,0.0,0.021793136656272617,0.0,0.07506017418531644,0.7478698819107337,0.06759704032172568,0.20038318296050128
199.0,0.2321875928925885,0.060313705443854525,0.0,0.021793136656272617,0.0,0.07506017418531644,0.7478698819107337,0.06759704032172568,0.20038318296050128
200.0,0.2321875928925885,0.060313705443854525,0.0,0.021793136656272617,0.0,0.07506017418531644,0.7478698819107337,0.06759704032172568,0.20038318296050128
201.0,0.22828528040699878,0.060313705443854525,0.0,0.021793136656272617,0.0,0.07506017418531644,0.735085781365251,0.06759704032172568,0.19763820785145336
202.0,0.22630019101215532,0.060313705443854525,0.0,0.021793136656272617,0.0,0.07506017418531644,0.7285805974593633,0.06759704032172568,0.19481480488214686
203.0,0.22630019101215532,0.060313705443854525,0.0,0.021793136656272617,0.0,0.07506017418531644,0.7285805974593633,0.06759704032172568,0.19481480488214686
205.0,0.22630019101215532,0.060313705443854525,0.0,0.021793136656272617,0.0,0.07506017418531644,0.7285805974593633,0.06759704032172568,0.19481480488214686
206.0,0.22426145055258648,0.060313705443854525,0.0,0.021793136656272617,0.0,0.07506017418531644,0.7218963717945989,0.06759704032172568,0.19186306541423556
207.0,0.22426145055258648,0.060313705443854525,0.0,0.021793136656272617,0.0,0.07506017418531644,0.7218963717945989,0.06759704032172568,0.19186306541423556
208.0,0.2221457764907696,0.060313705443854525,0.0,0.021793136656272617,0.0,0.06255014515443034,0.7149550605273434,0.06759704032172568,0.1887684998430382
209.0,0.2221457764907696,0.060313705443854525,0.0,0.021793136656272617,0.0,0.06255014515443034,0.7149550605273434,0.06759704032172568,0.1887684998430382
210.0,0.2221457764907696,0.060313705443854525,0.0,0.021793136656272617,0.0,0.06255014515443034,0.7149550605273434,0.06759704032172568,0.1887684998430382
211.0,0.2221457764907696,0.060313705443854525,0.0,0.021793136656272617,0.0,0.06255014515443034,0.7149550605273434,0.06759704032172568,0.1887684998430382
212.0,0.2198789828531086,0.060313705443854525,0.0,0.021793136656272617,0.0,0.06255014515443034,0.7075076119801835,0.06759704032172568,0.1887684998430382
213.0,0.21761218921544767,0.060313705443854525,0.0,0.021793136656272617,0.0,0.06255014515443034,0.7000601634330237,0.06759704032172568,0.18545677177561654
214.0,0.21522084647681644,0.060313705443854525,0.0,0.021793136656272617,0.0,0.06255014515443034,0.6921943189000688,0.06759704032172568,0.18189029539531618
215.0,0.2128295037381851,0.060313705443854525,0.0,0.021793136656272617,0.0,0.06255014515443034,0.6843284743671132,0.06759704032172568,0.18189029539531618
216.0,0.21038318760326336,0.060313705443854525,0.0,0.021793136656272617,0.0,0.06255014515443034,0.6762775511392645,0.06759704032172568,0.17825248948740985
217.0,0.21038318760326336,0.060313705443854525,0.0,0.021793136656272617,0.0,0.06255014515443034,0.6762775511392645,0.06759704032172568,0.17825248948740985
220.0,0.20784845040322403,0.060313705443854525,0.0,0.021793136656272617,0.0,0.06255014515443034,0.6679284455696435,0.06759704032172568,0.17825248948740985
222.0,0.2025864643170665,0.03015685272192726,0.0,0.021793136656272617,0.0,0.06255014515443034,0.6505796547756263,0.06759704032172568,0.1742913230543563
223.0,0.19988531145950578,0.03015685272192726,0.0,0.021793136656272617,0.0,0.06255014515443034,0.6416676047102069,0.06759704032172568,0.1701415296483002
224.0,0.19988531145950578,0.03015685272192726,0.0,0.021793136656272617,0.0,0.06255014515443034,0.6416676047102069,0.06759704032172568,0.1701415296483002
225.0,0.19988531145950578,0.03015685272192726,0.0,0.021793136656272617,0.0,0.06255014515443034,0.6416676047102069,0.06759704032172568,0.1701415296483002
226.0,0.19988531145950578,0.03015685272192726,0.0,0.021793136656272617,0.0,0.06255014515443034,0.6416676047102069,0.06759704032172568,0.1701415296483002
227.0,0.19988531145950578,0.03015685272192726,0.0,0.021793136656272617,0.0,0.06255014515443034,0.6416676047102069,0.06759704032172568,0.1701415296483002
228.0,0.19363889547639632,0.03015685272192726,0.0,0.021793136656272617,0.0,0.06255014515443034,0.6209686497195549,0.06759704032172568,0.1701415296483002
229.0,0.19363889547639632,0.03015685272192726,0.0,0.021793136656272617,0.0,0.06255014515443034,0.6209686497195549,0.06759704032172568,0.1701415296483002
232.0,0.19363889547639632,0.03015685272192726,0.0,0.021793136656272617,0.0,0.06255014515443034,0.6209686497195549,0.06759704032172568,0.1701415296483002
233.0,0.1903002938302516,0.03015685272192726,0.0,0.021793136656272617,0.0,0.0,0.6098799238317055,0.06759704032172568,0.1701415296483002
235.0,0.1869616921841069,0.03015685272192726,0.0,0.021793136656272617,0.0,0.0,0.5987911979438563,0.06759704032172568,0.1701415296483002
236.0,0.1869616921841069,0.03015685272192726,0.0,0.021793136656272617,0.0,0.0,0.5987911979438563,0.06759704032172568,0.1701415296483002
240.0,0.1869616921841069,0.03015685272192726,0.0,0.021793136656272617,0.0,0.0,0.5987911979438563,0.06759704032172568,0.1701415296483002
242.0,0.1869616921841069,0.03015685272192726,0.0,0.021793136656272617,0.0,0.0,0.5987911979438563,0.06759704032172568,0.1701415296483002
243.0,0.1869616921841069,0.03015685272192726,0.0,0.021793136656272617,0.0,0.0,0.5987911979438563,0.06759704032172568,0.1701415296483002
244.0,0.1869616921841069,0.03015685272192726,0.0,0.021793136656272617,0.0,0.0,0.5987911979438563,0.06759704032172568,0.1701415296483002
247.0,0.18306665693027127,0.03015685272192726,0.0,0.021793136656272617,0.0,0.0,0.5987911979438563,0.06759704032172568,0.1701415296483002
249.0,0.18306665693027127,0.03015685272192726,0.0,0.021793136656272617,0.0,0.0,0.5987911979438563,0.06759704032172568,0.1701415296483002
250.0,0.17908694699700448,0.03015685272192726,0.0,0.021793136656272617,0.0,0.0,0.5854847268784372,0.06759704032172568,0.1642745803500829
252.0,0.17492213427614392,0.03015685272192726,0.0,0.021793136656272617,0.0,0.0,0.5715446143337126,0.06759704032172568,0.1642745803500829
254.0,0.17492213427614392,0.03015685272192726,0.0,0.021793136656272617,0.0,0.0,0.5715446143337126,0.06759704032172568,0.1642745803500829
255.0,0.17043695134598638,0.03015685272192726,0.0,0.021793136656272617,0.0,0.0,0.5565039665880885,0.06759704032172568,0.15770359713607965
256.0,0.16595176841582887,0.03015685272192726,0.0,0.021793136656272617,0.0,0.0,0.5414633188424646,0.06759704032172568,0.15770359713607965
257.0,0.16146658548567133,0.03015685272192726,0.0,0.021793136656272617,0.0,0.0,0.5264226710968405,0.06759704032172568,0.15770359713607965
258.0,0.15698140255551377,0.03015685272192726,0.0,0.021793136656272617,0.0,0.0,0.5113820233512166,0.06759704032172568,0.15770359713607965
259.0,0.15698140255551377,0.03015685272192726,0.0,0.021793136656272617,0.0,0.0,0.5113820233512166,0.06759704032172568,0.15770359713607965
260.0,0.1474673781582099,0.03015685272192726,0.0,0.021793136656272617,0.0,0.0,0.47942064689176567,0.06759704032172568,0.15053525181171237
261.0,0.1474673781582099,0.03015685272192726,0.0,0.021793136656272617,0.0,0.0,0.47942064689176567,0.06759704032172568,0.15053525181171237
264.0,0.1474673781582099,0.03015685272192726,0.0,0.021793136656272617,0.0,0.0,0.47942064689176567,0.06759704032172568,0.15053525181171237
265.0,0.13729721414729887,0.03015685272192726,0.0,0.021793136656272617,0.0,0.0,0.44517631497092536,0.06759704032172568,0.14261234382162224
270.0,0.13729721414729887,0.03015685272192726,0.0,0.021793136656272617,0.0,0.0,0.44517631497092536,0.06759704032172568,0.14261234382162224
272.0,0.1320165520647104,0.03015685272192726,0.0,0.021793136656272617,0.0,0.0,0.4273692623720885,0.06759704032172568,0.13468943583153214
278.0,0.12651586239534746,0.03015685272192726,0.0,0.0,0.0,0.0,0.4273692623720885,0.06759704032172568,0.1262713460920614
280.0,0.12651586239534746,0.03015685272192726,0.0,0.0,0.0,0.0,0.4273692623720885,0.06759704032172568,0.1262713460920614
282.0,0.12049129751937852,0.03015685272192726,0.0,0.0,0.0,0.0,0.40701834511627466,0.06759704032172568,0.1165581656234413
284.0,0.12049129751937852,0.03015685272192726,0.0,0.0,0.0,0.0,0.40701834511627466,0.06759704032172568,0.1165581656234413
285.0,0.12049129751937852,0.03015685272192726,0.0,0.0,0.0,0.0,0.40701834511627466,0.06759704032172568,0.1165581656234413
286.0,0.12049129751937852,0.03015685272192726,0.0,0.0,0.0,0.0,0.40701834511627466,0.06759704032172568,0.1165581656234413
287.0,0.11340357413588564,0.03015685272192726,0.0,0.0,0.0,0.0,0.38307608952119965,0.06759704032172568,0.10596196874858302
289.0,0.11340357413588564,0.03015685272192726,0.0,0.0,0.0,0.0,0.38307608952119965,0.06759704032172568,0.10596196874858302
294.0,0.11340357413588564,0.03015685272192726,0.0,0.0,0.0,0.0,0.38307608952119965,0.06759704032172568,0.10596196874858302
299.0,0.11340357413588564,0.03015685272192726,0.0,0.0,0.0,0.0,0.38307608952119965,0.06759704032172568,0.10596196874858302
301.0,0.11340357413588564,0.03015685272192726,0.0,0.0,0.0,0.0,0.38307608952119965,0.06759704032172568,0.10596196874858302
312.0,0.11340357413588564,0.03015685272192726,0.0,0.0,0.0,0.0,0.38307608952119965,0.06759704032172568,0.10596196874858302
314.0,0.10206321672229708,0.03015685272192726,0.0,0.0,0.0,0.0,0.34476848056907966,0.06759704032172568,0.0847695749988664
315.0,0.08748275719054034,0.03015685272192726,0.0,0.0,0.0,0.0,0.29551584048778257,0.06759704032172568,0.0847695749988664
321.0,0.07290229765878359,0.03015685272192726,0.0,0.0,0.0,0.0,0.24626320040648547,0.06759704032172568,0.05651304999924426
328.0,0.07290229765878359,0.03015685272192726,0.0,0.0,0.0,0.0,0.24626320040648547,0.06759704032172568,0.05651304999924426
341.0,0.07290229765878359,0.03015685272192726,0.0,0.0,0.0,0.0,0.24626320040648547,0.06759704032172568,0.05651304999924426
356.0,0.04860153177252238,0.03015685272192726,0.0,0.0,0.0,0.0,0.16417546693765694,0.06759704032172568,0.05651304999924426
376.0,0.04860153177252238,0.03015685272192726,0.0,0.0,0.0,0.0,0.16417546693765694,0.06759704032172568,0.05651304999924426
424.0,0.0,0.03015685272192726,0.0,0.0,0.0,0.0,0.0,0.06759704032172568,0.0
